© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Date	Tue May 28 04:39:02 PDT 2019
Analysis ID	17865919

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Mouse OR Human OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities	head and neck carcinoma	Advanced head and neck carcinoma	1.22E-03	 	 	 	 	FGFR1,EGFR,TUBB3,CST7,VEGFA,SYT12,DPYD,KIT,FGFR4,MAP4	10	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	urinary tract cancer	Urinary tract cancer	1.26E-03	 	 	 	 	DIRAS1,CTSK,MMP2,ABCA2,PIK3R5,TLN2,PPL,THSD7A,PANK1,CCDC91,CARD11,AGTPBP1,FZD1,SPATA9,GABRB1,DLG2,S1PR1,PRKCE,APOD,TRIB1,KLHDC8A,TIMP2,CTNNAL1,ONECUT2,NFE2L3,METTL13,GRHPR,BARX2,MAP3K21,TMEM185B,HIST1H2BD,C3orf70,MICAL2,NAGK,CYR61,FKBP1A,TFPI2,ST14,DZIP1L,MYADM,LCP1,FAH,HIST1H1C,CDH6,HTRA3,DMTN,DSCAM,PDRG1,IL1RAP,RNF43,NCOR1,PRKCZ,EMILIN2,OPTN,FOXO1,ASNS,CENPN,TMEM108,SERP2,PLOD2,PROX1,UCHL1,PRUNE2,ZFR2,SMOC1,ACOT7,WSCD2,PHLDA1,SLC4A8,SLC7A11,CDC73,MLIP,PRKRA,DPYD,PTPRE,USP53,PSD3,FGFR1,Mt1,TUBB3,CALR3,NRDE2,NFKBIA,CRYBG3,FAAH,PALLD,QPCT,DICER1,GRHL3,MAPK8IP1,NIPAL3,GNG4,CSMD2,BRD8,PCDH15,FLNC,FGFR4,ST8SIA3,SEMA5A,EGFR,TAB3,EHD3,VEGFA,LRRC26,ERLIN2,HSPB8,KIT,ANXA2,IGFBP5,P4HA1,SLC2A9,KIF1B,RPTOR,MAP6,EYA4,ITGA4,JAM3,DUSP6,ZRSR2,RALGPS1,ATP1A2,GMNN,CSMD3,NIPSNAP1,ATP9A,DACT1,TCERG1,KIF18A,ITGB3,ANLN,GIPR,ZNF292,DNAJC10,ANXA5,TMEM206,IL17B,MIF4GD,ARFGEF3,CACNA1C,TRMT6,ANKS1B,ITGB1BP1,ICAM1,ESRP1	144	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	uterine carcinoma	Uterine carcinoma	1.26E-03	 	 	 	 	MMP2,PANK1,ZYX,INSYN2B,SAP30,SDK2,GABRB1,GRIN3A,S1PR1,TRAF6,CADPS,USP22,SNAP91,PTGER4,ENOX2,CTNNAL1,PIEZO2,BCL6,SUGP1,ONECUT2,HIST1H2BD,C3orf70,TTC28,MICAL2,INSM1,FKBP1A,ATP8A2,PITHD1,SLC9B2,SPAG1,MAP1A,NCOR1,CLMN,PIGK,NFIL3,SERP2,PROX1,PRUNE2,PPM1L,CETN3,WSCD2,SLC7A11,ATP10B,USP25,USP2,CSF1,ACSL3,PTPRE,MAP4,POMT2,USP53,ERICH3,PSD3,FGFR1,RASAL2,TUBB3,NRDE2,CRYBG3,CABLES1,PALLD,MAPK8IP1,SPATA6,MARCKSL1,PTPDC1,FGFR4,ZDBF2,EGFR,STK40,VEGFA,KIT,TMEM117,RHOJ,POLR3E,ARHGAP15,SYN1,RPTOR,FAM83D,JAM3,CFTR,ILVBL,SLITRK1,SGSM1,SEMA3E,PPFIA2,RALGPS1,CSMD3,LINGO2,PPP1R3D,ATP9A,ACSL1,STAT1,C21orf2,KIF18A,CUX2,COLEC11,ZNF292,ADARB2,L2HGDH,NWD1,TMEM132D,CACNA1C,ANKS1B,DSEL,DCLK1,ETV1,IFRD1,B3GALNT1,USP11,NCAM2,TLN2,AGTPBP1,OCRL,FZD1,KLC1,GRIA4,DLG2,SKIL,CNTN3,APOD,TIMP2,SHROOM1,NFE2L3,TMEM132C,PLEKHH2,HOXD3,DZIP1L,CBX4,SDF4,DSCAM,MED27,RNF43,APBB1IP,FOXO1,CENPN,DACH2,ZFR2,CASQ1,NALCN,RABGAP1L,SPEF2,SLC4A8,CDC73,CNTN1,DPYD,CAST,SLC25A12,INTS7,SALL4,SATB2,PRKCQ,ATL1,AMPH,PLD1,ADAMTS2,SLC7A2,NID1,QPCT,DICER1,CSMD2,BRD8,PCDH15,TRIM9,ABCE1,PCSK2,SNX32,SORCS1,S100B,SEMA3D,SPATS2,CADM3,APBB2,KIF1B,DYNC1I1,EYA4,ITGA4,STXBP2,HIVEP3,FAM161A,LRRTM3,SLCO3A1,TXNDC16,EPHX4,DACT1,GNG3,SLC45A3,GRM7,ITGB3,EPHA10,WNT3,NAP1L2,OFD1,SLC4A10,GPR3,COL2A1,KIF1A,ESRP1,MMP24	197	
Behavior	spatial learning	Spatial learning	1.27E-03	 	1.000	bias	0.468	ATP13A2,APOD,B3GAT1,KIT,AMPH,ATP1A2,SPRED1,ARC,RAG1,RPS6KA5,DDHD2,SLC7A11,CDK5R1,QPCT,PDE8B,STAT1,CACNA1C,EN2,DCDC2,KIF1A	20	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	colorectal neoplasia	Colorectal tumor	1.30E-03	 	0.106	 	0.366	ERI3,SATB1,ABCA2,MMP2,NEDD9,CDKL2,RTN2,PANK1,TMEM229A,CARD11,ZYX,DCTN6,LRRC4,ZNF717,NUDT16,SDK2,GRIN3A,S1PR1,CADPS,SNAP91,NAALADL2,PTGER4,PTK2,C1QL3,BCL6,CCDC149,ONECUT2,NECAB3,MAP3K21,ENPP6,ARMC8,CLTB,HIST1H2BD,TTC28,CDS1,BCL2L11,SULF2,FKBP1A,TFPI2,B3GAT1,EPB41L1,RELL1,BCAS1,DIO2,SPRY4,ATP6V1F,GALK1,SLC9B2,PER1,TMPRSS2,NCOR1,CLMN,FRMD4B,DSCAML1,OLFM1,AMOT,PLOD2,BCL11B,PTPRN,PRUNE2,CETN3,WSCD2,C9orf16,PHLDA1,GSE1,SLC7A11,ATP10B,USP2,CSF1,NAAA,MAP4,SRGAP2,CDC23,USP53,ERICH3,FGFR1,RASAL2,TUBB3,TMEM163,SFTPC,CRYBG3,ZDHHC2,SLC16A3,SPRED1,PALLD,RPS6KA5,MAPK8IP1,BRSK2,FLRT3,MARCKSL1,MYORG,LGALS2,ZDBF2,DUSP16,NKX2-2,ARPC1A,SEPT8,EGFR,TAB3,VEGFA,FBXO3,TMEM117,KIT,TUSC1,POLR3E,SYN1,RELCH,RPTOR,STMN3,PAQR8,ARHGEF2,MAN1A2,FAM83D,JAM3,DUSP6,ILVBL,VPS53,NAA25,SLITRK1,FGF1,TMEM74,SEMA3E,PPFIA2,PAPPA,CIRBP,ZC3H6,CSMD3,LINGO2,PPP1R3D,SLC19A2,ATP9A,STAT1,KIF18A,PMEPA1,CYFIP2,CUX2,ODF2,FBXL2,ZNF292,PLXNB3,CEBPD,LURAP1L,PACSIN1,RNASEH2B,ARC,DDHD2,ARFGEF3,NWD1,TMEM132D,CACNA1C,IFFO1,ICAM1,DSEL,ADA,DCLK1,RUFY3,ETV1,PARPBP,USP11,PIK3R5,PPARA,NCAM2,TLN2,PPL,THSD7A,SPIRE2,DIP2A,FZD1,KLC1,GRIA4,XRCC3,ATP11A,DLG2,WDR26,PRKCE,APOD,CPOX,AHI1,TIMP2,PRRX1,PAQR9,NLGN2,SHROOM1,NFE2L3,LRRTM1,ANKRD39,ZSCAN18,PLEKHH2,CDK16,SEC16B,RAB33A,ADSSL1,LPCAT2,MORN4,CD82,CBX4,FAH,HIST1H1C,CDH6,ZBTB10,DSCAM,PDRG1,SYT12,KIAA0408,RNF43,ARFGAP3,APBB1IP,CCDC117,OPTN,FOXO1,ASNS,CENPN,PIGZ,SPATA13,FBXO30,NR4A1,BCHE,NALCN,RALYL,RABGAP1L,CHP2,SPEF2,ATL3,ACOT7,UBASH3B,KNDC1,CAMTA1,CDC73,SLC4A8,PTPRK,CNTN1,SLITRK2,MYLPF,DPYD,NCEH1,CAST,ANXA4,ZNF23,SLC25A12,PSAT1,INTS7,CYB5R2,SALL4,SATB2,TMEM144,PLD1,ADAMTS2,ZHX3,SLC7A2,PBX3,CCDC127,QPCT,PPARGC1A,DICER1,TMEM159,ATG10,GNG4,CSMD2,PCDH15,FLNC,TRIM9,ABCE1,MATN2,PLA2G4A,TMEM192,PCSK2,INTS6,LMAN1,ACTR3B,ANXA2,IGFBP5,RUFY2,B3GNT9,NLK,ATP2A2,CAPN10,SEMA3D,P4HA1,CADM3,ACOT9,FZD4,FAM241B,ELFN2,KIF1B,MYO1E,MAP6,DCX,EYA4,ITGA4,MCM5,SYT9,ICA1,CCSER2,ABCC5,STXBP2,HIVEP3,FZD2,CACNB4,GMNN,TMC6,HOMER1,EPHX4,TCERG1,GRM7,TSPAN17,IL17RB,MAPK3,EPHA10,NAP1L2,MEST,HPGD,TOMM34,SIRT2,OFD1,SEC24D,GPR3,DLL1,TMTC4,PHACTR1,COL2A1,CPLX3,KIF1A,ESRP1	323	
Cell Cycle	fission	Fission	1.34E-03	 	0.152	bias	-0.491	SEC16B,GDAP1,SNCA,RPTOR,BIK,MTFP1,FIS1	7	
Embryonic Development, Organ Development, Organismal Development, Skeletal and Muscular System Development and Function, Tissue Development	formation	Formation of muscle	1.35E-03	 	0.078	bias	-0.987	ETV1,FGFR1,Foxp1,MMP2,PAPPA,FZD2,PRKCQ,CACNB4,FKBP1A,TNNI1,PLD1,NFKBIA,TIPARP,PPARGC1A,BMP4,MARCKSL1,FLNC,EN2,PRKCZ,FOXO1,HBEGF,PROX1,UCHL1,VEGFA,RAP1GDS1,TNNT2,ANXA5,IGFBP5,CASQ1,PTGER4,S100B,SIRT2,PTK2,IL17B,Tmsb4x (includes others),MYLPF	36	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	female genital tract adenocarcinoma	Female genital tract adenocarcinoma	1.35E-03	 	 	 	 	TBC1D7,PANK1,ZYX,INSYN2B,SAP30,SDK2,GABRB1,GRIN3A,S1PR1,TRAF6,CADPS,HBEGF,USP22,SNAP91,PTK2,ENOX2,CTNNAL1,PIEZO2,BCL6,SUGP1,ONECUT2,MAP3K21,HIST1H2BD,TTC28,MICAL2,PRIM2,TFPI2,ATP8A2,DIO2,PITHD1,SPAG1,MAP1A,NCOR1,CLMN,PIGK,NFIL3,SERP2,PROX1,PRUNE2,TNNT2,PPM1L,CETN3,WSCD2,PHLDA1,SLC7A11,ATP10B,USP25,USP2,PTPRE,ACSL3,LIPE,MUM1L1,MAP4,SRGAP2,DNM3,POMT2,USP53,PSD3,FGFR1,RASAL2,TUBB3,NRDE2,CRYBG3,SLC16A3,RAB9B,PALLD,MAPK8IP1,SLC34A3,SPATA6,MARCKSL1,PTPDC1,FGFR4,ZDBF2,SEMA5A,SEPT8,EGFR,STK40,VEGFA,KIT,TMEM117,RHOJ,POLR3E,ARHGAP15,SYN1,RPTOR,PDE8B,FAM83D,JAM3,CFTR,ILVBL,NAA25,SLITRK1,TMEM74,SEMA3E,PPFIA2,RALGPS1,CSMD3,LINGO2,SLC19A2,ATP9A,ACSL1,STAT1,KIF18A,ANLN,BIK,CUX2,COLEC11,ADCYAP1R1,ZNF292,TMEM206,L2HGDH,RNASEH2B,NWD1,TMEM132D,CACNA1C,ANKS1B,DSEL,DCLK1,ETV1,IFRD1,B3GALNT1,USP11,PIK3R5,NCAM2,TLN2,TIPARP,AGTPBP1,OCRL,KLC1,ENPP1,GRIA4,DLG2,SKIL,CNTN3,APOD,CPOX,TIMP2,SLC6A15,SHROOM1,LGI3,NFE2L3,LRRTM1,TMEM132C,PLEKHH2,SEC16B,GNB4,DZIP1L,DGKE,HIST1H1C,DSCAM,CACNA2D3,SAPCD1,MED27,RNF43,APBB1IP,FOXO1,SETD5,CENPN,DACH2,UCHL1,RAP1GDS1,CASQ1,NALCN,RABGAP1L,SPEF2,KNDC1,CAMTA1,SLC4A8,CDC73,CNTN1,CAST,SLC25A12,EDNRA,INTS7,SALL4,SATB2,PRKCQ,ATL1,TMEM144,FCHO1,AMPH,USP18,ADAMTS2,SLC7A2,NID1,QPCT,DICER1,CSMD2,BRD8,PCDH15,TRIM9,ABCE1,EN2,MATN2,TMEM192,PCSK2,SNX32,LAD1,ERLIN2,ANXA2,IGFBP5,RUFY2,SORCS1,S100B,SEMA3D,SPATS2,APBB2,DYNC1I1,MYO1E,MAP6,EYA4,ITGA4,FLOT1,STXBP2,HIVEP3,FAM161A,LRRTM3,SLCO3A1,TXNDC16,EPHX4,DACT1,TSC22D3,GNG3,SLC45A3,GRM7,ITGB3,EPHA10,WNT3,NAP1L2,OFD1,SLC4A10,GPR3,COL2A1,ESRP1,MMP24	235	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	broncho-alveolar lung cancer	Bronchiolo-alveolar adenocarcinoma	1.36E-03	 	 	 	 	ZNF292,GJB1,EGFR,SPATA13,HPGD,POLR2A,PRIM2,LCP1,ZYX,GDAP1,AGTPBP1,DSCAM,DICER1,NCOR1,ANKS1B	15	
Cancer, Organismal Injury and Abnormalities	genitourinary adenocarcinoma	Genitourinary adenocarcinoma	1.45E-03	 	 	 	 	SATB1,TBC1D7,MMP2,SLC12A3,RTN2,PANK1,CCDC91,CARD11,ZYX,ANAPC5,INSYN2B,SNCA,ZADH2,SAP30,SPATA9,ME2,SDK2,GABRB1,GRIN3A,NAT8,S1PR1,TRAF6,CADPS,HBEGF,USP22,SNAP91,NAALADL2,KLHDC8A,PTGER4,PTK2,ENOX2,CTNNAL1,PIEZO2,BCL6,ONECUT2,SUGP1,MAP3K21,HIST1H2BD,TTC28,MICAL2,MKRN1,CDS1,CYR61,BCL2L11,SULF2,FKBP1A,PRIM2,TFPI2,ATP8A2,EPB41L1,DIO2,PITHD1,DMTN,SPAG1,PER1,TMPRSS2,MAP1A,SIMC1,NCOR1,CLMN,PIGK,DSCAML1,NFIL3,OLFM1,TMEM108,SERP2,PLOD2,PROX1,BCL11B,PTPRN,PRUNE2,TNNT2,PPM1L,CETN3,WSCD2,PHLDA1,SLC7A11,MLIP,CHMP2B,ATP10B,USP25,USP2,ACSL3,PTPRE,LIPE,MUM1L1,MAP4,SRGAP2,DNM3,POMT2,USP53,PSD3,FGFR1,Mt1,RASAL2,TUBB3,NRDE2,TMEM163,CRYBG3,SLC16A3,FAAH,RAB9B,PALLD,RPS6KA5,MAPK8IP1,BRSK2,SLC34A3,SPATA6,MARCKSL1,PTPDC1,FGFR4,ZDBF2,SEMA5A,SEPT8,EGFR,TAB3,STK40,VEGFA,TMEM117,KIT,RHOJ,TRADD,POLR3E,ARHGAP15,SYN1,RELCH,RPTOR,PDE8B,TMEM59L,FAM83D,JAM3,DUSP6,ILVBL,CFTR,KLF11,NAA25,SLITRK1,TMEM74,SEMA3E,PPFIA2,FBXL20,RALGPS1,PAPPA,ATP1A2,ZC3H6,CSMD3,LINGO2,NIPSNAP1,SLC19A2,ATP9A,ACSL1,STAT1,KIF18A,ANLN,BIK,CYFIP2,CUX2,COLEC11,ADCYAP1R1,FBXL2,ZNF292,ANXA5,TMEM206,CHSY3,ADARB2,L2HGDH,RNASEH2B,ARFGEF3,NWD1,TMEM132D,CACNA1C,ANKS1B,DSEL,TRIM46,DCLK1,ETV1,DIRAS1,IFRD1,B3GALNT1,USP11,PIK3R5,NCAM2,TLN2,SPRED2,THSD7A,DIP2A,TIPARP,AGTPBP1,OCRL,FZD1,KLC1,ENPP1,GRIA4,ATP11A,DLG2,SKIL,PRKCE,CNTN3,APOD,CPOX,TRIB1,TIMP2,SLC6A15,PDK3,SHROOM1,LGI3,NFE2L3,GRHPR,LRRTM1,GALNT10,TMEM132C,PLEKHH2,LFNG,SEC16B,GNB4,ADSSL1,ST14,DZIP1L,DGKE,CD82,CBX4,MYADM,LCP1,HTRA3,HIST1H1C,CDH6,DSCAM,SAPCD1,CACNA2D3,MED27,IL1RAP,RNF43,ARFGAP3,APBB1IP,CCDC117,PRKCZ,SETD5,OPTN,FOXO1,ASNS,CENPN,ATP13A2,DACH2,UCHL1,RAP1GDS1,FBXO30,ZFR2,CASQ1,NALCN,RABGAP1L,SPEF2,ATL3,ACOT7,ANKRD13A,ACY3,KNDC1,CAMTA1,CDC73,SLC4A8,CNTN1,DCTD,CAST,MOGS,SLC25A12,GREB1L,EDNRA,INTS7,CYB5R2,SALL4,PRKCQ,SATB2,TMEM144,FCHO1,ATL1,AMPH,USP18,PLD1,NFKBIA,ADAMTS2,SLC7A2,PBX3,RAG1,NID1,QPCT,DICER1,TMEM159,CSMD2,BRD8,PCDH15,FLNC,TRIM9,ABCE1,EN2,MATN2,TMEM192,PCSK2,SNX32,SPAG5,LAD1,EHD3,LMAN1,ERLIN2,HSPB8,ANXA2,IGFBP5,RUFY2,SORCS1,S100B,SEMA3D,P4HA1,SPATS2,FZD4,MFSD11,APBB2,SLC2A9,KIF1B,DYNC1I1,MYO1E,MAP6,EYA4,ITGA4,CCSER2,ABCC5,FLOT1,NOL11,STXBP2,HIVEP3,FAM161A,LRRTM3,FZD2,SLCO3A1,GMNN,SH3BP5,TXNDC16,EPHX4,DACT1,TSC22D3,GNG3,TCERG1,SLC45A3,GRM7,ITGB3,SFMBT1,EPHA10,SLC4A2,WNT3,NAP1L2,DNAJC10,OFD1,SLC4A10,SEC24D,GPR3,C8orf58,COL2A1,TRMT6,KIF1A,ESRP1,MMP24	358	
Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities	congenital encephalopathy	Congenital encephalopathy	1.46E-03	Decreased	-2.623	bias	 	DCLK1,FGFR1,TBC1D7,TUBB3,SALL4,FKBP1A,USP18,NDE1,SPRY4,PALLD,GRHL3,XPA,DICER1,MARCKSL1,NKX2-2,ASNS,TRAF6,AHI1,CITED2,CAMTA1,APBB2,DLL1,PRKRA,ARHGEF2,BHLHE22,DCX,COL2A1,GADD45A,VPS53,POMT2	30	
Cellular Movement	migration	Migration of cells	1.47E-03	 	1.307	 	-1.352	ADA,DCLK1,SATB1,RUFY3,ETV1,DUSP3,MMP2,NEDD9,TIRAP,PIK3R5,PPARA,DEPTOR,RAP1A,NDE1,PAK3,Acan,DIP2A,ZYX,BMP4,PARD6B,AGO2,SKIL,WDR26,S1PR1,TRAF6,PRKCE,HBEGF,NAALADL2,PTGER4,PTK2,TIMP2,CITED2,PRRX1,CTNNAL1,PIEZO2,BCL6,ONECUT2,CDK5R1,BARX2,RAP1GAP2,P2RX4,VAMP7,ADGRG6,NDRG2,Foxp1,CYR61,INSM1,B3GAT1,ST14,EPB41L4B,DGKE,CD82,DIO2,MYADM,LCP1,SPRY4,DMTN,PER1,APBB1IP,PRKCZ,NFIL3,FOXO1,ASNS,TMEFF2,AMOT,SPATA13,PROX1,BCL11B,NR4A1,CHP2,PHLDA1,SLC7A11,PTPRK,CKLF,USP25,USP2,CSF1,NAAA,CAST,MAP4,MINDY3,TCAF2,FGFR1,EDNRA,Cdc42,SATB2,PRKCQ,PLD1,SFTPC,NFKBIA,SLC16A3,FAAH,PALLD,DICER1,PCDH15,MARCKSL1,FLNC,FGFR4,DCDC2,MATN2,PLA2G4A,SEMA5A,EGFR,VEGFA,KIT,ANXA2,IGFBP5,ATP2A2,S100B,SEMA3D,TRADD,DMP1,CYP26B1,APBB2,RPTOR,STMN3,DCX,ITGA4,JAM3,DUSP6,GADD45A,CFTR,NAA25,FLOT1,FGF1,SEMA3E,SP7,PAPPA,IL11,TSC22D3,STAT1,ITGB3,IL17RB,ADCYAP1R1,MAPK3,FBXL2,SLC4A2,PLXNB3,IL17B,Tmsb4x (includes others),Crnde,PHACTR1,ICAM1,ITGB1BP1,ESRP1,TRIM46	146	
Cellular Growth and Proliferation	proliferation	Delay in proliferation of cells	1.50E-03	 	 	 	 	FGFR1,VEGFA,PRKCQ,SIRT2	4	
Auditory Disease, Inflammatory Response, Organismal Injury and Abnormalities	inflammation	Inflammation of ear	1.50E-03	 	 	 	 	PRKCE,RAG1,SALL4,PPARA	4	
Cellular Development, Cellular Growth and Proliferation, Connective Tissue Development and Function, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Skeletal and Muscular System Development and Function, Tissue Development	osteoclastogenesis	Osteoclastogenesis of bone-marrow-derived monocyte/macrophage precursor cells	1.50E-03	 	1.067	 	0.674	DICER1,STAT1,CSF1,TRAF6	4	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of arachidonic acid	1.50E-03	 	 	 	 	CFTR,NFKBIA,PLA2G4A,GIPR	4	
Endocrine System Disorders, Gastrointestinal Disease, Metabolic Disease, Organismal Injury and Abnormalities	diabetes mellitus	Diabetes mellitus	1.52E-03	 	-1.455	 	-1.437	FGFR1,EDNRA,Mt1,CTSK,MMP2,SLC12A3,PRKCQ,PPARA,NFKBIA,ADAMTS2,SPRED1,PBX3,Ifi27l2a/Ifi27l2b,ANAPC5,SNCA,HES5,MAPK8IP1,XAF1,BMP4,PCDH15,ENPP1,GRIA4,GABRB1,GRIN3A,PCSK2,PRKCE,APOD,VEGFA,FBXO3,AHI1,ANXA2,PTGER4,ATP2A2,CAPN10,ARHGAP15,PIEZO2,SYN1,SLC2A9,ITGA4,KLF11,NAA25,ICA1,FLOT1,Foxp1,CDS1,FGF1,BCL2L11,FKBP1A,KLF10,ATP1A2,LCP1,FAH,SLC19A2,ACSL1,STAT1,E2F2,CACNA2D3,MED27,ITGB3,FRMD4B,CUX2,FOXO1,TMEFF2,CEBPD,HPGD,PROX1,UCHL1,PTPRN,NR4A1,PRUNE2,TNNT2,ANXA5,CA13,AI504432,CAMTA1,SLC7A11,ATP10B,CACNA1C,COL2A1,MOGS,ICAM1,CDC23	82	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	kidney carcinoma	Kidney carcinoma	1.56E-03	 	 	 	 	PSD3,FGFR1,DIRAS1,Mt1,MMP2,TUBB3,PIK3R5,NFKBIA,THSD7A,PANK1,CCDC91,FAAH,PALLD,MAPK8IP1,FZD1,SPATA9,PCDH15,FLNC,FGFR4,GABRB1,S1PR1,PRKCE,EGFR,TAB3,EHD3,APOD,VEGFA,ERLIN2,TRIB1,KIT,ANXA2,TIMP2,CTNNAL1,ONECUT2,SLC2A9,KIF1B,NFE2L3,GRHPR,ITGA4,DUSP6,JAM3,MICAL2,CYR61,FKBP1A,ST14,ATP1A2,GMNN,CSMD3,FAH,HIST1H1C,DMTN,DSCAM,TCERG1,KIF18A,IL1RAP,ITGB3,NCOR1,ANLN,PRKCZ,OPTN,FOXO1,ASNS,CENPN,ZNF292,SERP2,TMEM108,PLOD2,PROX1,DNAJC10,PRUNE2,ZFR2,ANXA5,ACOT7,WSCD2,SLC4A8,SLC7A11,ARFGEF3,PTPRE,TRMT6	79	
Cellular Assembly and Organization	formation	Formation of actin bundles	1.57E-03	 	 	 	 	ZYX,PALLD,SHROOM1,DMTN,MTSS1,PCDH15,LCP1	7	
Embryonic Development, Organ Development, Organismal Development, Respiratory System Development and Function, Tissue Development	alveologenesis	Alveologenesis of lung	1.58E-03	 	0.000	bias	 	HBEGF,EGFR,MMP2,FGFR4,CITED2,LFNG	6	
Digestive System Development and Function	development	Development of gastrointestinal tract	1.59E-03	 	1.000	bias	0.373	FGFR1,ETV1,Foxp1,CTSK,BCL2L11,SATB2,SALL4,FZD2,PPARA,NFKBIA,TIPARP,GRHL3,DICER1,BMP4,FZD1,GABRB1,GRIN3A,NFIL3,NKX2-2,TRAF6,EGFR,BCL11B,KIT,DMP1,CYP26B1,PRRX1,CSF1,COL2A1	28	
Cellular Assembly and Organization, Nervous System Development and Function, Tissue Morphology	quantity	Quantity of synaptic vesicles	1.61E-03	 	0.277	 	-0.267	SNCA,SNAP91,SYN1,KIF1B,PTPRN,MAP6,PACSIN1,DNM3	8	
Organ Development, Skeletal and Muscular System Development and Function, Tissue Development	growth	Growth of muscle tissue	1.61E-03	 	-0.598	 	-1.046	NDRG2,EDNRA,PAPPA,PRKCQ,PPARA,PLD1,PPARGC1A,HES5,STAT1,BMP4,ITGB3,PRKCZ,FOXO1,PLA2G4A,MAPK3,TRAF6,S1PR1,HBEGF,EGFR,CEBPD,APOD,VEGFA,NR4A1,TRIB1,KIT,IGFBP5,PTK2,CITED2,PRRX1,DLL1,KLF11	31	
Connective Tissue Disorders, Organismal Injury and Abnormalities	bleeding	Bleeding of connective tissue	1.63E-03	 	 	 	 	DICER1,SPRED2,SPRED1	3	
Cardiovascular Disease, Organismal Injury and Abnormalities	bleeding	Bleeding of heart	1.63E-03	 	 	 	 	Tmsb4x (includes others),DICER1,ITGA4	3	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	long-term potentiation	Long-term potentiation of granule cells	1.63E-03	 	 	 	 	VEGFA,DGKE,PTK2	3	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	recurrent rectal cancer	Recurrent rectal cancer	1.63E-03	 	 	 	 	EGFR,VEGFA,DPYD	3	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	rectum cancer	Stage IV rectum cancer	1.63E-03	 	 	 	 	EGFR,VEGFA,DPYD	3	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	urinary tract tumor	Urinary tract tumor	1.65E-03	 	0.000	 	0.261	DIRAS1,CTSK,MMP2,ABCA2,PIK3R5,TLN2,PPL,THSD7A,PANK1,CCDC91,CARD11,AGTPBP1,FZD1,SPATA9,GABRB1,DLG2,S1PR1,PRKCE,APOD,TRIB1,KLHDC8A,TIMP2,CTNNAL1,ONECUT2,NFE2L3,METTL13,GRHPR,BARX2,MAP3K21,TMEM185B,HIST1H2BD,C3orf70,MICAL2,NAGK,CYR61,FKBP1A,TFPI2,ST14,DZIP1L,MYADM,LCP1,FAH,HIST1H1C,CDH6,HTRA3,DMTN,DSCAM,PDRG1,IL1RAP,RNF43,NCOR1,PRKCZ,EMILIN2,OPTN,FOXO1,ASNS,CENPN,TMEM108,SERP2,PLOD2,PROX1,UCHL1,PRUNE2,ZFR2,SMOC1,ACOT7,WSCD2,PHLDA1,SLC4A8,SLC7A11,CDC73,MLIP,PRKRA,DPYD,PTPRE,USP53,PSD3,FGFR1,Mt1,TUBB3,CALR3,NRDE2,NFKBIA,CRYBG3,FAAH,PALLD,QPCT,DICER1,GRHL3,MAPK8IP1,XPA,NIPAL3,GNG4,CSMD2,BRD8,PCDH15,FLNC,FGFR4,ST8SIA3,SEMA5A,EGFR,TAB3,EHD3,VEGFA,LRRC26,ERLIN2,HSPB8,KIT,ANXA2,IGFBP5,P4HA1,SLC2A9,KIF1B,RPTOR,MAP6,EYA4,ITGA4,JAM3,DUSP6,ZRSR2,RALGPS1,ATP1A2,GMNN,CSMD3,NIPSNAP1,ATP9A,DACT1,TCERG1,KIF18A,ITGB3,ANLN,GIPR,ZNF292,DNAJC10,ANXA5,TMEM206,IL17B,MIF4GD,ARFGEF3,CACNA1C,TRMT6,ANKS1B,ITGB1BP1,ICAM1,ESRP1	145	
