Node	Module	Type
ERBIN	1	Gene
ERBB3	1	Gene
EPHB1	0	Gene
EPAS1	2	Gene
EGFR	1	Gene
DUSP15	2	Gene
DOCK9	2	Gene
DOCK10	0	Gene
DEGS1	2	Gene
CTNNAL1	2	Gene
CREB5	2	Gene
CLDN11	0	Gene
CCND2	1	Gene
CCND1	2	Gene
BIN1	0	Gene
BACE1	0	Gene
AXIN2	2	Gene
ATP8B1	0	Gene
ASPH	2	Gene
ASPA	1	Gene
ARHGEF10	2	Gene
ANKRD13A	2	Gene
ANKIB1	2	Gene
ADGRG1	1	Gene
ADD1	2	Gene
ACY3	2	Gene
ACSL3	2	Gene
9630013A20Rik	2	Gene
ZMAT4	2	Gene
VNN1	2	Gene
TUBB2B	1	Gene
TMEM184C	2	Gene
TMEM176A	2	Gene
SUSD2	2	Gene
RAB30	2	Gene
PRNP	1	Gene
POR	2	Gene
PGD	3	Gene
PFKFB3	2	Gene
MAP3K6	2	Gene
LGALSL	2	Gene
KDR	0	Gene
HSPH1	3	Gene
Hsdl2	2	Gene
HSD17B10	1	Gene
HLF	3	Gene
HLA-DQB1	2	Gene
HLA-DQA1	3	Gene
HIF1A	1	Gene
GSTM5	3	Gene
Gstm3	2	Gene
GPHN	0	Gene
ETHE1	3	Gene
ENTPD5	2	Gene
ELOVL1	2	Gene
CYP7B1	1	Gene
CYB5B	2	Gene
CHMP4C	3	Gene
CD36	2	Gene
CAPRIN2	0	Gene
BDH1	2	Gene
ANXA5	0	Gene
ANTXR2	2	Gene
Aldh1a7	0	Gene
ALDH1A1	2	Gene
AASDH	2	Gene
XAF1	2	Gene
VCAM1	2	Gene
UBE2L6	2	Gene
TRIM21	2	Gene
TAPBP	2	Gene
RSAD2	2	Gene
RNF213	2	Gene
PNPT1	2	Gene
NLRC5	2	Gene
MYD88	0	Gene
Mx2	2	Gene
Mx1	2	Gene
IRF8	2	Gene
IDO1	3	Gene
HLA-A	1	Gene
EIF2AK2	2	Gene
CD40	1	Gene
CD274	2	Gene
CCL22	2	Gene
CASP1	3	Gene
B2M	1	Gene
AXL	1	Gene
Pou3f1	1	Gene
PMP22	1	Gene
MOBP	2	Gene
FADS1	2	Gene
PTGER4	3	Gene
PDK1	2	Gene
ID1	2	Gene
Gstt3	2	Gene
Gstm6	2	Gene
GPAM	3	Gene
DDIT3	3	Gene
ASNS	2	Gene
ACSL5	2	Gene
ACSL4	1	Gene
ABCA1	2	Gene
VEGFA	3	Gene
USP18	2	Gene
TRIM6-TRIM34	2	Gene
TRIM26	2	Gene
TGFBI	2	Gene
TAP1	1	Gene
STAT2	2	Gene
STAT1	2	Gene
SAMHD1	2	Gene
SAMD9L	2	Gene
RTP4	2	Gene
PSMB8	3	Gene
PRPS2	2	Gene
PARP12	2	Gene
OASL	2	Gene
NUMA1	0	Gene
NMI	2	Gene
MOV10	2	Gene
LGALS3BP	2	Gene
JAK2	0	Gene
Irgm1	2	Gene
IRGM	2	Gene
IRF9	2	Gene
IRF7	2	Gene
Iigp1	2	Gene
Igtp	2	Gene
IFNGR2	3	Gene
IFIT2	2	Gene
IFIT1B	2	Gene
IFIH1	2	Gene
IFI44	2	Gene
IFI35	2	Gene
Ifi27l2a/Ifi27l2b	2	Gene
HERC6	2	Gene
GBP4	2	Gene
GBP2	2	Gene
FLRT3	0	Gene
FBN1	2	Gene
EMB	2	Gene
DHX58	2	Gene
DDX60	2	Gene
DDX58	2	Gene
CXCL10	2	Gene
CSRP1	0	Gene
CNOT6	2	Gene
CMPK2	2	Gene
CA2	3	Gene
Bst2	2	Gene
THRSP	2	Gene
STARD4	2	Gene
SREBF2	2	Gene
SCD	2	Gene
RDH11	2	Gene
RARRES2	2	Gene
LIPA	1	Gene
LDLR	1	Gene
INSIG1	2	Gene
FASN	2	Gene
FADS2	2	Gene
FABP7	3	Gene
ELOVL6	2	Gene
CYB5A	2	Gene
CDKN1A	3	Gene
CAMK1D	0	Gene
BMP4	2	Gene
ALDOC	2	Gene
ACSS2	2	Gene
AACS	2	Gene
MVD	2	Gene
MVK	2	Gene
IDI1	2	Gene
PMVK	2	Gene
HMGCR	2	Gene
ACAT2	2	Gene
HMGCS1	2	Gene
HMGCS2	3	Gene
DHCR7	2	Gene
MSMO1	2	Gene
SC5D	2	Gene
HSD17B7	2	Gene
CYP51	2	Gene
TM7SF2	2	Gene
DHCR24	2	Gene
SQLE	2	Gene
NSDHL	2	Gene
LSS	2	Gene
EBP	2	Gene
Migration of microvascular endothelial cells	3	GO
Production of siRNA	3	GO
Lack of optic nerve	3	GO
Polarity of cells	3	GO
Recessive spastic paraplegia	3	GO
Cell movement of endothelial cells	3	GO
Organization of plasma membrane	0	GO
Elongation of cells	3	GO
Morphology of basement membrane	3	GO
Differentiation of nervous system	3	GO
Disorder of basal ganglia	3	GO
Quantity of vesicles	0	GO
Migration of endothelial cells	3	GO
Convulsion	3	GO
Budding of cells	3	GO
Tubulogenesis of endothelial cells	3	GO
Fate determination of cells	3	GO
Axonogenesis	0	GO
Tubulogenesis	3	GO
IGF1 Signaling	3	GO
ABL1 Signaling	3	GO
GNA14 Signaling	3	GO
NGF Signaling	3	GO
ANXA1 Signaling	3	GO
BDNF Signaling	3	GO
RYR2 Signaling	3	GO
IL1B Signaling	3	GO
PDGF BB Signaling	3	GO
IL-8 Signaling	3	GO
Huntington's Disease Signaling	3	GO
Protein Kinase A Signaling	3	GO
Axonal Guidance Signaling	3	GO
Signaling by Rho Family GTPases	3	GO
Q175_12	3	Comparison
G Beta Gamma Signaling	3	GO
Premature senescence of cells	3	GO
Intellectual disability with ataxia	3	GO
Uptake of eicosanoid	3	GO
Q175_6	3	Comparison
Familial non-syndromic sensorineural hearing impairment	3	GO
Alzheimer disease	2	GO
Synthesis of prostaglandin D2	2	GO
Necrosis	2	GO
Migration of vascular endothelial cells	3	GO
Abnormal morphology of retinal layer	2	GO
Lupus erythematosus	2	GO
Transmigration of vascular endothelial cells	2	GO
Deposition of hyaluronic acid	2	GO
Quantity of neuroblasts	2	GO
Glucose metabolism disorder	3	GO
Quantity of cells	2	GO
Movement of vascular endothelial cells	3	GO
Specification of neurons	1	GO
Amyloidosis	2	GO
Synthesis of lipid	2	GO
Commitment of cells	2	GO
Tubulation of cells	2	GO
Survival of olfactory receptor neurons	2	GO
Singleton-Merten syndrome	2	GO
Cell movement	2	GO
Hypoplasia of retina	2	GO
Proliferation of embryonic cells	2	GO
Metabolism of membrane lipid derivative	2	GO
Growth of embryonic tissue	2	GO
Neurological deficiency	2	GO
Abnormal morphology of retina	2	GO
Migration of cells	2	GO
Metabolism of terpenoid	2	GO
Steroid metabolism	2	GO
Antiviral response	2	GO
Synthesis of steroid	2	GO
Synthesis of terpenoid	2	GO
Metabolism of cholesterol	2	GO
Synthesis of sterol	2	GO
STAT4 Signaling	2	GO
PDLIM2 Signaling	2	GO
IFNAR2 Signaling	2	GO
IFN Beta Signaling	2	GO
AKT1 Signaling	2	GO
HTT Signaling	2	GO
DICER1 Signaling	2	GO
SOX11 Signaling	2	GO
TNF Signaling	2	GO
Ap2 Signaling	2	GO
LMNB1 Signaling	2	GO
TLR3 Signaling	2	GO
FOSL1 Signaling	2	GO
DNAJB4 Signaling	2	GO
mir-154 Signaling	2	GO
PEX5L Signaling	2	GO
FGFR3 Signaling	2	GO
Hedgehog Signaling	2	GO
IL6 Signaling	2	GO
IFN type 1 Signaling	2	GO
CGAS Signaling	2	GO
PAX7 Signaling	2	GO
JAK Signaling	2	GO
NR2E3 Signaling	2	GO
JAK1 Signaling	2	GO
TMEM173 Signaling	2	GO
SOX2 Signaling	2	GO
SCARA5 Signaling	2	GO
SCARA3 Signaling	2	GO
COLEC12 Signaling	2	GO
FOSL2 Signaling	2	GO
L1CAM Signaling	2	GO
NCOA2 Signaling	2	GO
MAF Signaling	2	GO
TLR9 Signaling	2	GO
Interferon alpha Signaling	2	GO
NPPB Signaling	2	GO
FOSB Signaling	2	GO
STAT3 Signaling	2	GO
IRF9 Signaling	2	GO
IFNL3 Signaling	2	GO
TGM2 Signaling	2	GO
HMGA1 Signaling	2	GO
CREM Signaling	2	GO
MAPK1 Signaling	2	GO
IRF5 Signaling	2	GO
HDL-cholesterol Signaling	2	GO
ADRB Signaling	2	GO
CFTR Signaling	2	GO
IFNG Signaling	2	GO
CREB1 Signaling	2	GO
TREX1 Signaling	2	GO
Irgm1 Signaling	2	GO
DNASE2 Signaling	2	GO
SPI1 Signaling	2	GO
DDX58 Signaling	2	GO
NPC1 Signaling	2	GO
SREBF1 Signaling	2	GO
FZD9 Signaling	2	GO
INSR Signaling	2	GO
IFNL4 Signaling	2	GO
MAVS Signaling	2	GO
ATP7B Signaling	2	GO
STAT1 Signaling	2	GO
SOCS1 Signaling	2	GO
PTGER4 Signaling	2	GO
PRL Signaling	2	GO
EIF2AK2 Signaling	2	GO
SIRT1 Signaling	2	GO
STAT2 Signaling	2	GO
IFNAR1 Signaling	2	GO
RPTOR Signaling	2	GO
IRF3 Signaling	2	GO
ACKR2 Signaling	2	GO
IFNA2 Signaling	2	GO
IFNB1 Signaling	2	GO
Zymosterol Biosynthesis	2	GO
Mevalonate Pathway I	2	GO
R62_6wk	2	Comparison
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	2	GO
Organization of cellular membrane	0	GO
Abnormal morphology of hippocampus	1	GO
Abnormal morphology of cerebellar cortex	1	GO
Morphology of rhombencephalon	1	GO
Movement Disorders	3	GO
Neurotransmission of hippocampal cells	1	GO
Coordination	1	GO
Abnormal morphology of cerebellum	1	GO
Degeneration of brain	1	GO
Synthesis of cholesterol	2	GO
Miniature excitatory postsynaptic currents	1	GO
Neuronal cell death	1	GO
Outgrowth of neurons	0	GO
Growth of neurites	0	GO
Morphology of cerebral cortex	1	GO
Morphology of neuronal progenitor cells	1	GO
Huntington's Disease	3	GO
Length of neurons	0	GO
Organization of nervous tissue	0	GO
Chorea	3	GO
Neurological signs	3	GO
Morphology of stem cells	1	GO
Fasciculation of neurons	0	GO
Morphology of axons	1	GO
Angiogenesis	2	GO
Motor dysfunction or movement disorder	3	GO
Degeneration of central nervous system	1	GO
Density of dendritic spines	0	GO
Synaptic transmission of pyramidal neurons	1	GO
Development of vasculature	2	GO
Morphology of cerebellum	1	GO
Seizures	3	GO
Mental retardation	1	GO
Neurotransmission of hippocampal CA1 region	1	GO
Progressive muscular dystrophy	2	GO
Organization of intercellular junctions	0	GO
Length of cells	0	GO
Morphology of hippocampus	1	GO
Electrophysiology of nervous system	1	GO
Abnormal morphology of neurons	1	GO
Protein kinase cascade	2	GO
Vasculogenesis	2	GO
Organ Degeneration	2	GO
Spatial learning	1	GO
X-linked hereditary disease	1	GO
Shape change of neurons	0	GO
Long-term potentiation	1	GO
Organization of synapse	0	GO
Dendritic growth/branching	0	GO
Synaptic transmission of cerebral cortex cells	1	GO
Formation of dendritic spines	0	GO
Fasciculation	0	GO
Potentiation of synapse	1	GO
Growth Failure	2	GO
Seizure disorder	3	GO
Neurotransmission of pyramidal neurons	1	GO
Long term synaptic depression	1	GO
Branching of neurons	0	GO
Abnormal morphology of forebrain	1	GO
Outgrowth of cells	0	GO
Synaptic transmission	1	GO
Branching of neurites	0	GO
Abnormal morphology of neurites	1	GO
Shape change of neurites	0	GO
Formation of brain	1	GO
Learning	1	GO
Cognition	1	GO
Neurotransmission of cerebral cortex cells	1	GO
Abnormality of cerebrum	1	GO
Quantity of neurons	1	GO
Quantity of synaptic vesicles	1	GO
Synaptic transmission of brain cells	1	GO
Proliferation of neuronal cells	0	GO
Cell movement of neurons	1	GO
Morphology of forebrain	1	GO
Abnormality of cerebral cortex	1	GO
Migration of neurons	1	GO
Development of cerebral cortex	1	GO
Neurotransmission of brain cells	1	GO
Synaptic depression	1	GO
Synaptic transmission of central nervous system cells	1	GO
Synaptic transmission of nervous tissue	1	GO
Branching of cells	0	GO
Size of body	2	GO
Development of central nervous system	1	GO
Neurotransmission of central nervous system cells	1	GO
Morphology of neurites	1	GO
Abnormal morphology of central nervous system	1	GO
Density of neurons	0	GO
Morphology of nervous tissue	1	GO
Formation of cellular membrane	0	GO
Neurotransmission	1	GO
Formation of plasma membrane	0	GO
Morphology of neurons	1	GO
Abnormal morphology of brain	1	GO
Morbidity or mortality	2	GO
Sprouting	0	GO
Morphology of cellular protrusions	1	GO
Assembly of intercellular junctions	0	GO
Developmental process of synapse	0	GO
Development of gap junctions	0	GO
Organismal death	2	GO
Abnormal morphology of nervous system	1	GO
Morphology of central nervous system	1	GO
Morphology of brain	1	GO
Cognitive impairment	1	GO
Formation of intercellular junctions	0	GO
Cell-cell contact	0	GO
Formation of cellular protrusions	0	GO
Microtubule dynamics	0	GO
Morphogenesis of neurons	0	GO
Organization of cytoskeleton	0	GO
Organization of cytoplasm	0	GO
Neuritogenesis	0	GO
Morphology of nervous system	1	GO
Development of neurons	0	GO
OGA Signaling	2	GO
DMD Signaling	2	GO
KDM5B Signaling	1	GO
KRAS Signaling	2	GO
USP8 Signaling	2	GO
IFNL1 Signaling	2	GO
TP53 Signaling	3	GO
INSIG1 Signaling	2	GO
IRF7 Signaling	2	GO
SIRT2 Signaling	2	GO
CYP51A1 Signaling	2	GO
NRAS Signaling	2	GO
ERBB2 Signaling	2	GO
DBI Signaling	2	GO
TCF7L2 Signaling	2	GO
POR Signaling	2	GO
Ifnar Signaling	2	GO
SH3TC2 Signaling	2	GO
MFSD2A Signaling	2	GO
SCAP Signaling	2	GO
TRIM24 Signaling	2	GO
SREBF2 Signaling	2	GO
Superpathway of Cholesterol Biosynthesis	2	GO
Cholesterol Biosynthesis III (via Desmosterol)	2	GO
"Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)"	2	GO
R62_12wk	1	Comparison
Cholesterol Biosynthesis I	2	GO
