© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Workspace	My Projects
Project	hd_microarray
Analysis	Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Date	Mon Jan 20 14:17:06 PST 2020
Analysis ID	18745375

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Human Gene 2.0 ST Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	genital tumor	Genital tumor	1.18E-09	 	-0.488	 	-0.465	SLC4A11,FGD6,SEZ6,SLC6A9,NSDHL,OR8K5,POLA1,MMP2,PLCE1,TNFRSF10B,GRM3,AK3,CNTNAP3B,OLFML2A,AARS1,SAP30,GBP3,DDX39A,LRP1,RFC4,IMMP2L,PHYHIPL,S1PR1,PASK,BCAT1,TOP2A,KCNMA1,TXNIP,NCOA7,CDYL2,CNTNAP3,CDKN2C,ATP1A3,ZNF285,SOX3,MAF,DNAJB5,EPB41L3,BCL6,PGBD5,ZNF419,TARS1,RIPOR2,NRP1,RASGRF2,ADM,DSC3,CD34,C3orf70,CTH,THSD4,SNX10,PMAIP1,FBXO5,MFAP4,KIF20A,EFEMP1,COL14A1,ANKRD11,SHMT2,INSM1,HMGCR,DLK1,MBOAT2,H1-5,CNTFR,SPON1,H1-3,TSEN2,PDE7B,ALDH1L2,PCDH17,SLC6A1,HTR2A,CDH13,ALPK2,ATP8A1,BCL11B,POP1,EGR1,DMGDH,NRXN1,IGF2R,SLC7A11,NEBL,BEND6,AURKB,MTHFD2,GJB1,YARS1,NRCAM,PLAU,SIX4,LRP1B,RHPN2,AKNA,SLFN5,MIPEP,PDE1C,DHCR7,ROBO2,RAB39B,COL4A1,SLC7A1,VEGFA,GAS1,BEND5,MYO5B,SLC38A1,MANF,H2BC10,COL4A2,PPP1R15A,CD55,CNTNAP1,FAM83D,HNRNPM,KLF11,HGF,MAP2K6,SLITRK1,CCPG1,HABP4,SLC44A2,RAB3GAP2,LTV1,FBXL20,PAPPA,C1orf61,IL13RA1,FRY,NCAPH,ELAC2,A2M,GLG1,UHRF1BP1,PLEKHG1,ALDH2,GTPBP2,ARAP2,ADCYAP1R1,PLXNA2,HS3ST3B1,SGPL1,CD44,LAMP3,FSD1L,DHCR24,CCDC152,SERPING1,TMSB10/TMSB4X,ABCA13,CTSV,FRAS1,MFAP5,PELI1,ATF3,VWA5A,DGKB,BRINP3,ADAM12,PTPN13,MKI67,HSPB6,PGM1,KDR,MAGEL2,ADAM19,SLCO1C1,SRGAP1,SLC6A15,CHAC1,TES,PYROXD2,PRPF38A,HSPG2,PGPEP1,H2AC14,ITGA5,KCNK2,NDN,LZTS1,SOCS3,FASN,NCAPD2,PODXL,NUSAP1,CKB,NTNG1,APC,SLC3A2,H1-1,FN1,PCDH10,H2BC14,PPP1R3C,PODN,FNDC3B,SUV39H2,PHF10,PAPPA2,EIF4EBP1,MOCOS,CENPN,SLC1A4,PUS7,OGT,LCA5,EDIL3,CENPI,GFAP,MB21D2,NEDD4,CALCOCO2,HLA-A,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,SSH2,GMEB1,DDR2,PSAT1,MARVELD1,AGL,IFITM1,LAMB1,PLD3,ASS1,ADAMTS16,DOT1L,HTRA1,SEL1L,DNER,CPD,SRPX,MVK,SLC7A3,UNC5B,RGCC,ENOX1,CIITA,SLC7A5,TAPT1,EFHB,CD74,ALYREF,RBP1,DDIT4,FGF2,ASPM,FIGN,NMU,TPH1,CMTM4,CCDC113,ZNF441,HS6ST2,SERPINE1,XPOT,MAZ,RUNX2,EXT2,VRK1,KCNT2,THAP12,PCDH1,VLDLR,NRP2,LRRTM3,SLCO3A1,TUBE1,EPRS1,HAS2,PROS1,LDLR,SH3BP2,CLIC4,SH3BP4,BCAN,NLGN3,GLT8D2,LMNB2,FJX1,NEGR1,KPNA2,KCNA2,GDF15,ITGA6,RUNDC3B,DEPDC1B,FDFT1,PABPC3,SH2B3,IFIT1,DLX6,ULBP1,DHX38,CCL2,KBTBD7,DPYSL3,SCN2A,RWDD2B,GAD2,ME1,SGO1,DHX9,P4HA2,SLC13A3,NFE2L2	312	
Metabolic Disease, Organismal Injury and Abnormalities	amyloidosis	Amyloidosis	1.53E-09	 	-1.000	 	-0.922	VDAC3,CTSV,POLA1,PLAU,MMP2,PLD3,HTRA1,LRP1B,KCNH7,MVK,LRP1,SNRPA,ADAM12,DHCR7,CIITA,CD74,VEGFA,ATP1A3,FGF2,OSMR,BCL6,TPH1,HSPG2,SERPINE1,MAZ,RUNX2,VLDLR,HMGCR,SC5D,NQO1,A2M,SPON1,EPRS1,PROS1,LDLR,SCD,ALDH2,EIF4EBP1,HTR2A,ATP8A1,FDFT1,OGT,RTN4R,NRXN1,MT3,GFAP,ARC,DHCR24,CCL2,GAD2,ICAM1,DHX9,BGN,NFE2L2	54	
Lipid Metabolism, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	synthesis	Synthesis of sterol	1.64E-09	 	-0.911	 	-0.978	INSIG1,HMGCS1,NSDHL,ACAT2,HMGCR,FASN,SC5D,FDFT1,MSMO1,STARD4,SQLE,LDLR,IDI1,DHCR24,MVK,SCD,MVD,DHCR7	18	
Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	psoriasis	Psoriasis	1.92E-09	 	 	 	 	CXCL9,CTSV,HAX1,PLAU,IFITM1,MMP2,GARS1,DDX39A,ADAM12,MKI67,TRIM22,TXNIP,KDR,VEGFA,MANF,OSMR,CALR,NRP1,ADM,SERPINE1,HGF,GOT1,ITGA5,NMI,IER2,COL14A1,CRH,SOCS3,NRP2,HMGCR,IL13RA1,FASN,A2M,SQLE,FN1,LDLR,PPP1R3C,EIF4A3,EIF4EBP1,KPNA2,ITGA6,APOL6,EGR1,LAMP3,IFIT1,TNFAIP3,CEBPB,CCL2,ME1,ICAM1	50	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	mature lymphocytic neoplasm	Mature lymphocytic neoplasm	1.93E-09	 	 	 	 	ABCA13,POLA1,MMP2,GRM3,ATF3,MARS1,PTPN13,MKI67,PHYHIPL,S1PR1,BCAT1,PASK,TOP2A,PEG10,KDR,CDKN2C,ADAM19,SLCO1C1,MAF,BCL6,NRP1,DSC3,ITGA5,NDN,SYTL5,SHMT2,FASN,TAF5,CNTFR,APC,H1-3,GPSM2,FN1,PCDH10,FNDC3B,PDE7B,ALDH1L2,PCDH17,EIF4EBP1,CD58,BCL11B,EGR1,MSMO1,DMGDH,NRXN1,IGF2R,GFAP,HLA-A,CEBPB,DPYD,PDZRN3,PLAAT4,PLCG1,CXCL9,AGL,SARS1,NRCAM,IFITM1,SERPINF1,LAMB1,ADAMTS16,DNER,LRP1B,CPD,MVK,RGCC,CIITA,COL4A1,TAPT1,CD74,VEGFA,FGF2,MYO5B,OSMR,STMN2,COL4A2,CCDC113,CNTNAP1,HNRNPM,DLEU2,HGF,EXT2,RUNX2,CCPG1,RFTN1,PAPPA,IL13RA1,TUBE1,BCAN,PMEPA1,GTPBP2,ADCYAP1R1,PLXNA2,GDF15,KPNA2,FDFT1,PABPC3,CD44,DHCR24,TNFAIP3,CCL2,SCN2A,GAD2,PRPS1,NFE2L2	105	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	liver tumor	Liver tumor	2.15E-09	 	-1.051	 	-1.004	SLC4A11,SEZ6,OR8K5,POLA1,MMP2,MMAB,PLCE1,GRM3,OLFML2A,DPF1,PNPLA3,MARS1,ANKRA2,USP31,GBP3,LRP1,KCNIP2,TMEM47,RFC4,GTSE1,S1PR1,BCAT1,TOP2A,KCNMA1,TXNIP,NCOA7,LRRC59,CDYL2,CNTNAP3,ATP1A3,DNAJB5,EPB41L3,BCL6,ZNF419,RIPOR2,DSC3,CD34,C3orf70,PMAIP1,MFAP4,EFEMP1,ANKRD11,INSM1,HMGCR,NEAT1,H1-5,STC2,CNTFR,SPON1,GPSM2,ARRDC4,PCDH17,SLC6A1,CDH13,ALPK2,SRSF1,NCOA5,ATP8A1,CD58,HOXD12,POP1,NRXN1,IGF2R,SLC7A11,CEBPB,NEBL,PLAAT4,AURKB,MTHFD2,MVP,PSPH,GJB1,YARS1,SGCG,NRCAM,PLAU,SIX4,PHLPP1,TRIM66,LRP1B,RHPN2,AKNA,WARS1,DHCR7,INSIG1,ROBO2,COL4A1,SLC7A1,VEGFA,BEND5,CACYBP,CREB3L1,RSL24D1,OSMR,H2BC10,COL4A2,PPP1R15A,FAM83D,HNRNPM,HGF,SLITRK1,LRRC10B,GRB14,SLC44A2,RAB3GAP2,LTV1,PAPPA,C1orf61,MRC2,NQO1,FRY,ELAC2,A2M,GLG1,UHRF1BP1,PLEKHG1,RPL37,ALDH2,PMEPA1,ARAP2,MDK,PLXNA2,SGTB,LMNB1,SGPL1,PLAAT1,CD44,ARC,DHCR24,CCDC152,LDHA,VEPH1,ICAM1,SERPING1,ABCA13,FRAS1,GPT2,FOXD4L1,VWA5A,GARS1,DGKB,BRINP3,ADAM12,PTPN13,MKI67,C5orf30,LRRC61,PEG10,PGM1,KDR,ADAM19,SLCO1C1,SRGAP1,PYROXD2,LMCD1,NUPR1,HSPG2,PRPH,ITGA5,KCNK2,LZTS1,SOCS3,FASN,NCAPD2,NUSAP1,NTNG1,APC,FN1,SQLE,PCDH10,H2BC14,PPP1R3C,FNDC3B,SLC1A5,SUV39H2,PHF10,PAPPA2,EIF4EBP1,EAF1,CCNB1IP1,SLC1A4,PUS7,OGT,LCA5,EDIL3,CENPI,MB21D2,NEDD4,CALCOCO2,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,DDR2,CHMP4C,SARS1,IFITM1,LAMB1,PLD3,ASS1,ADAMTS16,DOT1L,SEL1L,DNER,TAC3,SRPX,INPP5B,MTSS1,SLC7A3,UNC5B,CKS2,ENOX1,GALNT13,SLC7A5,TAPT1,DDIT4,FGF2,ASPM,CDCP1,CCDC113,ABCD2,HS6ST2,SERPINE1,TMED4,GOT1,XPOT,RUNX2,EXT2,KCNT2,PHGDH,FHIT,PCDH1,VLDLR,LRRTM3,TMEM131L,SLCO3A1,TUBE1,EPRS1,LDLR,SCD,SH3BP2,LMNB2,FJX1,NFE2L1,HMGCS1,KCNA2,PABPC3,SH2B3,IFIT1,SCPEP1,DLX6,DHX38,CCL2,KBTBD7,DPYSL3,SCN2A,RWDD2B,SGO1,DHX9,INHBB,SLC13A3,HERPUD1,NFE2L2	265	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	genital tract cancer	Genital tract cancer	2.85E-09	 	-1.000	 	-1.004	SLC4A11,FGD6,SEZ6,SLC6A9,NSDHL,OR8K5,POLA1,MMP2,PLCE1,TNFRSF10B,GRM3,AK3,CNTNAP3B,OLFML2A,AARS1,SAP30,GBP3,DDX39A,LRP1,RFC4,IMMP2L,PHYHIPL,S1PR1,PASK,BCAT1,TOP2A,KCNMA1,TXNIP,NCOA7,CDYL2,CNTNAP3,CDKN2C,ATP1A3,ZNF285,SOX3,MAF,DNAJB5,EPB41L3,BCL6,PGBD5,ZNF419,TARS1,RIPOR2,NRP1,RASGRF2,ADM,DSC3,CD34,C3orf70,CTH,THSD4,SNX10,PMAIP1,FBXO5,MFAP4,KIF20A,EFEMP1,COL14A1,ANKRD11,SHMT2,INSM1,HMGCR,DLK1,MBOAT2,H1-5,CNTFR,SPON1,H1-3,TSEN2,PDE7B,ALDH1L2,PCDH17,SLC6A1,HTR2A,CDH13,ALPK2,ATP8A1,BCL11B,POP1,EGR1,DMGDH,NRXN1,IGF2R,SLC7A11,NEBL,BEND6,AURKB,MTHFD2,GJB1,YARS1,NRCAM,PLAU,SIX4,LRP1B,RHPN2,AKNA,SLFN5,MIPEP,PDE1C,DHCR7,ROBO2,RAB39B,COL4A1,SLC7A1,VEGFA,GAS1,BEND5,MYO5B,SLC38A1,MANF,H2BC10,COL4A2,PPP1R15A,CD55,CNTNAP1,FAM83D,HNRNPM,KLF11,HGF,MAP2K6,SLITRK1,CCPG1,HABP4,SLC44A2,RAB3GAP2,LTV1,FBXL20,PAPPA,C1orf61,IL13RA1,FRY,NCAPH,ELAC2,A2M,GLG1,UHRF1BP1,PLEKHG1,ALDH2,GTPBP2,ARAP2,ADCYAP1R1,PLXNA2,HS3ST3B1,SGPL1,CD44,LAMP3,FSD1L,DHCR24,CCDC152,SERPING1,TMSB10/TMSB4X,ABCA13,CTSV,FRAS1,MFAP5,PELI1,ATF3,VWA5A,DGKB,BRINP3,PTPN13,MKI67,HSPB6,PGM1,KDR,MAGEL2,ADAM19,SLCO1C1,SRGAP1,SLC6A15,CHAC1,TES,PYROXD2,PRPF38A,HSPG2,PGPEP1,H2AC14,ITGA5,KCNK2,NDN,LZTS1,SOCS3,FASN,NCAPD2,PODXL,NUSAP1,CKB,NTNG1,APC,SLC3A2,H1-1,FN1,PCDH10,H2BC14,PPP1R3C,PODN,FNDC3B,SUV39H2,PHF10,PAPPA2,EIF4EBP1,MOCOS,CENPN,SLC1A4,PUS7,OGT,LCA5,EDIL3,CENPI,GFAP,MB21D2,NEDD4,CALCOCO2,HLA-A,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,SSH2,GMEB1,DDR2,PSAT1,MARVELD1,AGL,IFITM1,LAMB1,PLD3,ASS1,ADAMTS16,DOT1L,HTRA1,SEL1L,DNER,CPD,SRPX,MVK,UNC5B,RGCC,ENOX1,CIITA,SLC7A5,TAPT1,EFHB,CD74,RBP1,DDIT4,FGF2,ASPM,FIGN,NMU,TPH1,CMTM4,CCDC113,ZNF441,HS6ST2,SERPINE1,XPOT,MAZ,RUNX2,EXT2,VRK1,KCNT2,PCDH1,VLDLR,NRP2,LRRTM3,SLCO3A1,TUBE1,EPRS1,HAS2,PROS1,LDLR,SH3BP2,CLIC4,SH3BP4,BCAN,NLGN3,GLT8D2,LMNB2,FJX1,NEGR1,KPNA2,KCNA2,GDF15,ITGA6,RUNDC3B,DEPDC1B,FDFT1,PABPC3,SH2B3,DLX6,ULBP1,DHX38,CCL2,KBTBD7,SCN2A,RWDD2B,GAD2,ME1,SGO1,DHX9,P4HA2,SLC13A3,NFE2L2	306	
Cancer, Organismal Injury and Abnormalities	malignant genitourinary solid tumor	Malignant genitourinary solid tumor	2.88E-09	 	0.396	 	0.371	SLC4A11,FGD6,SEZ6,SLC6A9,NSDHL,OR8K5,POLA1,MMP2,PLCE1,TNFRSF10B,GRM3,AK3,CNTNAP3B,OLFML2A,AARS1,DPF1,SAP30,GBP3,DDX39A,PPA1,LRP1,KCNIP2,TMEM47,RFC4,IMMP2L,NFKBIZ,PHYHIPL,S1PR1,PASK,BCAT1,TOP2A,KCNMA1,TXNIP,NCOA7,CDYL2,CNTNAP3,CDKN2C,CLIC6,ATP1A3,ZNF285,SOX3,MAF,DNAJB5,CALR,EPB41L3,BCL6,PGBD5,ZNF419,TARS1,RIPOR2,NRP1,RASGRF2,ADM,ZFAS1,DSC3,CD34,C3orf70,CTH,THSD4,SNX10,MVD,PMAIP1,FBXO5,MFAP4,KIF20A,EFEMP1,COL14A1,ANKRD11,SHMT2,INSM1,ADM2,HMGCR,DLK1,MBOAT2,NEAT1,H1-5,STC2,CNTFR,SPON1,H1-3,TSEN2,PDE7B,ALDH1L2,PCDH17,SLC6A1,HTR2A,CDH13,ALPK2,PLOD2,ATP8A1,BCL11B,LMO2,POP1,ACSS3,EGR1,DMGDH,NRXN1,IGF2R,SLC7A11,CEBPB,NEBL,BEND6,AURKB,MTHFD2,MVP,CXCL9,GJB1,YARS1,HAX1,NRCAM,PLAU,SIX4,PHLPP1,LRP1B,RHPN2,AKNA,SLFN5,MIPEP,PDE1C,DHCR7,INSIG1,ROBO2,RAB39B,COL4A1,SLC7A1,VEGFA,GAS1,BEND5,MYO5B,SLC38A1,MANF,OSMR,H2BC10,COL4A2,PPP1R15A,CD55,CNTNAP1,FAM83D,HNRNPM,KLF11,HGF,MAP2K6,SLITRK1,CCPG1,HABP4,SLC44A2,RAB3GAP2,LTV1,FBXL20,PAPPA,C1orf61,IL13RA1,NQO1,FRY,NCAPH,ELAC2,A2M,GLG1,BEX2,UHRF1BP1,PLEKHG1,ALDH2,GTPBP2,ARAP2,EIF4A3,ADCYAP1R1,PLXNA2,HS3ST3B1,SGPL1,CD44,DLX6-AS1,LAMP3,FSD1L,DHCR24,CCDC152,VEPH1,ICAM1,SERPING1,TMSB10/TMSB4X,ABCA13,CTSV,FRAS1,MFAP5,PELI1,ATF3,VWA5A,DGKB,BRINP3,ADAM12,PTPN13,MKI67,OMG,HSPB6,TRIM22,PGM1,KDR,MAGEL2,ADAM19,SLCO1C1,SRGAP1,SLC6A15,CHAC1,TES,PYROXD2,MEG3,PRPF38A,HSPG2,PGPEP1,H2AC14,PRPH,ITGA5,KCNK2,NDN,SYTL5,LZTS1,SOCS3,FASN,NCAPD2,PODXL,NUSAP1,CKB,NTNG1,APC,SLC3A2,H1-1,SQLE,FN1,PCDH10,H2BC14,PPP1R3C,PODN,FNDC3B,SUV39H2,PHF10,PAPPA2,EIF4EBP1,MOCOS,CENPN,SLC1A4,PUS7,OGT,LCA5,EDIL3,DLL3,CENPI,GFAP,MB21D2,NEDD4,CALCOCO2,HLA-A,NNAT,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,SSH2,GMEB1,DDR2,PSAT1,MARVELD1,AGL,VDAC3,IFITM1,SERPINF1,LAMB1,PLD3,ASS1,ADAMTS16,DOT1L,HTRA1,SEL1L,DNER,CPD,SRPX,MVK,UNC5B,RGCC,ENOX1,CIITA,SLC7A5,TAPT1,EFHB,CD74,RBP1,DDIT4,FGF2,ASPM,FIGN,NMU,CDCP1,TPH1,CMTM4,CCDC113,ZNF441,HS6ST2,SERPINE1,XPOT,MAZ,RUNX2,EXT2,VRK1,KCNT2,IER2,PCDH1,VLDLR,NRP2,LRRTM3,SLCO3A1,TUBE1,EPRS1,HAS2,PROS1,LDLR,SCD,SH3BP2,CLIC4,SH3BP4,BCAN,NLGN3,GLT8D2,LMNB2,FJX1,NFE2L1,NEGR1,HMGCS1,KPNA2,KCNA2,GDF15,ITGA6,RUNDC3B,DEPDC1B,FDFT1,PABPC3,AP3M2,SH2B3,IFIT1,DLX6,ULBP1,DHX38,CCL2,KBTBD7,SCN2A,RWDD2B,GAD2,ME1,SGO1,DHX9,P4HA2,BGN,INHBB,SLC13A3,NFE2L2	354	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	hepatobiliary system cancer	Hepatobiliary system cancer	3.03E-09	 	-0.923	 	-0.885	SLC4A11,SEZ6,PAPPA-AS1,OR8K5,POLA1,MMP2,MMAB,PLCE1,GRM3,DPF1,PNPLA3,MARS1,ANKRA2,USP31,GBP3,LRP1,KCNIP2,TMEM47,RFC4,GTSE1,S1PR1,BCAT1,TOP2A,KCNMA1,TXNIP,NCOA7,LRRC59,CDYL2,CNTNAP3,ATP1A3,DNAJB5,EPB41L3,BCL6,RIPOR2,DSC3,CD34,C3orf70,PMAIP1,MFAP4,EFEMP1,ANKRD11,INSM1,HMGCR,NEAT1,H1-5,STC2,CNTFR,SPON1,GPSM2,ARRDC4,PCDH17,SLC6A1,CDH13,ALPK2,SRSF1,NCOA5,ATP8A1,CD58,HOXD12,POP1,NRXN1,IGF2R,SLC7A11,PLAAT4,AURKB,MVP,PSPH,GJB1,YARS1,SGCG,NRCAM,PLAU,SIX4,TRIM66,LRP1B,RHPN2,AKNA,WARS1,DHCR7,INSIG1,ROBO2,COL4A1,SLC7A1,VEGFA,BEND5,CACYBP,OSMR,COL4A2,PPP1R15A,FAM83D,HNRNPM,HGF,SLITRK1,LRRC10B,GRB14,SLC44A2,RAB3GAP2,LTV1,PAPPA,C1orf61,MRC2,NQO1,FRY,A2M,GLG1,UHRF1BP1,PLEKHG1,RPL37,ALDH2,PMEPA1,ARAP2,MDK,PLXNA2,SGTB,SGPL1,PLAAT1,CD44,ARC,DHCR24,CCDC152,LDHA,VEPH1,ICAM1,SERPING1,ABCA13,FRAS1,GPT2,PELI1,GARS1,DGKB,BRINP3,ADAM12,PTPN13,MKI67,C5orf30,LRRC61,PGM1,KDR,MAGEL2,ADAM19,SRGAP1,PYROXD2,LMCD1,NUPR1,HSPG2,ITGA5,KCNK2,LZTS1,SOCS3,FASN,NCAPD2,NUSAP1,NTNG1,APC,SQLE,FN1,PCDH10,H2BC14,PPP1R3C,FNDC3B,SLC1A5,SUV39H2,PHF10,PAPPA2,EIF4EBP1,EAF1,CCNB1IP1,SLC1A4,OGT,LCA5,EDIL3,CENPI,MB21D2,NEDD4,CALCOCO2,DPYD,SDK1,PDZRN3,SRRT,PLCG1,KIF18B,DDR2,CHMP4C,SARS1,IFITM1,LAMB1,PLD3,ASS1,ADAMTS16,DOT1L,SEL1L,SRPX,INPP5B,MTSS1,SLC7A3,UNC5B,NIBAN1,CKS2,ENOX1,GALNT13,SLC7A5,TAPT1,DDIT4,FGF2,ASPM,CDCP1,CCDC113,ABCD2,HS6ST2,SERPINE1,TMED4,GOT1,RUNX2,EXT2,KCNT2,PHGDH,FHIT,PCDH1,VLDLR,LRRTM3,TMEM131L,SLCO3A1,TUBE1,EPRS1,LDLR,SCD,SH3BP2,LMNB2,FJX1,NFE2L1,HMGCS1,KPNA2,PABPC3,IFIT1,DHX38,CCL2,KBTBD7,DPYSL3,SCN2A,RWDD2B,SGO1,INHBB,SLC13A3,HERPUD1,NFE2L2	245	
Inflammatory Response, Organismal Injury and Abnormalities	inflammation	Inflammation of organ	3.42E-09	 	-1.764	 	-1.627	CXCL9,CTSV,NSDHL,POLA1,MMP2,PLAU,TNFRSF1A,PHLPP1,PLCE1,SEL1L,PELI1,LRP1B,TNFRSF10B,ATF3,PNPLA3,IDI1,MVK,RGCC,LRP1,NFKBIZ,MKI67,DHCR7,CIITA,S1PR1,INSIG1,TOP2A,KCNMA1,COL4A1,CD74,KDR,VEGFA,DDIT4,OSMR,CALR,EPB41L3,NMU,BCL6,ADM,CD55,DSC3,SERPINE1,HGF,MAZ,NMI,MVD,RFTN1,KCNK2,PHGDH,CRH,SOCS3,HMGCR,FASN,BCL3,SC5D,TUBE1,NQO1,CKB,APC,GLG1,PROS1,SQLE,FN1,LDLR,SCD,PDE7B,ALDH2,SH3BP4,SLC6A1,GPX8,MDK,NFE2L1,HTR2A,CDH13,HMGCS1,NCOA5,SGPL1,BCL11B,ITGA6,FDFT1,EGR1,GAA,MSMO1,CD44,GFAP,SLC7A11,HLA-A,TNFAIP3,DHCR24,CEBPB,CCL2,GAD2,ICAM1,P4HA2,BGN,NFE2L2	95	
