"","affy_hugene_2_0_st_v1","ensembl_gene_id","external_gene_name"
"35225",17014613,"ENSG00000276643","RF00279"
"35226",17017695,"ENSG00000265816","RF00001"
"35227",17016850,"ENSG00000228894","HCG18"
"35228",17018053,"ENSG00000230930","COL11A2"
"35229",17018025,"ENSG00000230141","HLA-DOA"
"35230",17017536,"ENSG00000224143","EHMT2"
"35231",17017428,"ENSG00000204394","VARS"
"35232",17017474,"ENSG00000204394","VARS"
"35233",17017926,"ENSG00000196610","HLA-DQB2"
"35234",17017872,"ENSG00000275798","AC226007.1"
"35235",17018745,"ENSG00000263926","MIR4462"
"35236",17017165,"ENSG00000265896","RF00019"
"35237",17017892,"ENSG00000264909","RF00003"
"35238",17017695,"ENSG00000263418","RF00001"
"35239",17017219,"ENSG00000263359","SNORD117"
"35240",17016787,"ENSG00000206500","RNF39"
"35241",17017965,"ENSG00000231631","PSMB8"
"35242",17017363,"ENSG00000206398","LY6G6C"
"35243",17016663,"ENSG00000233054","OR2B3"
"35244",17016642,"ENSG00000225351","ZNF311"
"35245",17018110,"ENSG00000235712","RXRB"
"35246",17016748,"ENSG00000214922","HLA-F-AS1"
"35247",17016621,"ENSG00000272629","LINC01623"
"35248",17017018,"ENSG00000206478","IER3"
"35249",17017872,"ENSG00000229597","BTNL2"
"35250",17016820,"ENSG00000204613","TRIM10"
"35251",17016799,"ENSG00000226402","TRIM31"
"35252",17017036,"ENSG00000252761","RF00019"
"35253",17017043,"ENSG00000252761","RF00019"
"35254",17017219,"ENSG00000265849","SNORD117"
"35255",17017170,"ENSG00000263679","RF00019"
"35256",17015604,"ENSG00000222383","RNA5SP203"
"35257",17016007,"ENSG00000199715","RF00019"
"35258",17017814,"ENSG00000206312","NOTCH4"
"35259",17017748,"ENSG00000235758","AGPAT1"
"35260",17018256,"ENSG00000226492","CUTA"
"35261",17018720,"ENSG00000172738","TMEM217"
"35262",17017316,"ENSG00000204422","AL662899.1"
"35263",17017355,"ENSG00000204422","AL662899.1"
"35264",17014786,"ENSG00000228361","AL606970.2"
"35265",17015862,"ENSG00000124788","ATXN1"
"35266",17014792,"ENSG00000234647","AL606970.3"
"35267",17017219,"ENSG00000266419","SNORD117"
"35268",17017036,"ENSG00000264602","RF00019"
"35269",17017043,"ENSG00000264602","RF00019"
"35270",17017398,"ENSG00000263638","RF00026"
"35271",17017036,"ENSG00000266841","RF00019"
"35272",17017043,"ENSG00000266841","RF00019"
"35273",17017998,"ENSG00000241296","HLA-DMB"
"35274",17017926,"ENSG00000226165","HLA-DQB2"
"35275",17017370,"ENSG00000228128","DDAH2"
"35276",17017625,"ENSG00000234328","TNXA"
"35277",17017398,"ENSG00000264951","RF00026"
"35278",17017474,"ENSG00000264393","RF00019"
"35279",17017695,"ENSG00000266615","RF00001"
"35280",17015100,"ENSG00000266750","MIR4645"
"35281",17017016,"ENSG00000265955","RF00019"
"35282",17016818,"ENSG00000265138","RF00554"
"35283",17018292,"ENSG00000137288","UQCC2"
"35284",17016660,"ENSG00000228977","OR2W1"
"35285",17017476,"ENSG00000224979","LSM2"
"35286",17016956,"ENSG00000206484","NRM"
"35287",17017935,"ENSG00000241910","HLA-DOB"
"35288",17017805,"ENSG00000206314","GPSM3"
"35289",17017124,"ENSG00000229075","BX088580.1"
"35290",17017400,"ENSG00000236912","SAPCD1-AS1"
"35291",17016995,"ENSG00000206480","FLOT1"
"35292",17018788,"ENSG00000183826","BTBD9"
"35293",17017476,"ENSG00000236826","LSM2"
"35294",17017219,"ENSG00000263625","SNORD117"
"35295",17018299,"ENSG00000161896","IP6K3"
"35296",17017045,"ENSG00000223454","HCG21"
"35297",17016663,"ENSG00000225736","OR2B3"
"35298",17016618,"ENSG00000235668","CR936879.1"
"35299",17016618,"ENSG00000235460","CR753651.1"
"35300",17017965,"ENSG00000226201","PSMB8"
"35301",17016850,"ENSG00000231074","HCG18"
"35302",17018824,"ENSG00000231150","AL034345.2"
"35303",17017025,"ENSG00000215523","LINC00243"
"35304",17017029,"ENSG00000225888","LINC02570"
"35305",17017033,"ENSG00000223405","DDR1-AS1"
"35306",17016995,"ENSG00000230143","FLOT1"
"35307",17017036,"ENSG00000225454","SFTA2"
"35308",17017428,"ENSG00000224264","VARS"
"35309",17017474,"ENSG00000224264","VARS"
"35310",17016799,"ENSG00000204616","TRIM31"
"35311",17018781,"ENSG00000225945","AL121574.1"
"35312",17016966,"ENSG00000237095","MDC1"
"35313",17017474,"ENSG00000264887","RF00019"
"35314",17017805,"ENSG00000234508","GPSM3"
"35315",17018053,"ENSG00000235708","COL11A2"
"35316",17017575,"ENSG00000206357","NELFE"
"35317",17017600,"ENSG00000206357","NELFE"
"35318",17017485,"ENSG00000204390","HSPA1L"
"35319",17016966,"ENSG00000206481","MDC1"
"35320",17017036,"ENSG00000266178","RF00019"
"35321",17017043,"ENSG00000266178","RF00019"
"35322",17017016,"ENSG00000266119","RF00019"
"35323",17017398,"ENSG00000263896","RF00026"
"35324",17017353,"ENSG00000266776","MIR4646"
"35325",17018186,"ENSG00000237825","RGL2"
"35326",17015819,"ENSG00000047579","DTNBP1"
"35327",17018425,"ENSG00000064995","TAF11"
"35328",17014869,"ENSG00000231690","LINC00574"
"35329",17016918,"ENSG00000233049","DHX16"
"35330",17016918,"ENSG00000231377","DHX16"
"35331",17017219,"ENSG00000230624","DDX39B"
"35332",17018025,"ENSG00000206292","HLA-DOA"
"35333",17018240,"ENSG00000204209","DAXX"
"35334",17016946,"ENSG00000230341","PPP1R18"
"35335",17015315,"ENSG00000265083","MIR3691"
"35336",17017170,"ENSG00000265852","RF00019"
"35337",17018240,"ENSG00000206206","DAXX"
"35338",17017036,"ENSG00000265323","RF00019"
"35339",17017043,"ENSG00000265323","RF00019"
"35340",17017170,"ENSG00000263833","RF00019"
"35341",17015710,"ENSG00000223321","RN7SKP293"
"35342",17017474,"ENSG00000266113","RF00019"
"35343",17016294,"ENSG00000207286","RF00019"
"35344",17017979,"ENSG00000224748","TAP1"
"35345",17017575,"ENSG00000233801","NELFE"
"35346",17017600,"ENSG00000233801","NELFE"
"35347",17016663,"ENSG00000206524","OR2B3"
"35348",17016663,"ENSG00000233687","OR2B3"
"35349",17018011,"ENSG00000241394","HLA-DMA"
"35350",17018286,"ENSG00000197251","LINC00336"
"35351",17017476,"ENSG00000225998","LSM2"
"35352",17016918,"ENSG00000206486","DHX16"
"35353",17016667,"ENSG00000227137","OR5V1"
"35354",17016787,"ENSG00000204618","RNF39"
"35355",17016618,"ENSG00000233826","BX119924.1"
"35356",17016621,"ENSG00000229773","LINC01623"
"35357",17016624,"ENSG00000229006","TRIM27"
"35358",17017572,"ENSG00000204366","ZBTB12"
"35359",17016818,"ENSG00000265602","RF00554"
"35360",17017219,"ENSG00000215425","DDX39B"
"35361",17017947,"ENSG00000232326","TAP2"
"35362",17017124,"ENSG00000223868","AL845458.1"
"35363",17017748,"ENSG00000236873","AGPAT1"
"35364",17016799,"ENSG00000223531","TRIM31"
"35365",17016787,"ENSG00000230332","RNF39"
"35366",17016850,"ENSG00000224705","HCG18"
"35367",17017124,"ENSG00000228583","AL662833.2"
"35368",17017602,"ENSG00000206346","DXO"
"35369",17017495,"ENSG00000234846","NEU1"
"35370",17018274,"ENSG00000030110","BAK1"
"35371",17015386,"ENSG00000201483","RF00019"
"35372",17017398,"ENSG00000265409","RF00026"
"35373",17014617,"ENSG00000201292","RNU6-153P"
"35374",17018159,"ENSG00000226916","WDR46"
"35375",17017370,"ENSG00000206395","DDAH2"
"35376",17017302,"ENSG00000111971","LY6G5C"
"35377",17018186,"ENSG00000228736","RGL2"
"35378",17017536,"ENSG00000232045","EHMT2"
"35379",17017495,"ENSG00000227129","NEU1"
"35380",17018234,"ENSG00000237056","ZBTB22"
"35381",17018215,"ENSG00000206208","TAPBP"
"35382",17017018,"ENSG00000235030","IER3"
"35383",17017231,"ENSG00000225211","NCR3"
"35384",17017510,"ENSG00000235336","SLC44A4"
"35385",17018039,"ENSG00000168384","HLA-DPA1"
"35386",17017403,"ENSG00000234433","VWA7"
"35387",17016660,"ENSG00000229328","OR2W1"
"35388",17017979,"ENSG00000206297","TAP1"
"35389",17017947,"ENSG00000206299","TAP2"
"35390",17017033,"ENSG00000227422","DDR1-AS1"
"35391",17017029,"ENSG00000224862","LINC02570"
"35392",17017926,"ENSG00000228254","HLA-DQB2"
"35393",17017724,"ENSG00000206331","PRRT1"
"35394",17017746,"ENSG00000206331","PRRT1"
"35395",17017734,"ENSG00000206331","PRRT1"
"35396",17017697,"ENSG00000228628","ATF6B"
"35397",17014929,"ENSG00000112592","TBP"
"35398",17016681,"ENSG00000112462","OR12D3"
"35399",17016667,"ENSG00000243729","OR5V1"
"35400",17017400,"ENSG00000235663","SAPCD1-AS1"
"35401",17016888,"ENSG00000206489","PPP1R10"
"35402",17016764,"ENSG00000227262","HCG4B"
"35403",17016688,"ENSG00000204687","MAS1L"
"35404",17016995,"ENSG00000206379","FLOT1"
"35405",17016850,"ENSG00000224619","HCG18"
"35406",17017697,"ENSG00000234539","ATF6B"
"35407",17017224,"ENSG00000227507","LTB"
"35408",17017965,"ENSG00000235715","PSMB8"
"35409",17017724,"ENSG00000238056","PRRT1"
"35410",17017746,"ENSG00000238056","PRRT1"
"35411",17018110,"ENSG00000228333","RXRB"
"35412",17016697,"ENSG00000237112","GABBR1"
"35413",17017510,"ENSG00000204385","SLC44A4"
"35414",17017998,"ENSG00000242386","HLA-DMB"
"35415",17017495,"ENSG00000184494","NEU1"
"35416",17017485,"ENSG00000206383","HSPA1L"
"35417",17017428,"ENSG00000231945","VARS"
"35418",17016621,"ENSG00000234966","LINC01623"
"35419",17017045,"ENSG00000235747","HCG21"
"35420",17017231,"ENSG00000237103","NCR3"
"35421",17017244,"ENSG00000096155","BAG6"
"35422",17016697,"ENSG00000206511","GABBR1"
"35423",17017947,"ENSG00000237599","TAP2"
"35424",17017316,"ENSG00000231488","ABHD16A"
"35425",17016820,"ENSG00000137394","TRIM10"
"35426",17017602,"ENSG00000225682","DXO"
"35427",17016799,"ENSG00000137397","TRIM31"
"35428",17016621,"ENSG00000225595","LINC01623"
"35429",17016612,"ENSG00000235570","LINC00533"
"35430",17015003,"ENSG00000272485","AL392183.1"
"35431",17017947,"ENSG00000225967","TAP2"
"35432",17016918,"ENSG00000204560","DHX16"
"35433",17017302,"ENSG00000228883","LY6G5C"
"35434",17017724,"ENSG00000229071","PRRT1"
"35435",17017746,"ENSG00000229071","PRRT1"
"35436",17017734,"ENSG00000229071","PRRT1"
"35437",17016396,"ENSG00000275663","HIST1H4G"
"35438",17016400,"ENSG00000277775","HIST1H3F"
"35439",17016403,"ENSG00000273983","HIST1H3G"
"35440",17017748,"ENSG00000226467","AGPAT1"
"35441",17016530,"ENSG00000187626","ZKSCAN4"
"35442",17016406,"ENSG00000158406","HIST1H4H"
"35443",17018693,"ENSG00000137409","MTCH1"
"35444",17017720,"ENSG00000223666","FKBPL"
"35445",17016966,"ENSG00000228575","MDC1"
"35446",17018636,"ENSG00000112079","STK38"
"35447",17015220,"ENSG00000230648","AL138831.1"
"35448",17017290,"ENSG00000236011","GPANK1"
"35449",17016820,"ENSG00000237703","TRIM10"
"35450",17018039,"ENSG00000228163","HLA-DPA1"
"35451",17018025,"ENSG00000231558","HLA-DOA"
"35452",17016663,"ENSG00000226832","OR2B3"
"35453",17017872,"ENSG00000225845","BTNL2"
"35454",17014947,"ENSG00000213863","AL731661.1"
"35455",17014943,"ENSG00000234986","AL731661.2"
"35456",17017805,"ENSG00000234243","GPSM3"
"35457",17016642,"ENSG00000197935","ZNF311"
"35458",17015794,"ENSG00000237346","AL080313.2"
"35459",17018110,"ENSG00000227322","RXRB"
"35460",17014714,"ENSG00000130396","AFDN"
"35461",17016918,"ENSG00000227222","DHX16"
"35462",17016221,"ENSG00000111913","RIPOR2"
"35463",17018215,"ENSG00000112493","TAPBP"
"35464",17016995,"ENSG00000236271","FLOT1"
"35465",17016762,"ENSG00000176998","HCG4"
"35466",17016660,"ENSG00000204704","OR2W1"
"35467",17016946,"ENSG00000229998","PPP1R18"
"35468",17017370,"ENSG00000226634","DDAH2"
"35469",17017926,"ENSG00000224305","HLA-DQB2"
"35470",17017302,"ENSG00000237495","LY6G5C"
"35471",17018370,"ENSG00000186577","SMIM29"
"35472",17018335,"ENSG00000249346","LINC01016"
"35473",17016618,"ENSG00000225173","AL662890.1"
"35474",17016760,"ENSG00000228912","IFITM4P"
"35475",17015207,"ENSG00000168994","PXDC1"
"35476",17017363,"ENSG00000228250","LY6G6C"
"35477",17017290,"ENSG00000204438","GPANK1"
"35478",17016739,"ENSG00000232099","ZFP57"
"35479",17016832,"ENSG00000234046","TRIM26"
"35480",17017403,"ENSG00000223757","VWA7"
"35481",17017400,"ENSG00000223757","VWA7"
"35482",17017428,"ENSG00000226589","VARS"
"35483",17017474,"ENSG00000226589","VARS"
"35484",17018234,"ENSG00000206280","ZBTB22"
"35485",17017400,"ENSG00000235765","SAPCD1-AS1"
"35486",17017231,"ENSG00000223833","NCR3"
"35487",17016642,"ENSG00000235178","ZNF311"
"35488",17018011,"ENSG00000239463","HLA-DMA"
"35489",17018240,"ENSG00000227046","DAXX"
"35490",17018812,"ENSG00000124767","GLO1"
"35491",17017979,"ENSG00000230705","TAP1"
"35492",17017403,"ENSG00000238203","VWA7"
"35493",17017400,"ENSG00000238203","VWA7"
"35494",17018130,"ENSG00000236014","VPS52"
"35495",17014798,"ENSG00000112562","SMOC2"
"35496",17014783,"ENSG00000234768","AL611929.1"
"35497",17018733,"ENSG00000198937","CCDC167"
"35498",17017231,"ENSG00000236315","NCR3"
"35499",17017025,"ENSG00000229170","LINC00243"
"35500",17017018,"ENSG00000230128","IER3"
"35501",17018685,"ENSG00000137168","PPIL1"
"35502",17017814,"ENSG00000223355","NOTCH4"
"35503",17018186,"ENSG00000224841","RGL2"
"35504",17018434,"ENSG00000124678","TCP11"
"35505",17018130,"ENSG00000206286","VPS52"
"35506",17016663,"ENSG00000204703","OR2B3"
"35507",17018110,"ENSG00000231321","RXRB"
"35508",17018053,"ENSG00000206290","COL11A2"
"35509",17016966,"ENSG00000234012","MDC1"
"35510",17018130,"ENSG00000225590","VPS52"
"35511",17015158,"ENSG00000137285","TUBB2B"
"35512",17017370,"ENSG00000213722","DDAH2"
"35513",17018627,"ENSG00000179165","PXT1"
"35514",17017926,"ENSG00000228813","HLA-DQB2"
"35515",17017363,"ENSG00000236183","LY6G6C"
"35516",17017998,"ENSG00000226264","HLA-DMB"
"35517",17017049,"ENSG00000225543","C6orf15"
"35518",17016642,"ENSG00000233831","ZNF311"
"35519",17018747,"ENSG00000112139","MDGA1"
"35520",17017029,"ENSG00000231733","LINC02570"
"35521",17018053,"ENSG00000232541","COL11A2"
"35522",17018110,"ENSG00000206289","RXRB"
"35523",17017400,"ENSG00000227856","SAPCD1-AS1"
"35524",17017572,"ENSG00000206366","ZBTB12"
"35525",17016820,"ENSG00000237192","TRIM10"
"35526",17017485,"ENSG00000236251","HSPA1L"
"35527",17018159,"ENSG00000227057","WDR46"
"35528",17016832,"ENSG00000231641","TRIM26"
"35529",17017998,"ENSG00000234154","HLA-DMB"
"35530",17018011,"ENSG00000243719","HLA-DMA"
"35531",17017907,"ENSG00000179344","HLA-DQB1"
"35532",17017720,"ENSG00000230907","FKBPL"
"35533",17014613,"ENSG00000231297","AL627443.1"
"35534",17017025,"ENSG00000237890","BX571801.1"
"35535",17016787,"ENSG00000227171","RNF39"
"35536",17014952,"ENSG00000230423","AL731684.2"
"35537",17017033,"ENSG00000236492","DDR1-AS1"
"35538",17017302,"ENSG00000231325","LY6G5C"
"35539",17016760,"ENSG00000272236","AL645939.2"
"35540",17016762,"ENSG00000226379","HCG4"
"35541",17018215,"ENSG00000206281","TAPBP"
"35542",17016888,"ENSG00000238104","PPP1R10"
"35543",17017033,"ENSG00000231444","DDR1-AS1"
"35544",17017316,"ENSG00000204427","ABHD16A"
"35545",17016692,"ENSG00000213886","UBD"
"35546",17016760,"ENSG00000235821","IFITM4P"
"35547",17014763,"ENSG00000125337","KIF25"
"35548",17017033,"ENSG00000237775","DDR1-AS1"
"35549",17017998,"ENSG00000242574","HLA-DMB"
"35550",17014869,"ENSG00000281305","LINC00574"
"35551",17015637,"ENSG00000197977","ELOVL2"
"35552",17017602,"ENSG00000224313","DXO"
"35553",17016850,"ENSG00000230660","HCG18"
"35554",17014997,"ENSG00000188996","HUS1B"
"35555",17014963,"ENSG00000112685","EXOC2"
"35556",17017572,"ENSG00000237900","ZBTB12"
"35557",17015919,"ENSG00000137177","KIF13A"
"35558",17017575,"ENSG00000229363","NELFE"
"35559",17017600,"ENSG00000229363","NELFE"
"35560",17016522,"ENSG00000272009","AL121944.1"
"35561",17017485,"ENSG00000234258","HSPA1L"
"35562",17017124,"ENSG00000271821","AL662844.3"
"35563",17017124,"ENSG00000229823","CR847794.1"
"35564",17016383,"ENSG00000277157","HIST1H4D"
"35565",17016386,"ENSG00000196866","HIST1H2AD"
"35566",17016386,"ENSG00000282988","AL031777.3"
"35567",17015493,"ENSG00000225775","AL137220.1"
"35568",17015477,"ENSG00000124786","SLC35B3"
"35569",17017142,"ENSG00000256166","LINC02571"
"35570",17017147,"ENSG00000234745","HLA-B"
"35571",17017286,"ENSG00000228177","C6orf47"
"35572",17015474,"ENSG00000234763","AL359378.1"
"35573",17017872,"ENSG00000226127","BTNL2"
"35574",17015324,"ENSG00000124785","NRN1"
"35575",17014843,"ENSG00000281410","AL354892.4"
"35576",17014619,"ENSG00000280765","AL121956.2"
"35577",17017926,"ENSG00000230675","HLA-DQB2"
"35578",17017126,"ENSG00000204525","HLA-C"
"35579",17017290,"ENSG00000223932","GPANK1"
"35580",17016525,"ENSG00000269293","ZSCAN16-AS1"
"35581",17016918,"ENSG00000233561","DHX16"
"35582",17017814,"ENSG00000232339","NOTCH4"
"35583",17017805,"ENSG00000236697","GPSM3"
"35584",17018053,"ENSG00000204248","COL11A2"
"35585",17017935,"ENSG00000243612","HLA-DOB"
"35586",17017885,"ENSG00000198502","HLA-DRB5"
"35587",17015331,"ENSG00000124491","F13A1"
"35588",17017894,"ENSG00000229391","HLA-DRB6"
"35589",17017495,"ENSG00000234343","NEU1"
"35590",17016697,"ENSG00000232632","GABBR1"
"35591",17016518,"ENSG00000168131","OR2B2"
"35592",17017355,"ENSG00000255552","LY6G6E"
"35593",17016865,"ENSG00000226882","GNL1"
"35594",17016918,"ENSG00000226171","DHX16"
"35595",17018159,"ENSG00000206284","WDR46"
"35596",17017748,"ENSG00000206324","AGPAT1"
"35597",17018256,"ENSG00000112514","CUTA"
"35598",17017370,"ENSG00000225635","DDAH2"
"35599",17016760,"ENSG00000233023","IFITM4P"
"35600",17018186,"ENSG00000206282","RGL2"
"35601",17018159,"ENSG00000204221","WDR46"
"35602",17015225,"ENSG00000145975","FAM217A"
"35603",17014906,"ENSG00000112584","FAM120B"
"35604",17014902,"ENSG00000227508","LINC01624"
"35605",17018416,"ENSG00000196821","C6orf106"
"35606",17015166,"ENSG00000137266","SLC22A23"
"35607",17016832,"ENSG00000228881","TRIM26"
"35608",17018234,"ENSG00000229253","ZBTB22"
"35609",17017724,"ENSG00000227122","PRRT1"
"35610",17017746,"ENSG00000227122","PRRT1"
"35611",17017734,"ENSG00000227122","PRRT1"
"35612",17016956,"ENSG00000234809","NRM"
"35613",17017219,"ENSG00000237889","DDX39B"
"35614",17017400,"ENSG00000238017","SAPCD1-AS1"
"35615",17017025,"ENSG00000214894","LINC00243"
"35616",17018011,"ENSG00000204257","HLA-DMA"
"35617",17014651,"ENSG00000112486","CCR6"
"35618",17016043,"ENSG00000172197","MBOAT1"
"35619",17016390,"ENSG00000273802","HIST1H2BG"
"35620",17016832,"ENSG00000231002","TRIM26"
"35621",17014619,"ENSG00000233365","AL121956.1"
"35622",17015297,"ENSG00000214113","LYRM4"
"35623",17016956,"ENSG00000236843","NRM"
"35624",17018053,"ENSG00000223699","COL11A2"
"35625",17018011,"ENSG00000242685","HLA-DMA"
"35626",17017124,"ENSG00000228469","CR388229.1"
"35627",17016787,"ENSG00000236967","RNF39"
"35628",17018186,"ENSG00000237441","RGL2"
"35629",17016660,"ENSG00000227639","OR2W1"
"35630",17018741,"ENSG00000229559","AL353597.2"
"35631",17017403,"ENSG00000227144","VWA7"
"35632",17017400,"ENSG00000227144","VWA7"
"35633",17017018,"ENSG00000227231","IER3"
"35634",17017998,"ENSG00000241674","HLA-DMB"
"35635",17017316,"ENSG00000236063","ABHD16A"
"35636",17016946,"ENSG00000234000","PPP1R18"
"35637",17017363,"ENSG00000204421","LY6G6C"
"35638",17014952,"ENSG00000230021","AL669831.3"
"35639",17014943,"ENSG00000230021","AL669831.3"
"35640",17017302,"ENSG00000226404","LY6G5C"
"35641",17016624,"ENSG00000204713","TRIM27"
"35642",17015731,"ENSG00000215022","AL008729.1"
"35643",17016956,"ENSG00000235773","NRM"
"35644",17014820,"ENSG00000235815","AL136099.1"
"35645",17016697,"ENSG00000204681","GABBR1"
"35646",17017625,"ENSG00000206258","TNXB"
"35647",17017641,"ENSG00000206258","TNXB"
"35648",17015752,"ENSG00000010017","RANBP9"
"35649",17018382,"ENSG00000272325","NUDT3"
"35650",17018385,"ENSG00000272325","NUDT3"
"35651",17016888,"ENSG00000231737","PPP1R10"
"35652",17014659,"ENSG00000166984","TCP10L2"
"35653",17018215,"ENSG00000231925","TAPBP"
"35654",17017947,"ENSG00000228582","TAP2"
"35655",17017575,"ENSG00000206268","NELFE"
"35656",17017600,"ENSG00000206268","NELFE"
"35657",17017018,"ENSG00000137331","IER3"
"35658",17016110,"ENSG00000146038","DCDC2"
"35659",17015381,"ENSG00000224532","AL136361.1"
"35660",17015652,"ENSG00000111859","NEDD9"
"35661",17017979,"ENSG00000227816","TAP1"
"35662",17017231,"ENSG00000237808","NCR3"
"35663",17017720,"ENSG00000224200","FKBPL"
"35664",17016490,"ENSG00000276368","HIST1H2AJ"
"35665",17016503,"ENSG00000275379","HIST1H3I"
"35666",17015291,"ENSG00000271978","AL359643.2"
"35667",17016473,"ENSG00000096654","ZNF184"
"35668",17016820,"ENSG00000235025","TRIM10"
"35669",17014892,"ENSG00000232197","AL596442.1"
"35670",17015814,"ENSG00000235488","JARID2-AS1"
"35671",17018234,"ENSG00000236104","ZBTB22"
"35672",17016820,"ENSG00000229346","TRIM10"
"35673",17014846,"ENSG00000130023","ERMARD"
"35674",17016190,"ENSG00000111802","TDP2"
"35675",17018601,"ENSG00000189325","C6orf222"
"35676",17017363,"ENSG00000228859","LY6G6C"
"35677",17018039,"ENSG00000224103","HLA-DPA1"
"35678",17016966,"ENSG00000225589","MDC1"
"35679",17016956,"ENSG00000228854","NRM"
"35680",17015152,"ENSG00000230269","LINC02525"
"35681",17017947,"ENSG00000223481","TAP2"
"35682",17016760,"ENSG00000229942","IFITM4P"
"35683",17017290,"ENSG00000232312","GPANK1"
"35684",17017244,"ENSG00000229524","BAG6"
"35685",17017029,"ENSG00000231522","LINC02570"
"35686",17016078,"ENSG00000231754","AL512380.1"
"35687",17017316,"ENSG00000224552","ABHD16A"
"35688",17015647,"ENSG00000244476","ERVFRD-1"
"35689",17016663,"ENSG00000233180","OR2B3"
"35690",17016660,"ENSG00000234101","OR2W1"
"35691",17015606,"ENSG00000111837","MAK"
"35692",17015629,"ENSG00000124827","GCM2"
"35693",17017748,"ENSG00000227642","AGPAT1"
"35694",17017219,"ENSG00000225073","DDX39B"
"35695",17018039,"ENSG00000235844","HLA-DPA1"
"35696",17015407,"ENSG00000164304","CAGE1"
"35697",17017495,"ENSG00000227315","NEU1"
"35698",17017622,"ENSG00000232565","C4A-AS1"
"35699",17017638,"ENSG00000232565","C4A-AS1"
"35700",17017602,"ENSG00000236765","DXO"
"35701",17015388,"ENSG00000124783","SSR1"
"35702",17017036,"ENSG00000230072","SFTA2"
"35703",17017049,"ENSG00000231624","C6orf15"
"35704",17015569,"ENSG00000228478","AL138885.2"
"35705",17015573,"ENSG00000183674","LINC00518"
"35706",17017536,"ENSG00000238134","EHMT2"
"35707",17016421,"ENSG00000181315","ZNF322"
"35708",17015581,"ENSG00000231056","LINC02522"
"35709",17015584,"ENSG00000237685","AL139039.3"
"35710",17016300,"ENSG00000124568","SLC17A1"
"35711",17017244,"ENSG00000228760","BAG6"
"35712",17016434,"ENSG00000241549","GUSBP2"
"35713",17016451,"ENSG00000124635","HIST1H2BJ"
"35714",17016865,"ENSG00000229470","GNL1"
"35715",17016457,"ENSG00000197903","HIST1H2BK"
"35716",17016888,"ENSG00000230995","PPP1R10"
"35717",17016316,"ENSG00000124564","SLC17A3"
"35718",17017510,"ENSG00000231479","SLC44A4"
"35719",17018834,"ENSG00000112167","SAYSD1"
"35720",17016697,"ENSG00000232569","GABBR1"
"35721",17015587,"ENSG00000137434","C6orf52"
"35722",17017625,"ENSG00000248290","TNXA"
"35723",17017403,"ENSG00000230048","VWA7"
"35724",17017400,"ENSG00000230048","VWA7"
"35725",17016787,"ENSG00000237733","RNF39"
"35726",17016338,"ENSG00000112337","SLC17A2"
"35727",17017805,"ENSG00000213654","GPSM3"
"35728",17017814,"ENSG00000204301","NOTCH4"
"35729",17017625,"ENSG00000248352","TNXA"
"35730",17018459,"ENSG00000007866","TEAD3"
"35731",17016618,"ENSG00000237006","AL669978.1"
"35732",17016621,"ENSG00000227966","LINC01623"
"35733",17016888,"ENSG00000204569","PPP1R10"
"35734",17016916,"ENSG00000204569","PPP1R10"
"35735",17015263,"ENSG00000237716","AL136309.3"
"35736",17017244,"ENSG00000227761","BAG6"
"35737",17015266,"ENSG00000231811","AL159166.1"
"35738",17015889,"ENSG00000124789","NUP153"
"35739",17017572,"ENSG00000234196","ZBTB12"
"35740",17017622,"ENSG00000229776","C4B-AS1"
"35741",17017638,"ENSG00000229776","C4B-AS1"
"35742",17016799,"ENSG00000225130","TRIM31"
"35743",17017428,"ENSG00000096171","VARS"
"35744",17017474,"ENSG00000096171","VARS"
"35745",17017102,"ENSG00000204531","POU5F1"
"35746",17017536,"ENSG00000236759","EHMT2"
"35747",17015274,"ENSG00000236336","AL022725.1"
"35748",17016356,"ENSG00000124610","HIST1H1A"
"35749",17017622,"ENSG00000225512","CR753845.1"
"35750",17017638,"ENSG00000225512","CR753845.1"
"35751",17016360,"ENSG00000278705","HIST1H4B"
"35752",17016363,"ENSG00000274267","HIST1H3B"
"35753",17016366,"ENSG00000278463","HIST1H2AB"
"35754",17016369,"ENSG00000276410","HIST1H2BB"
"35755",17015431,"ENSG00000261189","AL031058.1"
"35756",17016375,"ENSG00000187475","HIST1H1T"
"35757",17016461,"ENSG00000158553","POM121L2"
"35758",17016624,"ENSG00000237071","TRIM27"
"35759",17018841,"ENSG00000164626","KCNK5"
"35760",17015600,"ENSG00000272097","AL024498.1"
"35761",17018025,"ENSG00000204252","HLA-DOA"
"35762",17016379,"ENSG00000180596","HIST1H2BC"
"35763",17016372,"ENSG00000187837","HIST1H1C"
"35764",17018849,"ENSG00000124780","KCNK17"
"35765",17018039,"ENSG00000231389","HLA-DPA1"
"35766",17017724,"ENSG00000229488","PRRT1"
"35767",17017746,"ENSG00000229488","PRRT1"
"35768",17017734,"ENSG00000229488","PRRT1"
"35769",17017510,"ENSG00000229077","SLC44A4"
"35770",17017286,"ENSG00000235360","C6orf47"
"35771",17017625,"ENSG00000233323","TNXB"
"35772",17017641,"ENSG00000233323","TNXB"
"35773",17016787,"ENSG00000230467","RNF39"
"35774",17018053,"ENSG00000227801","COL11A2"
"35775",17017935,"ENSG00000243496","HLA-DOB"
"35776",17016832,"ENSG00000137313","TRIM26"
"35777",17018011,"ENSG00000243189","HLA-DMA"
"35778",17017805,"ENSG00000233490","GPSM3"
