© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->longFragmentHuman - 2020-01-20 08:06 PM
Workspace	My Projects
Project	hd_microarray
Analysis	longFragmentHuman - 2020-01-20 08:06 PM
Date	Mon Jan 20 17:06:30 PST 2020
Analysis ID	18745804

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->longFragmentHuman - 2020-01-20 08:06 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities	head and neck neoplasia	Head and neck tumor	1.32E-03	 	 	 	 	KLF15,SALL4,PRKCQ,PIK3R5,B3GAT1,TFPI2,DEPTOR,CHKA,DPYSL5,SH3BP5,SLC16A3,LINGO2,DIP2A,ATP9A,DACT1,CST7,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,FRMD4B,GRIA4,IL17RB,NKX2-2,ATP13A2,ZNF239,ACTR3B,UBASH3B,GSE1,TTC9,KIF1B,ATP10B,ITGA4,ANKS1B,ESRP1	36	
Cancer, Organismal Injury and Abnormalities	carcinoma	Carcinoma	1.38E-03	 	 	 	 	KLF15,SALL4,PRKCQ,RGS17,PIK3R5,TMEM163,B3GAT1,TFPI2,DEPTOR,CHKA,DPYSL5,SH3BP5,SLC16A3,LINGO2,DIP2A,DMTN,ATP9A,QPCT,DACT1,CST7,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,FRMD4B,GRIA4,IL17RB,NKX2-2,ATP13A2,ZNF239,ACTR3B,UBASH3B,GSE1,TTC9,KIF1B,CDK5R1,ATP10B,ITGA4,ANKS1B,ESRP1	41	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	hepatobiliary system cancer	Hepatobiliary system cancer	1.57E-03	 	 	 	 	ATP13A2,PRKCQ,ACTR3B,PIK3R5,TFPI2,B3GAT1,SH3BP5,LINGO2,UBASH3B,DIP2A,KIF1B,CDK5R1,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,ANKS1B,ESRP1	23	
Cell-To-Cell Signaling and Interaction, Connective Tissue Development and Function	binding	Binding of fibroblast cell lines	1.63E-03	 	 	 	 	DMTN,CDK5R1,ITGA4	3	
Gastrointestinal Disease, Organismal Injury and Abnormalities	colorectal disorder	Colorectal disorder	1.63E-03	 	 	 	 	SALL4,PIK3R5,TFPI2,TMEM163,B3GAT1,SLC16A3,LINGO2,DIP2A,ATP9A,QPCT,DACT1,CHD9,TMPRSS2,MAP1B,FRMD4B,GRIA4,IL17RB,NKX2-2,ACTR3B,UBASH3B,GSE1,KIF1B,ATP10B,ITGA4,ESRP1	25	
Nervous System Development and Function	morphology	Morphology of nervous system	1.66E-03	 	 	 	 	ATP13A2,KIF1B,CDK5R1,DACT1,SALL4,PRKCQ,MAP1B,DPYSL5,NKX2-2	9	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Tissue Development	outgrowth	Outgrowth of axons	1.74E-03	 	 	 	 	CDK5R1,KIF1B,MAP1B	3	
Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization, Hematological System Development and Function, Immune Cell Trafficking	cell-cell adhesion	Cell-cell adhesion of leukocytes	1.78E-03	 	 	 	 	ITGA4,DEPTOR	2	
Cell Morphology, Cellular Assembly and Organization, Cellular Function and Maintenance	extension	Extension of cellular protrusions	1.83E-03	 	 	 	 	CDK5R1,MAP1B,ITGA4,DPYSL5	4	
Cancer, Organismal Injury and Abnormalities	breast or colorectal cancer	Breast or colorectal cancer	1.85E-03	 	 	 	 	SALL4,PRKCQ,PIK3R5,TFPI2,TMEM163,B3GAT1,DEPTOR,SLC16A3,LINGO2,DIP2A,ATP9A,QPCT,DACT1,CHD9,TMPRSS2,MAP1B,FRMD4B,GRIA4,IL17RB,NKX2-2,ACTR3B,UBASH3B,GSE1,KIF1B,ATP10B,ITGA4,ESRP1	27	
Nervous System Development and Function, Neurological Disease, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of hippocampus	1.87E-03	 	 	 	 	CDK5R1,KIF1B,MAP1B	3	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	cancer	Liver cancer	1.87E-03	 	 	 	 	ATP13A2,PRKCQ,ACTR3B,PIK3R5,TFPI2,B3GAT1,SH3BP5,LINGO2,UBASH3B,DIP2A,KIF1B,CDK5R1,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,ANKS1B	22	
Developmental Disorder, Embryonic Development, Organismal Development, Tissue Morphology	abnormal morphology	Abnormal morphology of cloaca	1.89E-03	 	 	 	 	DACT1	1	
Cell-To-Cell Signaling and Interaction	adhesion	Adhesion of bronchial epithelial cells	1.89E-03	 	 	 	 	ITGA4	1	
Cell Cycle	G0/G1 phase transition	Arrest in G0/G1 phase transition of peripheral blood lymphocytes	1.89E-03	 	 	 	 	CHKA	1	
Hereditary Disorder, Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities	ataxia-oculomotor apraxia 3	Ataxia-oculomotor apraxia 3	1.89E-03	 	 	 	 	PIK3R5	1	
Hereditary Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	Okihiro syndrome	Autosomal dominant Okihiro syndrome	1.89E-03	 	 	 	 	SALL4	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	autosomal recessive spastic paraplegia type 78	Autosomal recessive spastic paraplegia type 78	1.89E-03	 	 	 	 	ATP13A2	1	
Cell Cycle, Gene Expression	binding	Binding of P1 element	1.89E-03	 	 	 	 	PRKCQ	1	
Cell Cycle, Gene Expression	binding	Binding of positive regulatory domain I	1.89E-03	 	 	 	 	PRKCQ	1	
Connective Tissue Disorders, Developmental Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	caudal agenesis	Caudal agenesis	1.89E-03	 	 	 	 	DACT1	1	
Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	cell-cell adhesion	Cell-cell adhesion of PBMCs	1.89E-03	 	 	 	 	DEPTOR	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	Charcot-Marie-Tooth disease type 2A1	Charcot-Marie-Tooth disease type 2A1	1.89E-03	 	 	 	 	KIF1B	1	
Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response, Tissue Development	accumulation	Delay in accumulation of Th1 cells	1.89E-03	 	 	 	 	PRKCQ	1	
Cell-mediated Immune Response, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Delay in differentiation of Th1 cells	1.89E-03	 	 	 	 	PRKCQ	1	
Cell Morphology, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	cell spreading	Delay in initiation of cell spreading of neutrophils	1.89E-03	 	 	 	 	PRKCQ	1	
Cellular Development, Cellular Growth and Proliferation, Organ Development, Skeletal and Muscular System Development and Function, Tissue Development	growth	Delay in initiation of growth of myofiber	1.89E-03	 	 	 	 	PRKCQ	1	
Cell Morphology, Nervous System Development and Function, Tissue Morphology	diameter	Diameter of primary dendrite	1.89E-03	 	 	 	 	DPYSL5	1	
Cellular Response to Therapeutics	drug resistance	Drug resistance of myeloma cell lines	1.89E-03	 	 	 	 	ITGA4	1	
Embryonic Development, Organismal Development, Tissue Development	formation	Formation of hindgut	1.89E-03	 	 	 	 	DACT1	1	
Hereditary Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	IVIC syndrome	IVIC syndrome	1.89E-03	 	 	 	 	SALL4	1	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Neurological Disease, Organismal Injury and Abnormalities	lipofuscinosis	Lipofuscinosis of striatum	1.89E-03	 	 	 	 	ATP13A2	1	
Cellular Function and Maintenance, Cellular Movement, Nervous System Development and Function	localization	Localization of dentate granule cells	1.89E-03	 	 	 	 	CDK5R1	1	
Cell Morphology, Cellular Assembly and Organization, Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Organismal Development, Tissue Development	morphogenesis	Morphogenesis of growth cone	1.89E-03	 	 	 	 	MAP1B	1	
Nervous System Development and Function, Organ Morphology, Organismal Development	morphology	Morphology of motor cortex	1.89E-03	 	 	 	 	CDK5R1	1	
Cellular Assembly and Organization, Nervous System Development and Function	origination	Origination of axons	1.89E-03	 	 	 	 	CDK5R1	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders, Skeletal and Muscular Disorders	Parkinson disease 9	Parkinson disease 9	1.89E-03	 	 	 	 	ATP13A2	1	
Cardiovascular Disease, Developmental Disorder, Gastrointestinal Disease, Hereditary Disorder, Organismal Injury and Abnormalities, Respiratory Disease	primary ciliary dyskinesia type 28 with situs inversus	Primary ciliary dyskinesia type 28 with situs inversus	1.89E-03	 	 	 	 	SPAG1	1	
Developmental Disorder, Hereditary Disorder, Organismal Injury and Abnormalities, Respiratory Disease	primary ciliary dyskinesia type 28 without situs inversus	Primary ciliary dyskinesia type 28 without situs inversus	1.89E-03	 	 	 	 	SPAG1	1	
Nervous System Development and Function, Organ Morphology	reorganization	Reorganization of molecular layer	1.89E-03	 	 	 	 	CDK5R1	1	
Inflammatory Disease, Neurological Disease, Skeletal and Muscular Disorders	relapsing-remitting multiple sclerosis	Severe relapsing-remitting multiple sclerosis	1.89E-03	 	 	 	 	ITGA4	1	
Cell Morphology, Cellular Development, Nervous System Development and Function, Organ Morphology, Tissue Development	sprouting	Sprouting of mossy fiber cells	1.89E-03	 	 	 	 	CDK5R1	1	
Auditory Disease, Developmental Disorder, Hereditary Disorder, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	Townes-Brocks syndrome 2	Townes-Brocks syndrome 2	1.89E-03	 	 	 	 	DACT1	1	
Developmental Disorder, Endocrine System Disorders, Hereditary Disorder, Organismal Injury and Abnormalities, Reproductive System Disease	X-linked congenital bilateral aplasia of vas deferens	X-linked congenital bilateral aplasia of vas deferens	1.89E-03	 	 	 	 	ADGRG2	1	
Neurological Disease	neurological disorder	Progressive neurological disorder	1.89E-03	 	 	 	 	ATP13A2,KIF1B,QPCT,CDK5R1,MAP1B,ITGA4,FRMD4B,GRIA4,SLC16A3	9	
Nervous System Development and Function, Neurological Disease	abnormal morphology	Abnormal morphology of nervous system	1.98E-03	 	 	 	 	ATP13A2,CDK5R1,KIF1B,DACT1,PRKCQ,SALL4,MAP1B,NKX2-2	8	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	endometrial cancer	Endometrial cancer	2.02E-03	 	 	 	 	SALL4,PRKCQ,SLC16A3,LINGO2,ATP9A,KIF1B,QPCT,ATP10B,DACT1,CHD9,SPAG1,MAP1B,SPATA6,ITGA4,GRIA4,ANKS1B,ESRP1	17	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	colorectal cancer	Colorectal cancer	2.05E-03	 	 	 	 	SALL4,ACTR3B,PIK3R5,TFPI2,TMEM163,B3GAT1,SLC16A3,LINGO2,UBASH3B,DIP2A,GSE1,ATP9A,KIF1B,QPCT,ATP10B,CHD9,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,IL17RB,ESRP1,NKX2-2	24	
Nervous System Development and Function, Neurological Disease, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of commissure	2.11E-03	 	 	 	 	KIF1B,MAP1B	2	
Cancer, Organismal Injury and Abnormalities	metastasis	Secondary tumor	2.18E-03	 	 	 	 	GSE1,KIF1B,QPCT,CST7,TMPRSS2,PIK3R5,ITGA4,ESRP1,SLC16A3	9	
Behavior, Nervous System Development and Function	spatial memory	Spatial memory	2.26E-03	 	 	 	 	CDK5R1,B3GAT1,GRIA4	3	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	development	Development of genital tumor	2.45E-03	 	 	 	 	SALL4,PRKCQ,PIK3R5,TFPI2,SLC16A3,LINGO2,ATP9A,KIF1B,QPCT,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,ITGA4,FRMD4B,GRIA4,ANKS1B,ESRP1	21	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	hepatobiliary carcinoma	Hepatobiliary carcinoma	2.54E-03	 	 	 	 	ATP13A2,PRKCQ,ACTR3B,PIK3R5,B3GAT1,SH3BP5,LINGO2,UBASH3B,DIP2A,KIF1B,CDK5R1,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,ANKS1B,ESRP1	22	
Neurological Disease, Organismal Injury and Abnormalities	progressive encephalopathy	Progressive encephalopathy	2.55E-03	 	 	 	 	ATP13A2,KIF1B,QPCT,CDK5R1,MAP1B,FRMD4B,GRIA4,SLC16A3	8	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	uterine tumor	Uterine tumor	2.78E-03	 	 	 	 	SALL4,PRKCQ,SLC16A3,LINGO2,ATP9A,KIF1B,QPCT,ATP10B,DACT1,CHD9,SPAG1,MAP1B,SPATA6,ITGA4,FRMD4B,GRIA4,ANKS1B,ESRP1	18	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	endometrial carcinoma	Endometrial carcinoma	2.82E-03	 	 	 	 	SALL4,PRKCQ,LINGO2,ATP9A,KIF1B,QPCT,ATP10B,DACT1,CHD9,SPAG1,MAP1B,SPATA6,ITGA4,GRIA4,ANKS1B,ESRP1	16	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities	nonpituitary endocrine tumor	Nonpituitary endocrine tumor	2.84E-03	 	 	 	 	KLF15,SALL4,PRKCQ,PIK3R5,B3GAT1,TFPI2,DEPTOR,CHKA,DPYSL5,SH3BP5,SLC16A3,DIP2A,ATP9A,DACT1,CST7,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,FRMD4B,GRIA4,IL17RB,NKX2-2,ATP13A2,ZNF239,UBASH3B,GSE1,TTC9,KIF1B,ATP10B,ITGA4,ANKS1B,ESRP1	34	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	cell rolling	Cell rolling of granulocytes	2.87E-03	 	 	 	 	PRKCQ,ITGA4	2	
Cancer, Organismal Injury and Abnormalities	neck neoplasm	Neck neoplasm	2.91E-03	 	 	 	 	KLF15,SALL4,PRKCQ,PIK3R5,B3GAT1,DEPTOR,CHKA,DPYSL5,SH3BP5,SLC16A3,LINGO2,DIP2A,ATP9A,DACT1,CST7,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,FRMD4B,GRIA4,IL17RB,NKX2-2,ATP13A2,ZNF239,UBASH3B,GSE1,TTC9,KIF1B,ATP10B,ITGA4,ANKS1B,ESRP1	34	
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	liver carcinoma	Liver carcinoma	2.95E-03	 	 	 	 	ATP13A2,PRKCQ,ACTR3B,PIK3R5,B3GAT1,SH3BP5,LINGO2,UBASH3B,DIP2A,KIF1B,CDK5R1,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,ANKS1B	21	
Organismal Injury and Abnormalities, Reproductive System Disease	endometrioma	Endometrioma	3.00E-03	 	 	 	 	PRKCQ,SLC16A3	2	
Cellular Assembly and Organization	formation	Formation of actin bundles	3.00E-03	 	 	 	 	DMTN,CDK5R1	2	
Cardiovascular System Development and Function, Cell-To-Cell Signaling and Interaction	binding	Binding of vascular endothelial cells	3.14E-03	 	 	 	 	DIP2A,ITGA4,DEPTOR	3	
Developmental Disorder, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Renal and Urological Disease, Renal and Urological System Development and Function	agenesis	Agenesis of kidney	3.14E-03	 	 	 	 	DACT1,SALL4	2	
Neurological Disease, Organismal Injury and Abnormalities	gliosis	Gliosis of brain	3.14E-03	 	 	 	 	ATP13A2,QPCT	2	
Nervous System Development and Function, Neurological Disease, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of brainstem	3.28E-03	 	 	 	 	KIF1B,MAP1B	2	
Cell Signaling, Post-Translational Modification	activation	Activation of Protein kinase	3.33E-03	 	 	 	 	CDK5R1,DEPTOR,SH3BP5,UBASH3B	4	
Cellular Movement	migration	Migration of lymphoma cell lines	3.58E-03	 	 	 	 	PRKCQ,ITGA4	2	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Tissue Development	outgrowth	Outgrowth of neurites	3.64E-03	 	 	 	 	CDK5R1,KIF1B,MAP1B,ITGA4,DPYSL5	5	
Cancer, Organismal Injury and Abnormalities	cancer	Cancer of secretory structure	3.73E-03	 	 	 	 	KLF15,SALL4,PRKCQ,PIK3R5,TMEM163,B3GAT1,TFPI2,DEPTOR,CHKA,DPYSL5,SH3BP5,SLC16A3,DIP2A,ATP9A,DACT1,CST7,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,FRMD4B,GRIA4,IL17RB,NKX2-2,ATP13A2,ZNF239,UBASH3B,GSE1,TTC9,KIF1B,CDK5R1,ATP10B,ITGA4,ANKS1B,ESRP1	36	
Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Reproductive System Development and Function, Reproductive System Disease	abnormal morphology	Abnormal morphology of blind uterus	3.78E-03	 	 	 	 	DACT1	1	
Gastrointestinal Disease, Immunological Disease, Organismal Injury and Abnormalities	acute intestinal graft versus-host disease	Acute intestinal graft versus-host disease	3.78E-03	 	 	 	 	ITGA4	1	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	aggregation	Aggregation of cortical neurons	3.78E-03	 	 	 	 	CDK5R1	1	
Cell-mediated Immune Response, Hematological System Development and Function	anergy	Anergy of CD8+ T lymphocyte	3.78E-03	 	 	 	 	PRKCQ	1	
Cell-To-Cell Signaling and Interaction, Inflammatory Response	antibody-dependent cell-mediated cytotoxicity	Antibody-dependent cell-mediated cytotoxicity of lymph node cells	3.78E-03	 	 	 	 	ITGA4	1	
Cancer, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	neuroblastoma	Autosomal dominant neuroblastoma	3.78E-03	 	 	 	 	KIF1B	1	
Cell Cycle, Gene Expression	binding	Binding of CD28RE/AP response element	3.78E-03	 	 	 	 	PRKCQ	1	
Cell Signaling, Nucleic Acid Metabolism, Small Molecule Biochemistry	binding	Binding of cyclic AMP	3.78E-03	 	 	 	 	MAP1B	1	
Gastrointestinal Disease, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	chronic pouchitis	Chronic pouchitis	3.78E-03	 	 	 	 	ITGA4	1	
Developmental Disorder, Hereditary Disorder, Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	congenital fibrosis of extraocular muscles type 1	Congenital fibrosis of extraocular muscles type 1	3.78E-03	 	 	 	 	MAP1B	1	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	destruction	Destruction of knee joint	3.78E-03	 	 	 	 	PRKCQ	1	
Embryonic Development, Nervous System Development and Function, Organ Development, Organismal Development, Tissue Development	development	Development of pontine nucleus	3.78E-03	 	 	 	 	MAP1B	1	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Tissue Development	development	Development of serotonergic neurons	3.78E-03	 	 	 	 	NKX2-2	1	
Neurological Disease, Organismal Injury and Abnormalities	dysplasia	Dysplasia of neurons	3.78E-03	 	 	 	 	CDK5R1	1	
Neurological Disease, Organismal Injury and Abnormalities	gliosis	Gliosis of mesencephalon	3.78E-03	 	 	 	 	ATP13A2	1	
Neurological Disease, Organismal Injury and Abnormalities	gliosis	Gliosis of striatum	3.78E-03	 	 	 	 	ATP13A2	1	
Inflammatory Disease, Neurological Disease, Skeletal and Muscular Disorders	relapsing-remitting multiple sclerosis	Highly active disease stage relapsing-remitting multiple sclerosis	3.78E-03	 	 	 	 	ITGA4	1	
Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities	hypoplasia	Hypoplasia of red nucleus	3.78E-03	 	 	 	 	NKX2-2	1	
Cellular Development	differentiation	Initiation of differentiation of neuroblastoma cell lines	3.78E-03	 	 	 	 	CHKA	1	
Cardiovascular System Development and Function, Cell Morphology, Embryonic Development, Nervous System Development and Function, Organ Development, Organismal Development, Tissue Development	innervation	Innervation of heart	3.78E-03	 	 	 	 	ITGA4	1	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Neurological Disease, Organismal Injury and Abnormalities	lipofuscinosis	Lipofuscinosis of hippocampus	3.78E-03	 	 	 	 	ATP13A2	1	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	long term synaptic depression	Long term synaptic depression of excitatory synapses	3.78E-03	 	 	 	 	DPYSL5	1	
Cellular Movement	migration	Migration of cord blood cells	3.78E-03	 	 	 	 	ITGA4	1	
Cell Morphology, Nervous System Development and Function, Organ Morphology, Organismal Development, Tissue Morphology	morphology	Morphology of dentate granule cells	3.78E-03	 	 	 	 	CDK5R1	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	nocturnal frontal lobe epilepsy type 5	Nocturnal frontal lobe epilepsy type 5	3.78E-03	 	 	 	 	SPAG1	1	
Small Molecule Biochemistry	phosphorylation	Phosphorylation of choline	3.78E-03	 	 	 	 	CHKA	1	
Cellular Assembly and Organization, Organ Morphology, Skeletal and Muscular System Development and Function, Tissue Morphology	quantity	Quantity of myonuclei	3.78E-03	 	 	 	 	PRKCQ	1	
Cancer, Neurological Disease, Organismal Injury and Abnormalities, Tissue Morphology, Tumor Morphology	size	Size of brain tumor	3.78E-03	 	 	 	 	B3GAT1	1	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	spinal muscular atrophy proximal adult dominant	Spinal muscular atrophy proximal adult dominant	3.78E-03	 	 	 	 	KIF1B	1	
Cancer, Immunological Disease, Organismal Injury and Abnormalities	spleen metastasis	Spleen metastasis	3.78E-03	 	 	 	 	ITGA4	1	
Cell Death and Survival, Organismal Survival	survival	Survival of Escherichia coli 25922	3.78E-03	 	 	 	 	TFPI2	1	
Cellular Movement, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking	trafficking	Trafficking of eosinophils	3.78E-03	 	 	 	 	ITGA4	1	
Cellular Movement	transendothelial migration	Transendothelial migration of chronic lymphocytic leukemia cells	3.78E-03	 	 	 	 	ITGA4	1	
Neurological Disease, Organismal Injury and Abnormalities	gliosis	Gliosis	4.07E-03	 	 	 	 	ATP13A2,CDK5R1,QPCT	3	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	colon cancer	Colon cancer	4.61E-03	 	 	 	 	ACTR3B,PIK3R5,TFPI2,TMEM163,B3GAT1,LINGO2,UBASH3B,DIP2A,GSE1,KIF1B,QPCT,ATP10B,CHD9,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,IL17RB,ESRP1,NKX2-2	21	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	female genital tract adenocarcinoma	Female genital tract adenocarcinoma	4.75E-03	 	 	 	 	SALL4,PRKCQ,PIK3R5,TFPI2,SLC16A3,LINGO2,ATP9A,QPCT,ATP10B,DACT1,CHD9,SPAG1,MAP1B,SPATA6,ITGA4,GRIA4,ANKS1B,ESRP1	18	
Cell-To-Cell Signaling and Interaction, Renal and Urological System Development and Function	adhesion	Adhesion of kidney cell lines	5.04E-03	 	 	 	 	CDK5R1,ITGA4	2	
Cancer, Organismal Injury and Abnormalities	development	Development of adenocarcinoma	5.11E-03	 	 	 	 	SALL4,PRKCQ,PIK3R5,TFPI2,B3GAT1,LINGO2,DMTN,ATP9A,KIF1B,QPCT,ATP10B,DACT1,CHD9,SPAG1,TMPRSS2,MAP1B,SPATA6,ITGA4,FRMD4B,GRIA4,ANKS1B,ESRP1	22	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	colon adenocarcinoma	Colon adenocarcinoma	5.15E-03	 	 	 	 	ACTR3B,PIK3R5,TMEM163,B3GAT1,LINGO2,UBASH3B,DIP2A,GSE1,KIF1B,QPCT,ATP10B,CHD9,TMPRSS2,MAP1B,ITGA4,FRMD4B,GRIA4,IL17RB,ESRP1,NKX2-2	20	
Organismal Injury and Abnormalities	atresia	Atresia	5.22E-03	 	 	 	 	DACT1,SALL4	2	
Cellular Development	differentiation	Differentiation of neuroblastoma cell lines	5.22E-03	 	 	 	 	KIF1B,CHKA	2	
Cancer, Organismal Injury and Abnormalities	endometrioid carcinoma	Endometrioid carcinoma	5.27E-03	 	 	 	 	SALL4,PRKCQ,PIK3R5,LINGO2,ATP9A,QPCT,ATP10B,DACT1,CHD9,SPAG1,MAP1B,SPATA6,ITGA4,GRIA4,ANKS1B,ESRP1	16	
Gastrointestinal Disease, Inflammatory Disease	Crohn disease	Crohn disease	5.36E-03	 	 	 	 	PRKCQ,B3GAT1,ITGA4,FRMD4B	4	
Cellular Assembly and Organization	quantity	Quantity of nucleus	5.40E-03	 	 	 	 	PRKCQ,SALL4	2	
Developmental Disorder, Embryonic Development, Organismal Development, Tissue Morphology	abnormal morphology	Abnormal morphology of genital tubercle	5.66E-03	 	 	 	 	DACT1	1	
Developmental Disorder, Embryonic Development, Organismal Development, Tissue Morphology	abnormal morphology	Abnormal morphology of presomitic mesoderm	5.66E-03	 	 	 	 	DACT1	1	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Humoral Immune Response, Immune Cell Trafficking	adhesion	Adhesion of Ab-secreting B cells	5.66E-03	 	 	 	 	ITGA4	1	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	bone marrow metastasis	Bone marrow metastasis	5.66E-03	 	 	 	 	ITGA4	1	
Cell-To-Cell Signaling and Interaction, Cell-mediated Immune Response, Cellular Assembly and Organization, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	cell-cell adhesion	Cell-cell adhesion of T lymphocytes	5.66E-03	 	 	 	 	DEPTOR	1	
Gastrointestinal Disease, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	Crohn disease of ileocolon	Crohn disease of ileocolon	5.66E-03	 	 	 	 	ITGA4	1	
Embryonic Development, Nervous System Development and Function, Organ Development, Organismal Development, Tissue Development	development	Development of superior olivary nucleus	5.66E-03	 	 	 	 	CDK5R1	1	
Cellular Assembly and Organization, Developmental Disorder	ectopia	Ectopia of nucleus	5.66E-03	 	 	 	 	CDK5R1	1	
Behavior	endurance training	Endurance training	5.66E-03	 	 	 	 	KLF15	1	
Cellular Development	epithelial-mesenchymal transition	Epithelial-mesenchymal transition of endothelial cell lines	5.66E-03	 	 	 	 	ESRP1	1	
Tissue Development, Tissue Morphology	expansion	Expansion of neuroepithelium	5.66E-03	 	 	 	 	NKX2-2	1	
