Pathway	pVal	zScore	Genes	type	comparison
Shape change of vascular endothelial cells	7.02872415126189	0.348	SARS1,FN1,KDR,VEGFA,CCL2,UNC5B,ADM,HSPG2,FGF2,HS6ST2,HGF,CD44	Functional	Q73_Vs_pTANK_Glia
Familial encephalopathy	6.97881070093006	0	SEZ6,PSAT1,GJB1,SARS1,PLAU,TNFRSF1A,LAMB1,PLD3,HTRA1,TAC3,SRPX,RRS1,AARS1,MARS1,KCNH7,DGKB,KCNIP2,RBM8A,PTPN13,DHCR7,S1PR1,CIITA,KCNMA1,COL4A1,RAB39B,GAS1,ATP1A3,FGF2,TMEM107,ASPM,CREB3L1,CALR,BCL6,LMCD1,SLC16A9,COL4A2,ADM,ABCD2,PRPH,EXT2,VRK1,KCNT2,KCNK2,ANKRD11,CRH,VLDLR,HMGCR,PODXL,CKB,STARD4,A2M,BEX2,LDLR,SCD,TSEN2,ALDH2,SH3BP4,SLC6A1,LMNB2,EIF4EBP1,HTR2A,FKRP,SGTB,PLOD2,FRRS1L,LMNB1,KCNA2,BCL11B,SLC1A4,FDFT1,EGR1,NRXN1,CD44,GFAP,DHCR24,NNAT,DPYSL3,LDHA,SCN2A,PLAAT4,GAD2,ICAM1,CETN2,BGN,HERPUD1	Functional	Q73_Vs_pTANK_Glia
Angiogenesis of chorioallantoic membrane	6.96657624451305	1.361	YARS1,FN1,MMP2,VEGFA,NRP1,FGF2,SERPINE1,HGF,EDIL3	Functional	Q73_Vs_pTANK_Glia
Neuronal cell death	6.82973828460504	-0.788	CXCL9,CTSV,HAX1,NRCAM,PLAU,SERPINF1,TNFRSF1A,SIX4,SEL1L,GRM3,ATF3,AARS1,MTSS1,UNC5B,LRP1,ADAM12,KCNMA1,KDR,VEGFA,FGF2,OSMR,NRP1,NUPR1,SERPINE1,PRPH,CTH,HGF,ITGA5,INSM1,NQO1,CNTFR,APC,A2M,FN1,ADCYAP1R1,MDK,GDF15,SGPL1,BCL11B,EGR1,OGT,RTN4R,MT3,GFAP,HLA-A,TNFAIP3,CEBPB,CCL2,DPYSL3,LDHA,SCN2A,GAD2,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Vasculogenesis	6.80134291304558	1.419	SLC4A11,YARS1,SARS1,MMP2,PLAU,SERPINF1,TNFRSF1A,HTRA1,ATF3,UNC5B,RGCC,LRP1,WARS1,S1PR1,ROBO2,KCNMA1,COL4A1,KDR,VEGFA,FGF2,PLCD3,CALR,NRP1,COL4A2,ADM,HSPG2,HS6ST2,SERPINE1,CD34,KLF11,MAP2K6,CTH,HGF,ITGA5,RUNX2,SOCS3,VLDLR,NRP2,PAPPA,DLK1,APC,HAS2,PROS1,FN1,LDLR,CLIC4,MDK,HTR2A,CDH13,SGPL1,LMO2,EGR1,OGT,EDIL3,AP3M2,CD44,TNFAIP3,CCL2,LDHA,PLCG1,ICAM1	Functional	Q73_Vs_pTANK_Glia
Inflammation of central nervous system	6.78781239559604	1.068	KCNK2,NSDHL,CRH,MMP2,TNFRSF1A,HMGCR,SC5D,PELI1,TNFRSF10B,SQLE,FN1,IDI1,MVK,RGCC,LRP1,NFKBIZ,SLC6A1,DHCR7,MDK,S1PR1,CIITA,HMGCS1,CD74,VEGFA,SGPL1,FDFT1,MSMO1,CD44,GFAP,CALR,BCL6,HLA-A,DHCR24,TNFAIP3,SERPINE1,MVD,RFTN1	Functional	Q73_Vs_pTANK_Glia
Cell viability	6.77728352885242	2.373	CXCL9,NRCAM,MFAP5,PLAU,SERPINF1,TNFRSF1A,ASS1,DOT1L,PHLPP1,PLCE1,SEL1L,TNFRSF10B,ATF3,AK3,RRS1,INPP5B,DGKB,UNC5B,LRP1,RBM8A,PTPN13,S1PR1,HSPB6,INSIG1,TXNIP,SLC7A1,CD74,KDR,CDKN2C,VEGFA,RBP1,FGF2,CALR,BCL6,NRP1,NUPR1,ADM,CD55,PLK4,SERPINE1,PRPH,MAP2K6,CTH,HGF,SNX10,PMAIP1,RUNX2,VRK1,FBXO5,CRH,FHIT,SHMT2,SOCS3,DLK1,NEAT1,FASN,BCL3,APC,A2M,BEX2,FN1,SCD,SNRPA1,SLC1A5,EIF4A3,MDK,ADCYAP1R1,CDH13,ALPK2,LMNB1,GDF15,SGPL1,BCL11B,ITGA6,EGR1,OGT,CD44,GPR37L1,IGF2R,HLA-A,TNFAIP3,DHCR24,CEBPB,DHX38,DPYD,CCL2,LDHA,PLAAT4,GAD2,PLCG1,ICAM1,AURKB,DHX9,MVP,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Vascular lesion	6.75448733218585	0.247	CTSV,FRAS1,MFAP5,MMP2,PLAU,SOCS3,TNFRSF1A,PAPPA,ACAT2,HAS2,FN1,LDLR,SCD,LRP1,KDR,VEGFA,EGR1,CD44,OSMR,TNFAIP3,CCL2,ADM,HSPG2,PLCG1,SERPINE1,ICAM1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Sclerotic lesion	6.74714696902011	0.674	CTSV,MMP2,PLAU,KDR,TNFRSF1A,VEGFA,SOCS3,ACAT2,PAPPA,EGR1,TUBE1,CD44,OSMR,FN1,LDLR,TNFAIP3,SCD,CCL2,HSPG2,PLCG1,SERPINE1,ICAM1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Morphology of nervous system	6.6675615400844	0	SEZ6,DLX5,CTSV,GJB1,NRCAM,PLAU,TNFRSF1A,DNER,PTPN13,OMG,DHCR7,S1PR1,ROBO2,OLIG2,CDKN2C,VEGFA,GAS1,RBP1,FGF2,ASPM,SLC6A15,EPB41L3,RPE65,NRP1,PPP1R15A,ABCD2,CNTNAP1,HSPG2,HGF,SLC44A2,PHGDH,CRH,NDN,AFDN,LZTS1,VLDLR,NRP2,CKB,CNTFR,APC,A2M,PROS1,LDLR,PPP1R3C,CLIC4,NLGN3,PAPPA2,LMNB2,ADCYAP1R1,MDK,PLXNA2,B4GALT2,LMNB1,GDF15,ITGA6,SLC1A4,EGR1,OGT,AP3M2,DLL3,RTN4R,CD44,GPR37L1,IGF2R,GFAP,ARC,CEBPB,DPYSL3,SCN2A,CETN2,OLIG1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Endoplasmic reticulum stress response	6.61083391563547	0	EFEMP1,COL4A1,SEL1L,STC2,GAA,DNAJB5,CREB3L1,TNFRSF10B,ATF3,CALR,SRPX,NNAT,CEBPB,RASGRF2,PPP1R15A,NIBAN1,CTH,SDF2L1,NFE2L1,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Angiogenesis	6.60380065290426	1.848	SLC4A11,CXCL9,YARS1,SARS1,NRCAM,MMP2,PLAU,SERPINF1,TNFRSF1A,HTRA1,ATF3,UNC5B,RGCC,LRP1,ADAM12,WARS1,DHCR7,S1PR1,HSPB6,ROBO2,KCNMA1,COL4A1,KDR,VEGFA,FGF2,PLCD3,CALR,NRP1,COL4A2,ADM,HSPG2,HS6ST2,SERPINE1,CD34,MAP2K6,KLF11,CTH,HGF,ITGA5,RUNX2,SOCS3,VLDLR,NRP2,ADM2,PAPPA,DLK1,APC,HAS2,BEX2,PROS1,FN1,LDLR,CLIC4,MDK,HTR2A,CDH13,SGPL1,LMO2,EGR1,OGT,EDIL3,AP3M2,CD44,IGF2R,TNFAIP3,CCL2,LDHA,PLCG1,ICAM1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Metabolism of terpenoid	6.55595520408192	-0.209	NSDHL,CRH,MMP2,VLDLR,ACAT2,HMGCR,FASN,SC5D,APC,ATF3,SQLE,LDLR,IDI1,SCD,MVK,LRP1,DHCR7,INSIG1,HMGCS1,KCNMA1,SGPL1,RBP1,ITGA6,FGF2,FDFT1,MSMO1,RPE65,DHCR24,HSPG2,HGF,MVD	Functional	Q73_Vs_pTANK_Glia
Occlusion of artery	6.51427857351842	0.847	CTSV,PLAU,MMP2,SOCS3,VLDLR,TNFRSF1A,ACAT2,PAPPA,HMGCR,DLK1,TUBE1,FN1,LDLR,SCD,PDE7B,LRP1,MKI67,S1PR1,HTR2A,PLXNA2,CDH13,KDR,GDF15,VEGFA,EGR1,CD44,OSMR,DLX6-AS1,SLC7A11,LMCD1,CDCP1,TNFAIP3,TPH1,FUT9,CCL2,CD55,VEPH1,PLCG1,HSPG2,SERPINE1,ICAM1,HGF,RUNX2,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Steroid metabolism	6.51427857351842	-0.374	NSDHL,CRH,MMP2,VLDLR,ACAT2,HMGCR,FASN,SC5D,ATF3,SQLE,LDLR,IDI1,SCD,MVK,LRP1,DHCR7,INSIG1,HMGCS1,KCNMA1,SGPL1,ITGA6,FGF2,FDFT1,MSMO1,DHCR24,HGF,MVD	Functional	Q73_Vs_pTANK_Glia
Cell survival	6.5016894462104	1.968	MFAP5,TNFRSF1A,PLCE1,TNFRSF10B,ATF3,AK3,DGKB,LRP1,RBM8A,PTPN13,S1PR1,HSPB6,TOP2A,TXNIP,KDR,CDKN2C,CALR,BCL6,NRP1,NUPR1,ADM,PLK4,PRPH,CTH,ITGA5,SNX10,PMAIP1,FBXO5,CRH,SHMT2,SOCS3,DLK1,NEAT1,FASN,CNTFR,APC,FN1,SNRPA1,SLC1A5,CDH13,ALPK2,BCL11B,EGR1,OGT,IGF2R,HLA-A,CEBPB,DPYD,PLAAT4,PLCG1,AURKB,MVP,CXCL9,NRCAM,PLAU,SERPINF1,ASS1,DOT1L,PHLPP1,SEL1L,RRS1,INPP5B,UNC5B,INSIG1,SLC7A1,CD74,VEGFA,RBP1,FGF2,CD55,SERPINE1,MAP2K6,HGF,RUNX2,VRK1,FHIT,BCL3,A2M,BEX2,SCD,EIF4A3,MDK,ADCYAP1R1,LMNB1,GDF15,SGPL1,ITGA6,CD44,GPR37L1,TNFAIP3,DHCR24,DHX38,CCL2,LDHA,GAD2,ICAM1,DHX9,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Synthesis of terpenoid	6.42481215507234	0.018	NSDHL,CRH,MMP2,TNFRSF1A,ACAT2,HMGCR,FASN,SC5D,STARD4,APC,GRM3,ATF3,SQLE,LDLR,IDI1,SCD,MVK,DHCR7,INSIG1,HMGCS1,GDF15,ITGA6,RBP1,FGF2,FDFT1,MSMO1,DHCR24,HGF,MVD,RUNX2	Functional	Q73_Vs_pTANK_Glia
Development of vasculature	6.40450377817443	1.848	SLC4A11,CXCL9,DLX5,YARS1,SARS1,NRCAM,MFAP5,MMP2,PLAU,SERPINF1,TNFRSF1A,HTRA1,ATF3,UNC5B,RGCC,LRP1,ADAM12,WARS1,DHCR7,S1PR1,HSPB6,ROBO2,KCNMA1,COL4A1,KDR,VEGFA,ADAM19,FGF2,PLCD3,CALR,NRP1,COL4A2,ADM,HSPG2,HS6ST2,SERPINE1,CD34,MAP2K6,KLF11,CTH,HGF,ITGA5,RUNX2,SOCS3,VLDLR,NRP2,ADM2,PAPPA,HMGCR,DLK1,APC,HAS2,PROS1,BEX2,FN1,LDLR,CLIC4,MDK,HTR2A,PLXNA2,CDH13,SGPL1,LMO2,EGR1,OGT,EDIL3,AP3M2,CD44,IGF2R,GFAP,TNFAIP3,CCL2,LDHA,PLCG1,ICAM1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Organization of cytoskeleton	6.34969247686806	1.473	CXCL9,SEZ6,DLX5,CHMP4C,CTSV,GJB1,NRCAM,MMP2,PLAU,SERPINF1,TNFRSF1A,LAMB1,DNER,ATF3,MTSS1,UNC5B,LRP1,ADAM12,OMG,GTSE1,S1PR1,ROBO2,TAPT1,KDR,VEGFA,FGF2,SRGAP1,TMEM107,ASPM,MYO5B,CALR,FIGN,EPB41L3,BCL6,LMCD1,RIPOR2,STMN2,NRP1,ADM,CCDC113,PLK4,CNTNAP1,SERPINE1,PRPH,MAP2K6,HGF,SNX10,FBXO5,SLITRK1,PHGDH,CRH,NDN,FHIT,AFDN,LZTS1,VLDLR,NRP2,FASN,NUSAP1,NQO1,CKB,NTNG1,APC,SLC3A2,A2M,HAS2,GPSM2,FN1,LDLR,NLGN3,EIF4EBP1,MDK,CDH13,LMNB1,GDF15,BCL11B,ITGA6,EGR1,OGT,RTN4R,NRXN1,CD44,MT3,GFAP,ARC,SDK1,CCL2,DPYSL3,PLAAT4,KIF18B,SSH2,ICAM1,AURKB,CETN2,TMSB10/TMSB4X	Functional	Q73_Vs_pTANK_Glia
Experimental autoimmune encephalomyelitis	6.30715308072277	1.497	KCNK2,NSDHL,CRH,MMP2,TNFRSF1A,HMGCR,SC5D,PELI1,TNFRSF10B,SQLE,IDI1,MVK,RGCC,NFKBIZ,SLC6A1,DHCR7,MDK,S1PR1,CIITA,HMGCS1,CD74,SGPL1,FDFT1,MSMO1,CD44,CALR,BCL6,HLA-A,DHCR24,MVD,RFTN1	Functional	Q73_Vs_pTANK_Glia
Neuromuscular disease	6.28066871301627	0	SEZ6,PSAT1,POLA1,NRCAM,TNFRSF1A,LAMB1,SRPX,RRS1,KCNH7,DGKB,MVK,KCNIP2,DHCR7,S1PR1,CIITA,TOP2A,TRIM22,KCNMA1,RAB39B,CD74,KDR,FGF2,CREB3L1,CALR,BCL6,LMCD1,SLC16A9,CD55,KCNK2,ANKRD11,FHIT,HMGCR,BCL3,SC5D,PODXL,CKB,STARD4,A2M,SQLE,LDLR,SCD,ALDH2,SH3BP4,HTR2A,SRSF1,SGTB,PLOD2,KCNA2,BCL11B,SLC1A4,FDFT1,EGR1,CD44,GFAP,NEDD4,IFIT1,DHCR24,CCL2,DPYSL3,LDHA,SCN2A,PLAAT4,GAD2,SERPING1,CETN2,HERPUD1	Functional	Q73_Vs_pTANK_Glia
Morphology of neurites	6.24949160514865	0	SEZ6,CRH,GJB1,CTSV,NRCAM,PLAU,NRP2,CKB,A2M,PTPN13,OMG,S1PR1,PLXNA2,ROBO2,LMNB1,VEGFA,GAS1,OGT,RTN4R,ARC,EPB41L3,DPYSL3,ABCD2,CNTNAP1,HGF	Functional	Q73_Vs_pTANK_Glia
Synthesis of steroid	6.23657200643706	-0.105	NSDHL,CRH,MMP2,TNFRSF1A,ACAT2,HMGCR,FASN,SC5D,STARD4,GRM3,ATF3,SQLE,LDLR,IDI1,SCD,MVK,DHCR7,INSIG1,HMGCS1,GDF15,ITGA6,FGF2,FDFT1,MSMO1,DHCR24,HGF,MVD,RUNX2	Functional	Q73_Vs_pTANK_Glia
Cell movement of endothelial cells	6.23284413391782	1.35	MMP2,PLAU,SERPINF1,NRP2,APC,PROS1,FN1,MTSS1,RGCC,WARS1,MDK,S1PR1,CDH13,COL4A1,KDR,VEGFA,EGR1,FGF2,CD44,EDIL3,IGF2R,CALR,TARS1,NRP1,CCL2,COL4A2,ADM,HSPG2,PLCG1,SERPINE1,ICAM1,MAP2K6,HGF,TMSB10/TMSB4X,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Migration of endothelial cells	6.19586056766465	1.279	MMP2,PLAU,SERPINF1,NRP2,APC,PROS1,FN1,RGCC,WARS1,MDK,S1PR1,CDH13,COL4A1,KDR,VEGFA,EGR1,FGF2,CD44,EDIL3,IGF2R,CALR,TARS1,NRP1,CCL2,COL4A2,ADM,PLCG1,SERPINE1,ICAM1,MAP2K6,HGF,TMSB10/TMSB4X,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Accumulation of lipid	5.95467702121334	-0.458	PHGDH,COL14A1,CRH,PLAU,SOCS3,VLDLR,ACAT2,HMGCR,FASN,LRP1B,FN1,LDLR,DGKB,SCD,LRP1,PASK,INSIG1,CD74,SGPL1,RBP1,FDFT1,PLAAT1,CD44,IGF2R,OSMR,RPE65,CEBPB,ABCD2,ICAM1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Microtubule dynamics	5.9100948885606	1.131	SEZ6,DLX5,CHMP4C,CTSV,GJB1,NRCAM,MMP2,PLAU,SERPINF1,TNFRSF1A,LAMB1,DNER,ATF3,MTSS1,UNC5B,LRP1,OMG,GTSE1,S1PR1,ROBO2,TAPT1,KDR,VEGFA,FGF2,SRGAP1,TMEM107,MYO5B,FIGN,EPB41L3,LMCD1,RIPOR2,STMN2,NRP1,ADM,CCDC113,PLK4,CNTNAP1,SERPINE1,PRPH,HGF,SNX10,FBXO5,SLITRK1,PHGDH,CRH,NDN,FHIT,AFDN,LZTS1,VLDLR,NRP2,FASN,NUSAP1,NQO1,CKB,NTNG1,APC,A2M,HAS2,FN1,LDLR,NLGN3,EIF4EBP1,MDK,CDH13,LMNB1,GDF15,BCL11B,ITGA6,EGR1,OGT,RTN4R,NRXN1,CD44,MT3,ARC,SDK1,CCL2,DPYSL3,PLAAT4,KIF18B,ICAM1,CETN2	Functional	Q73_Vs_pTANK_Glia
Apoptosis of endothelial cells	5.86327943284359	-0.371	MMP2,KDR,CD74,TNFRSF1A,VEGFA,SERPINF1,ASS1,FGF2,EDIL3,TNFRSF10B,ATF3,TNFAIP3,COL4A2,ADM,ALDH2,LRP1,SERPINE1,HGF,PMAIP1,RUNX2,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Encephalitis	5.83863199776502	1.22	KCNK2,NSDHL,CRH,MMP2,TNFRSF1A,HMGCR,SC5D,PELI1,TNFRSF10B,SQLE,IDI1,MVK,RGCC,NFKBIZ,SLC6A1,DHCR7,MDK,S1PR1,CIITA,HMGCS1,CD74,VEGFA,SGPL1,FDFT1,MSMO1,CD44,GFAP,CALR,BCL6,HLA-A,DHCR24,MVD,RFTN1	Functional	Q73_Vs_pTANK_Glia
Sprouting of vascular endothelial cells	5.77728352885242	0.566	SARS1,VEGFA,CCL2,UNC5B,ADM,FGF2,HS6ST2,HGF,CD44	Functional	Q73_Vs_pTANK_Glia
Uptake of amino acids	5.73754891026957	2.221	SLC6A9,SLC7A5,SLC7A11,SLC7A1,SERPINF1,SLC1A5,SLCO1C1,FGF2,SLC6A1,WARS1,SLC38A1,SLC3A2	Functional	Q73_Vs_pTANK_Glia
Apoptosis	5.72124639904717	0.379	CTSV,MMP2,TNFRSF1A,PLCE1,PELI1,TNFRSF10B,ATF3,AARS1,DPF1,LRP1,ADAM12,PTPN13,NFKBIZ,MKI67,SDF2L1,GTSE1,S1PR1,HSPB6,TOP2A,KCNMA1,TXNIP,KDR,CDKN2C,SOX3,MAF,PLCD3,CALR,BCL6,NRP1,RASGRF2,NUPR1,ADM,ZFAS1,PLK4,HSPG2,PRPH,CTH,ITGA5,NMI,PMAIP1,FBXO5,EFEMP1,CRH,NDN,LZTS1,INSM1,SOCS3,HMGCR,FASN,NUSAP1,CNTFR,APC,FN1,EIF4EBP1,ALPK2,SRSF1,NCOA5,BCL11B,LMO2,APOL6,EGR1,OGT,DMGDH,EDIL3,RTN4R,IGF2R,NEDD4,SLC7A11,CEBPB,SRRT,PLCG1,GMEB1,AURKB,MVP,GJB1,YARS1,HAX1,SGCG,PLAU,SERPINF1,ASS1,SIX4,DOT1L,PHLPP1,HTRA1,SEL1L,SRPX,MVK,UNC5B,CKS2,CIITA,COL4A1,CD74,VEGFA,GAS1,DDIT4,FGF2,TMEM107,MANF,OSMR,CDCP1,COL4A2,PPP1R15A,CD55,SERPINE1,KLF11,HGF,MAP2K6,DLEU2,RUNX2,PHGDH,THAP12,FHIT,LTV1,BCL3,NQO1,A2M,HAS2,BEX2,PROS1,LDLR,SCD,RPL37,SH3BP2,ALDH2,CLIC4,PMEPA1,NFE2L1,MDK,ADCYAP1R1,KPNA2,LMNB1,GDF15,SGPL1,ITGA6,CD44,MT3,ARC,TNFAIP3,DHCR24,CCL2,LDHA,SCN2A,PRPS1,ICAM1,DHX9,TMSB10/TMSB4X,BGN,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Proliferation of synovial cells	5.68824613894425	2.321	KCNMA1,FN1,PLAU,SOCS3,CCL2,FGF2,CD44,TNFRSF10B,CIITA	Functional	Q73_Vs_pTANK_Glia
Cell death of endothelial cells	5.68402965454308	-0.074	MMP2,KDR,CD74,TNFRSF1A,VEGFA,SERPINF1,ASS1,FGF2,EDIL3,TNFRSF10B,ATF3,TNFAIP3,COL4A2,ADM,ALDH2,LRP1,SERPINE1,MAP2K6,HGF,PMAIP1,RUNX2,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Apoptosis of neurons	5.61978875828839	-3.009	CTSV,HAX1,SERPINF1,INSM1,TNFRSF1A,SIX4,SEL1L,NQO1,CNTFR,ATF3,A2M,AARS1,FN1,UNC5B,LRP1,ADCYAP1R1,MDK,KCNMA1,KDR,BCL11B,VEGFA,SGPL1,FGF2,EGR1,OGT,RTN4R,OSMR,TNFAIP3,NRP1,CEBPB,CCL2,NUPR1,SCN2A,PRPH,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Electrical resistance of cells	5.5016894462104	-0.889	SERPINF1,VEGFA,CCL2,PLCG1,FGF2,HGF,CD44,S1PR1	Functional	Q73_Vs_pTANK_Glia
Cell viability of endothelial cells	5.49620931694282	1.427	CALR,CDH13,MFAP5,KDR,VEGFA,ASS1,LRP1,FGF2,SERPINE1,HGF,S1PR1	Functional	Q73_Vs_pTANK_Glia
Glucose metabolism disorder	5.48017200622428	-1.165	CXCL9,CTSV,MMP2,SERPINF1,TNFRSF1A,ACAT2,PHLPP1,SEL1L,LRP1B,ATF3,KCNH7,DGKB,LRP1,CIITA,PASK,ROBO2,COL4A1,PGM1,TXNIP,CD74,KDR,VEGFA,GAS1,RBP1,FGF2,H4C13,RSL24D1,OSMR,CALR,CHAC1,NMU,TPH1,COL4A2,ADM,CD55,SERPINE1,CD34,KLF11,CTH,HGF,GRB14,CRH,COL14A1,SOCS3,NRP2,ADM2,HMGCR,DLK1,FASN,BCL3,NQO1,SLC3A2,A2M,FN1,LDLR,PPP1R3C,SCD,PDE7B,ALDH2,SUV39H2,EIF4EBP1,ADCYAP1R1,HTR2A,CCNB1IP1,NCOA5,GDF15,SLC1A4,FDFT1,EGR1,GAA,OGT,EDIL3,CD44,MT3,GFAP,SH2B3,SLC7A11,HLA-A,IFIT1,CEBPB,CCL2,NEBL,DPYSL3,GAD2,VEPH1,ME1,ICAM1,SERPING1,INHBB	Functional	Q73_Vs_pTANK_Glia
Progressive neuropathy	5.48017200622428	0	GJB1,POLA1,NRCAM,FHIT,VLDLR,TNFRSF1A,HMGCR,NEAT1,FASN,SC5D,PODXL,ATF3,SQLE,LDLR,KCNH7,MVK,DHCR7,HTR2A,TOP2A,KCNMA1,TRIM22,RAB39B,CD74,KDR,KCNA2,SLC1A4,FGF2,FDFT1,EGR1,PLAAT1,NRXN1,CD44,CREB3L1,GFAP,NEDD4,IFIT1,DHCR24,CCL2,LDHA,GAD2,SCN2A,PRPH,SERPING1,MTHFD2	Functional	Q73_Vs_pTANK_Glia
Transport of amino acids	5.46980030179692	2.74	SLC7A5,SLC6A9,SLC7A1,SERPINF1,SLC1A4,SLCO1C1,FGF2,SLC6A15,SLC3A2,SLC38A1,SLC7A11,SLC7A3,SLC1A5,SLC6A1,WARS1,SLC13A3	Functional	Q73_Vs_pTANK_Glia
Multiple Sclerosis	5.41228903498109	0	TOP2A,TRIM22,KCNMA1,POLA1,NRCAM,FHIT,KCNA2,TNFRSF1A,HMGCR,SLC1A4,EGR1,SC5D,FGF2,FDFT1,CD44,CREB3L1,SQLE,IFIT1,DHCR24,KCNH7,MVK,CCL2,SERPING1,DHCR7	Functional	Q73_Vs_pTANK_Glia
Development of extraembryonic tissue	5.40671393297954	2.023	YARS1,FN1,MMP2,KDR,VEGFA,NRP2,NRP1,FGF2,SERPINE1,HGF,ITGA5,EDIL3	Functional	Q73_Vs_pTANK_Glia
Extension of cellular protrusions	5.33724216831843	1.887	NDN,KDR,VEGFA,NRP2,FGF2,RTN4R,CD44,MYO5B,MT3,ATF3,LMCD1,FN1,NRP1,CCL2,UNC5B,LRP1,SERPINE1,NLGN3,HGF,PRPH,MDK,S1PR1	Functional	Q73_Vs_pTANK_Glia
Huntington Disease	5.29843201494407	0	KCNK2,SEZ6,PSAT1,ANKRD11,TNFRSF1A,LAMB1,HMGCR,CKB,STARD4,A2M,SRPX,RRS1,LDLR,KCNH7,DGKB,SCD,ALDH2,SH3BP4,KCNIP2,DHCR7,S1PR1,HTR2A,CIITA,SGTB,PLOD2,BCL11B,SLC1A4,FGF2,FDFT1,EGR1,CD44,CREB3L1,GFAP,BCL6,LMCD1,SLC16A9,LDHA,DPYSL3,GAD2,SCN2A,PLAAT4,CETN2,HERPUD1	Functional	Q73_Vs_pTANK_Glia
Neurological signs	5.27984069659404	0	SEZ6,PSAT1,TNFRSF1A,LAMB1,SRPX,RRS1,KCNH7,DGKB,KCNIP2,DHCR7,S1PR1,CIITA,KCNMA1,FGF2,CREB3L1,BCL6,LMCD1,SLC16A9,ABCD2,SERPINE1,KCNK2,ANKRD11,LZTS1,HMGCR,CKB,STARD4,A2M,GPSM2,LDLR,SCD,ALDH2,SH3BP4,SLC6A1,HTR2A,SGTB,PLOD2,FRRS1L,BCL11B,SLC1A4,FDFT1,EGR1,CD44,GFAP,CEBPB,LDHA,DPYSL3,GAD2,SCN2A,PLAAT4,CETN2,HERPUD1,NFE2L2	Functional	Q73_Vs_pTANK_Glia
Progressive motor neuropathy	5.27002571430044	0	POLA1,NRCAM,FHIT,VLDLR,TNFRSF1A,HMGCR,NEAT1,FASN,SC5D,PODXL,ATF3,SQLE,LDLR,KCNH7,MVK,DHCR7,HTR2A,TOP2A,KCNMA1,TRIM22,RAB39B,CD74,KDR,KCNA2,SLC1A4,FGF2,FDFT1,EGR1,PLAAT1,NRXN1,CD44,CREB3L1,GFAP,NEDD4,IFIT1,DHCR24,CCL2,LDHA,GAD2,SCN2A,PRPH,SERPING1,MTHFD2	Functional	Q73_Vs_pTANK_Glia
Chemorepulsion of neurons	5.25963731050576	0.391	A2M,ROBO2,NRCAM,NRP2,MT3	Functional	Q73_Vs_pTANK_Glia
Seizures	5.2335871528876	0.341	KCNK2,SEZ6,IER2,GJB1,CRH,SARS1,SOCS3,TNFRSF1A,NRP2,CKB,ATF3,AARS1,LDLR,KCNIP2,NUDT11,SLC6A1,EIF4A3,LMNB2,HTR2A,KCNMA1,FRRS1L,KCNA2,ATP1A3,BEND5,FGF2,EGR1,AP3M2,DNAJB5,GFAP,ARC,LMCD1,NNAT,ADM,GAD2,SCN2A,ABCD2,EXT2,KCNT2	Functional	Q73_Vs_pTANK_Glia
Arrest in proliferation of cells	5.16430942850757	0	CDH13,SLC7A5,NDN,GDF15,SOCS3,CDKN2C,GAS1,FASN,EGR1,OGT,ELAC2,APC,BCL6,NRP1,CEBPB,NUPR1,SERPINE1,MAP2K6,MAZ,MDK,RUNX2	Functional	Q73_Vs_pTANK_Glia
Uptake of L-tryptophan	5.1337126609158	2	SLC7A5,SLC1A5,WARS1,SLC3A2	Functional	Q73_Vs_pTANK_Glia
Binding of endothelial cells	5.01772876696043	1.043	SLC7A5,KDR,GDF15,VEGFA,ITGA6,FGF2,CD44,EDIL3,HAS2,FN1,NRP1,CCL2,SERPINE1,CD34,ICAM1,HGF,SERPING1,TMSB10/TMSB4X,S1PR1,BGN	Functional	Q73_Vs_pTANK_Glia
Morphology of cellular protrusions	5.00833099262005	0	SEZ6,CRH,GJB1,CTSV,NRCAM,PLAU,NRP2,CKB,APC,A2M,GPSM2,PTPN13,OMG,S1PR1,PLXNA2,ROBO2,LMNB1,VEGFA,GAS1,OGT,RTN4R,ARC,EPB41L3,DPYSL3,ABCD2,CNTNAP1,HGF	Functional	Q73_Vs_pTANK_Glia
Chemotaxis of neurons	4.99139982823808	0.728	A2M,ROBO2,NRCAM,NRP2,LRP1,MT3	Functional	Q73_Vs_pTANK_Glia
