Pathway	pVal	zScore	Genes	type	comparison
Growth hormone Signaling	2.73048705578208	FALSE	AKR1A1,BCL6,BMP4,CCND2,CEBPB,CITED2,EGFR,FGFR3,FZD5,GFAP,HOXA1,IGFBP5,JUN,KLF10,NFKBIA,PLAAT3,S100B,TXNIP	Upstream	Intersect
HDL-cholesterol Signaling	2.72584215073632	FALSE	CEBPB,CHAC1,DDR2,DUSP15,EIF4EBP1,NUPR1	Upstream	Intersect
methylprednisolone Signaling	2.72353819582676	FALSE	ABAT,AK4,ATP2A2,CD38,CD44,CDH13,CITED2,CREG1,DDIT4,DUSP6,EPHX2,FAAH,FABP7,G0S2,GADD45A,GPD1,JAK2,JUN,LAD1,LAMA3,ME1,NFIB,PLAAT3,PPL,PSAT1,PTER,SLC26A1,SLC29A1,SLC4A11,SLC7A2,SNN,STAT1,TIMP3	Upstream	Intersect
APOE Signaling	2.72124639904717	FALSE	ABCA1,BMP4,CASP3,CCN1,CCND2,CD44,CREB3L1,CSF1,CSRP1,GAS7,HERPUD1,ICAM1,ITGA5,JUN,KCNJ10,LIPG,MMP2,PCSK2,PHLDA1,PLPPR3,PMEPA1,TRAF6,TXNIP	Upstream	Intersect
ANLN Signaling	2.71219827006977	FALSE	ANK1,CDH10,CSMD3,CYFIP2,CYP26B1,INSYN2A,SULF2	Upstream	Intersect
AURK Signaling	2.71219827006977	FALSE	ANK1,CDH10,CSMD3,CYFIP2,CYP26B1,INSYN2A,SULF2	Upstream	Intersect
RUNX3 Signaling	2.71219827006977	FALSE	ABCC5,CCN1,CIITA,COL4A1,FZD2,MMP2,PAPPA,PXDN,RASAL2,SPRED1,STC2,TIMP2	Upstream	Intersect
bleomycin Signaling	2.70996538863748	FALSE	BMP4,CASP3,CCL2,EGFR,FZD1,GAB1,HBEGF,ICAM1,IL13RA1,LMNB1,MAP4,MMP14,MMP2,TIMP2,TIMP3,TIMP4	Upstream	Intersect
IKZF1 Signaling	2.70774392864352	FALSE	BCL6,CAV2,CCND2,CD34,CD38,CITED2,DOCK9,FGFR4,INAFM2,KIT,LMO2,MMP14,P2RX4,RAG1,SEMA5A,SERPINH1,SOX9,SULF2,TXNIP	Upstream	Intersect
PAX3 Signaling	2.68824613894425	FALSE	ARC,BMP4,CNR1,DCT,FABP7,G0S2,MEST,MYL2,PCSK2,PHGDH,PTPN3,PXDN,SNCA,TCN2,TIMP3,TNNI1	Upstream	Intersect
MMP9 Signaling	2.68824613894425	FALSE	CD44,EGFR,GADD45A,HPGD,ICAM1,MMP14,MMP2,TRAF6,VEGFA	Upstream	Intersect
ADAMTS12 Signaling	2.68613277963085	FALSE	CHI3L1,HDC,IL11,IL33,SOX9	Upstream	Intersect
HMGB2 Signaling	2.68613277963085	FALSE	CEBPB,FZD2,GLI3,MMP14,PHLDA1	Upstream	Intersect
cyanocobalamin Signaling	2.68613277963085	FALSE	APC,EGFR,FZD1,GFAP,JUN	Upstream	Intersect
BHLHA15 Signaling	2.67366413907125	FALSE	GJB1,GJB2,NUPR1,RAB26	Upstream	Intersect
WIN 55,212-2 Signaling	2.67366413907125	FALSE	CNR1,DCX,MMP2,VEGFA	Upstream	Intersect
HTT Signaling	2.66958622665081	FALSE	ABCA1,ALDOC,ATP2A2,BCL11B,BCL6,BHLHE40,CASP3,CAST,CEBPB,CITED2,CNR1,COL4A1,COL4A2,CYFIP2,DIO2,DUSP6,ETV1,FABP7,GAS7,GFAP,GRM3,HAP1,HBEGF,HOMER1,IGFBP5,JUN,MFAP4,MMP14,MMP2,MYL2,NFIB,NFIL3,RGS16,SATB1,SERPINH1,SLC1A2,SNCA,SNN,TGFBI,TIMP3,UCHL1	Upstream	Intersect
bisindolylmaleimide I Signaling	2.66756154008439	FALSE	CCND2,CD44,EGFR,EIF4EBP1,ICAM1,MMP2,NFKBIA,OXTR,PRKCA,S1PR1,VEGFA	Upstream	Intersect
CP-55940 Signaling	2.66354026615147	FALSE	ALDOC,CCL2,CSF1,GADD45A,JUN,NFKBIA	Upstream	Intersect
NSD2 Signaling	2.66354026615147	FALSE	CA2,CCND2,GADD45A,JUN,PRKCA,STAT1	Upstream	Intersect
SPRY2 Signaling	2.66354026615147	FALSE	AXIN2,EGFR,ETV1,FABP7,FGFR3,MEST	Upstream	Intersect
SUMO3 Signaling	2.66354026615147	FALSE	CAV2,CCND2,CD38,ENPP3,GRB14,MMP14	Upstream	Intersect
cilostazol Signaling	2.66354026615147	FALSE	ABCA1,CCL2,GFAP,ICAM1,KDR,VEGFA	Upstream	Intersect
temozolomide Signaling	2.66354026615147	FALSE	CASP3,CCL2,MMP14,MMP2,NFKBIA,PMAIP1	Upstream	Intersect
prostaglandin E2 Signaling	2.65757731917779	FALSE	ARC,CASP3,CCL2,CD44,CEBPB,CSF1,EGFR,ENPP3,GFAP,HDC,ICAM1,IGFBP5,ITGA5,JUN,MMP14,MMP2,NFIL3,NFKBIA,PTGER4,PTK2,SP7,VEGFA	Upstream	Intersect
carbon tetrachloride Signaling	2.65364702554936	FALSE	AK4,CASP3,CD38,CNR1,FAAH,FGFR4,GADD45A,ICAM1,IGFBP5,IL13RA1,JUN,KDR,ME1,MMP2,SLCO1C1,TIMP2,TIMP3	Upstream	Intersect
ADCYAP1 Signaling	2.64975198166584	FALSE	ADCYAP1R1,BMP6,CEBPB,COL5A1,CRH,CRTAC1,DCDC2,DNAH9,DNMT3A,EMB,GFAP,HAPLN1,MEST,NFKBIA,SLC1A2,TENM2,TGFBI,TUBB2B	Upstream	Intersect
ciglitazone Signaling	2.64975198166584	FALSE	ABCA1,CAV2,CCL2,CIITA,GPD1,ICAM1,JUN,MMP2,NFKBIA	Upstream	Intersect
HDAC10 Signaling	2.64781748188864	FALSE	DCT,MMP2,TXNIP	Upstream	Intersect
SB-431542 Signaling	2.63638802010786	FALSE	ATP1A2,BMP4,BMP6,CD44,GFAP,GJB2,IL1RAP,MMP2,MYLPF,SLC1A2,SP7	Upstream	Intersect
cigarette smoke Signaling	2.63078414258986	FALSE	ABCA1,AXIN2,CASP3,CCL2,CCN1,COL4A2,DDIT4,DICER1,ICAM1,JUN,KDR,MMP2,NFKBIA,P2RX4,PRKCA,SLC6A9,STAT1,TCN2,VEGFA	Upstream	Intersect
REL Signaling	2.62893213772826	FALSE	ARFGAP3,ATP11A,CCL2,CCND2,CIITA,HBEGF,ICAM1,INSC,JUN,KDR,NFKBIA,NR4A3,PHGDH,PHIP,PLAAT3,PMAIP1,TNFRSF13C,ZHX3	Upstream	Intersect
PI3K (complex) Signaling	2.62708799702989	FALSE	ABCA1,APLN,CASP3,CCL2,CCND2,CD44,CEBPB,DDIT4,HBEGF,ICAM1,IL33,JUN,KDR,MMP14,MMP2,MTHFD2,NFKBIA,PLB1,SOX9,TXNIP,VEGFA	Upstream	Intersect
KLF11 Signaling	2.6252516539899	FALSE	APOL6,CCL2,CEBPB,DIO2,MMP14,MMP2,SERPINH1,STAT1,TIMP2,TIMP3,TIMP4,VEGFA	Upstream	Intersect
fulvestrant Signaling	2.61798295742513	FALSE	BMP4,CAST,CAV2,CCL2,CCN1,CSF1,DDIT4,EGFR,ERBB3,GADD45A,GJB2,ICAM1,IGFBP5,JUN,KLF10,MCM5,PMAIP1,SLC7A5,TIMELESS,VEGFA	Upstream	Intersect
EGF Signaling	2.61618463401957	FALSE	ADA,ARC,ARHGEF2,ATP2A2,CASP3,CCN1,CCND2,CD44,CEBPB,DIO2,DUSP6,EFNB2,EGFR,FABP7,GADD45A,GFAP,HBEGF,HPGD,ICAM1,IGFBP5,JUN,KLF10,MMP2,NR4A3,PRKDC,PTK2,PTPRN,SLC1A2,SPRY4,STAT1,TIMP3,VEGFA	Upstream	Intersect
KLF2 Signaling	2.61618463401957	FALSE	APLN,BMP4,CCL2,CD44,COL4A1,GADD45A,KDR,MMP14,NFKBIA,PLOD2,PTPRJ,S1PR1,SOX9,STAT1,TRAF6	Upstream	Intersect
LEF1 Signaling	2.61618463401957	FALSE	AXIN2,CASP3,CD44,DCT,MMP2,NRCAM,POU3F2,SOX9	Upstream	Intersect
FAS Signaling	2.61261017366127	FALSE	CASP3,CAST,CCL2,CD44,CLTB,COL4A1,COL4A2,COL5A1,CSF1,ICAM1,IL13RA1,IL1RAP,IQGAP2,JUN,NFKBIA,OPTN,P2RX4,PPP1R3D,PRKDC,PTGER4,PTPRN,RAPGEF5,TLN2,TRIB1,VEGFA	Upstream	Intersect
TGFA Signaling	2.61083391563547	FALSE	CCL2,CEBPB,EGFR,GFAP,GJB1,GJB2,ICAM1,SLC1A2,VEGFA	Upstream	Intersect
GPER1 Signaling	2.61083391563547	FALSE	BHLHE40,CCN1,DDIT4,JUN,NFKBIA,PTGER4,RGS16	Upstream	Intersect
BGN Signaling	2.60906489289662	FALSE	ACAN,AXIN2,CCL2,EGFR,MMP14	Upstream	Intersect
BMPR1B Signaling	2.60906489289662	FALSE	ACAN,DLX5,HAPLN1,NR2E1,SOX9	Upstream	Intersect
RET Signaling	2.60554831917378	FALSE	ANXA4,CCL2,CSF1,DUSP6,ETV1,INSM1,MMP14,PLOD2,PMAIP1,PTN,TIMP3	Upstream	Intersect
ERBB2 Signaling	2.57839607313017	FALSE	ADAMTS16,ALDOC,BHLHE40,CCL2,CCND2,CD34,CD47,CDC23,CEBPB,CHST2,COL4A1,COL5A1,DAP,DUSP6,EGFR,EIF4EBP1,EPHX2,ERBB3,ETV1,FZD4,GALNT3,HBEGF,HOMER2,IGFBP5,IL17B,ITGA5,JUN,KDR,KIT,MAP4,MCM5,MFAP2,MMP14,NFIB,P4HA2,PMEPA1,SPINT2,SPOCK1,STMN3,TGFBI,THSD1,TIMP3,VEGFA	Upstream	Intersect
FFAR3 Signaling	2.57511836336893	FALSE	ADGRV1,ARHGEF2,CHD5,ICAM1,IL1RAP,P4HA2,RASGRF2,SMOC1,SPOCK1	Upstream	Intersect
MBD3 Signaling	2.57511836336893	FALSE	APC,CCND2,CD44,DIXDC1,FZD1,FZD4,FZD5,LMO2,PRICKLE1	Upstream	Intersect
miR-29b-3p (and other miRNAs w/seed AGCACCA) Signaling	2.57348873863542	FALSE	CAV2,COL4A1,COL4A2,DNMT3A,GAS7,PPIC,TRIM9,VEGFA	Upstream	Intersect
FGFR2 Signaling	2.57024771999759	FALSE	AMOT,BMP4,CA2,CCND2,COL4A1,COL4A2,FLRT3,GASK1B,ICAM1,LGALS2,MEST,NEUROG2	Upstream	Intersect
TSC2 Signaling	2.57024771999759	FALSE	ARC,AXIN2,B3GALT2,CCND2,CREG1,DYNC1I1,FAM107A,GFAP,IGFBP5,PRKCA,SMPDL3A,STAT1	Upstream	Intersect
batimastat Signaling	2.57024771999759	FALSE	CEBPB,MMP14,MMP2,VEGFA	Upstream	Intersect
DCN Signaling	2.56383735295924	FALSE	CASP3,ICAM1,KIT,MMP2,S1PR1,TIMP3,VEGFA	Upstream	Intersect
NOG Signaling	2.56383735295924	FALSE	ACAN,BMP4,DLX5,GFAP,KDR,SP7,VEGFA	Upstream	Intersect
NUPR1 Signaling	2.56066730616974	FALSE	ABCC5,ALDOC,ANK1,CCN1,CDC23,CEBPB,CITED2,CNIH2,ETV1,GADD45A,GRAMD2B,HBEGF,HIVEP3,IL13RA1,KIF18A,LMNB1,MEGF9,NAAA,NFIB,NFIL3,NUPR1,P4HA2,PHLDA1,PTPRJ,RASAL2,SLC25A12,SYNE2,TMEM268,TRIB1,UBIAD1,USP31	Upstream	Intersect
SMAD4 Signaling	2.55129368009492	FALSE	ARHGEF2,BMP4,CCL2,CCND2,CITED2,CSF1,EGFR,EIF4EBP1,FGFR3,GADD45A,ICAM1,IL11,IL17B,NFKBIA,PAK3,SP7,TIMP3,VEGFA	Upstream	Intersect
PTGS1 Signaling	2.54821356447571	FALSE	CEBPB,CFTR,MMP2,OXTR,PTGER4,VEGFA	Upstream	Intersect
pimagedine Signaling	2.54821356447571	FALSE	CASP3,CAST,COL4A1,HBEGF,ICAM1,VEGFA	Upstream	Intersect
wortmannin Signaling	2.53610701101409	FALSE	CASP3,CCL2,CCND2,CD44,CSF1,ERBB3,GPD1,HAPLN1,ICAM1,JUN,MMP14,MMP2,NFKBIA,NR4A3,P4HA1,VEGFA	Upstream	Intersect
SPDEF Signaling	2.53313237964589	FALSE	APC,CD34,COL4A1,COL4A2,COL5A1,EGFR,ITGA5,PRKCA	Upstream	Intersect
platelet activating factor Signaling	2.51712641639125	FALSE	CCL2,ICAM1,MMP14,MMP2,NFKBIA,TIMP2,VEGFA	Upstream	Intersect
RAC1 Signaling	2.51570016065321	FALSE	BCL6,CIITA,HOXA1,ICAM1,IL33,JUN,MMP14,MMP2,SOX9,STAT1,VEGFA	Upstream	Intersect
3,4,5,3',4'-pentachlorobiphenyl Signaling	2.50307035192679	FALSE	AKR1A1,BMP4,CCND2,CD44,GADD45A,JUN,SLCO3A1,TIMELESS,TIPARP	Upstream	Intersect
TNFSF10 Signaling	2.5003129173816	FALSE	CASP3,DPYD,EGFR,JUN,MMP2,NFKBIA,PMAIP1,SERPINH1,STAT1,VEGFA	Upstream	Intersect
S100A9 Signaling	2.49757288001557	FALSE	APLN,BHLHE40,BMF,CNTN6,DDIT4,GJB2,ICAM1,IL33,MMP14,MMP2,NR4A3,PHLDA1,SLC26A1,TXNIP	Upstream	Intersect
ANXA1 Signaling	2.49214412830417	FALSE	ANXA4,CCL2,CSF1,ITGB1BP1,MMP2,TIMP2	Upstream	Intersect
F7 Signaling	2.49214412830417	FALSE	CCN1,GADD45A,HBEGF,ICAM1,MMP14,VEGFA	Upstream	Intersect
TLR7/8 Signaling	2.49214412830417	FALSE	CA2,CCL2,NFKBIA,PMAIP1,RGS20,SLC7A11	Upstream	Intersect
ATN1 Signaling	2.48811663902113	FALSE	ATP1B2,BCL6,BHLHE40,CNR1,ETV1,GAS7,HBEGF,IGFBP5,KCNA2,MARCKSL1,RGS16,SATB1	Upstream	Intersect
paraquat Signaling	2.48678239993206	FALSE	ATP8A2,BICD1,KCNA2,LRP4,NFIB,PLCE1,PMAIP1,SLC7A11,SNCA,VEGFA,ZHX3	Upstream	Intersect
16,16-dimethylprostaglandin E2 Signaling	2.48280410205003	FALSE	CD44,MMP2,PTGER4	Upstream	Intersect
7,8-dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide Signaling	2.48280410205003	FALSE	EGFR,JUN,VEGFA	Upstream	Intersect
FBXO42 Signaling	2.48280410205003	FALSE	CSF1,ICAM1,STAT1	Upstream	Intersect
Ferritin Signaling	2.48280410205003	FALSE	BMP6,ICAM1,NFKBIA	Upstream	Intersect
MEMO1 Signaling	2.48280410205003	FALSE	CA2,JUN,STC2	Upstream	Intersect
PDYN Signaling	2.48280410205003	FALSE	ARC,HOMER1,KDR	Upstream	Intersect
SHANK3 Signaling	2.48280410205003	FALSE	HOMER1,NLGN3,PCLO	Upstream	Intersect
TEAD Signaling	2.48280410205003	FALSE	CAV2,CCN1,CD44	Upstream	Intersect
miR-126a-3p (and other miRNAs w/seed CGUACCG) Signaling	2.48280410205003	FALSE	SLC45A3,SPRED1,VEGFA	Upstream	Intersect
Creb Signaling	2.47495519296315	FALSE	ACY3,ADCY8,ARHGEF9,ATP2A2,BMP6,CCN1,CDH10,CEBPB,CLMN,CRH,CSRP1,EPHA3,GPR85,HPGD,IL11,JUN,MMP2,NR4A3,PRKCA,SLC7A11,SOX9,VEGFA	Upstream	Intersect
butyric acid Signaling	2.47366072261016	FALSE	ANXA5,CASP3,CCND2,CD44,COL11A1,COL4A1,COL4A2,COL5A1,CSF1,G0S2,GADD45A,GLI3,GRM3,ICAM1,IL11,ITGA5,KIT,MYL2,NFKBIA,PMAIP1,PTPRN,SLC1A2,SOX9,SPOCK1,TGFBI,THSD7A,TIMP3,VEGFA	Upstream	Intersect
ERG Signaling	2.47366072261016	FALSE	ARHGEF2,AXIN2,CNR1,CUX2,DNMBP,DYNC1I1,FLNC,HERPUD1,HPGD,ICAM1,NFIL3,NRCAM,RAPGEF5,RHOJ,SNCA,SOX9	Upstream	Intersect
propionic acid Signaling	2.47237009912866	FALSE	ICAM1,RASGRF2,SMOC1,SPOCK1	Upstream	Intersect
FGF10 Signaling	2.47108329972235	FALSE	BMP4,CEBPB,LFNG,MMP14,NKX6-1,SOX9,TIMP3	Upstream	Intersect
pyridaben Signaling	2.47108329972235	FALSE	ATP8A2,BICD1,KCNA2,LRP4,NFIB,PLCE1,ZHX3	Upstream	Intersect
ROCK1 Signaling	2.4672456210075	FALSE	CCND2,CD44,COL4A2,COL5A1,ICAM1	Upstream	Intersect
cholecalciferol Signaling	2.45842075605342	FALSE	CCL2,CD38,CEBPB,CSF1,EGFR,GAS7,JUN,KIT,ME1,SP7,SULF2	Upstream	Intersect
isobutylmethylxanthine Signaling	2.45222529461218	FALSE	ABCA1,ACSL3,APLN,CD44,CEBPB,COL5A1,CRH,DGAT2,DHRS3,JUN,MMP2,PLAAT3,PTPRN,STAT1,TIMP2,TIMP3	Upstream	Intersect
STAT5B Signaling	2.44249279809434	FALSE	ADGRV1,ATP2A2,BCL6,BMF,CA2,CASP3,CCND2,CDO1,CUX2,CYP26B1,DGAT2,EGFR,G0S2,GADD45A,GJB1,GPD1,LAMA3,ME1,MYL2,TNNI1	Upstream	Intersect
paclitaxel Signaling	2.44129142946683	FALSE	ANXA5,APC2,ARHGEF2,BHLHE40,CCL2,CD44,CD47,DUSP6,ETV1,G0S2,GFAP,HBEGF,ICAM1,IL1RAP,ITGA5,JUN,LCP1,NFKBIA,PHGDH,PHLDA1,RFTN1	Upstream	Intersect
IL10 Signaling	2.44009337496389	FALSE	ABCA1,BMP6,CASP3,CCL2,CCND2,CD44,CDH13,CIITA,CSF1,FAAH,GPRC5B,HPGD,ICAM1,IL33,JUN,MMP2,NR4A3,PHGDH,RGS16,S100B,STAT1,TNFRSF13C,TRAF6,VEGFA	Upstream	Intersect
SUMO2 Signaling	2.43770713554353	FALSE	CAV2,CCND2,CD38,ENPP3,GRB14,MMP14	Upstream	Intersect
BMP7 Signaling	2.43651891460559	FALSE	BMP4,CCL2,CD34,CD44,CEBPB,DLX5,GRB14,ICAM1,IGFBP5,MMP2,SP7,VEGFA	Upstream	Intersect
CCN1 Signaling	2.43415218132648	FALSE	CCL2,CCN1,CCND2,ITGA5,KDR,MMP2,NLK,TIMP2,VEGFA	Upstream	Intersect
homocysteine Signaling	2.43415218132648	FALSE	ADM2,CCL2,GADD45A,HERPUD1,MMP2,OXTR,PHLDA1,PMAIP1,VEGFA	Upstream	Intersect
CEBPA Signaling	2.43415218132648	FALSE	APLN,ASCL1,CA2,CCND2,CEBPB,CHI3L1,CIITA,CREG1,CSF1,DGAT2,EFNB2,FZD1,G0S2,GADD45A,HPGD,ICAM1,JUN,NFIL3,OXTR,PLOD2,PPL,PTPN3,RAG1,SEMA3E,SMPDL3A,SPINT2,TIMP4,TRIB1	Upstream	Intersect
HDAC1 Signaling	2.4294570601181	FALSE	ACAN,ARC,AXIN2,BCL6,BMF,CCND2,CD34,CD44,EGFR,FAM107A,KDR,LMO2,MCM5,NFKBIA,PMAIP1,RAG1,SATB1,SLC1A2,SOX9	Upstream	Intersect
(Ala9)-autocamtide-2 Signaling	2.42365864979421	FALSE	CRH,MMP2	Upstream	Intersect
17alpha-hydroxyprogesterone caproate Signaling	2.42365864979421	FALSE	CRH,VEGFA	Upstream	Intersect
CMYA5 Signaling	2.42365864979421	FALSE	ATP2A2,TNNI1	Upstream	Intersect
DLST Signaling	2.42365864979421	FALSE	JUN,PRKDC	Upstream	Intersect
GCM1 Signaling	2.42365864979421	FALSE	FZD5,S100B	Upstream	Intersect
HSPB3 Signaling	2.42365864979421	FALSE	CCL2,ICAM1	Upstream	Intersect
IRS Signaling	2.42365864979421	FALSE	DGAT2,VEGFA	Upstream	Intersect
KRT5 Signaling	2.42365864979421	FALSE	ICAM1,VEGFA	Upstream	Intersect
LYPD6 Signaling	2.42365864979421	FALSE	AXIN2,FZD4	Upstream	Intersect
albendazole Signaling	2.42365864979421	FALSE	ICAM1,VEGFA	Upstream	Intersect
iCRT14 Signaling	2.42365864979421	FALSE	AXIN2,CD47	Upstream	Intersect
minodronate Signaling	2.42365864979421	FALSE	CCL2,ICAM1	Upstream	Intersect
mycophenolate mofetil Signaling	2.42365864979421	FALSE	CCL2,ICAM1	Upstream	Intersect
prostratin Signaling	2.42365864979421	FALSE	CASP3,ICAM1	Upstream	Intersect
singlet oxygen Signaling	2.42365864979421	FALSE	EGFR,ICAM1	Upstream	Intersect
titanium Signaling	2.42365864979421	FALSE	CCL2,VEGFA	Upstream	Intersect
JAK1/2 Signaling	2.41566877563247	FALSE	BCL11B,BHLHE22,C1QL3,CCL2,CIITA,CNIH2,FAM107A,LHX2	Upstream	Intersect
tamoxifen Signaling	2.40782324260413	FALSE	BMP4,CA2,CAV2,CCN1,COL11A1,EGFR,EIF4EBP1,ERBB3,FADS1,G0S2,GJB2,JUN,MMP2,NRCAM,OXTR,SLC1A2,SLC7A2,SLC7A5,SOX9,VEGFA	Upstream	Intersect
dithiothreitol Signaling	2.40120949323688	FALSE	ATP2A2,GADD45A,LMAN1,PHLDA1,VEGFA	Upstream	Intersect
ACVR1 Signaling	2.38615817812393	FALSE	AUTS2,DLX5,ICAM1,IL33,OGN,RNF157	Upstream	Intersect
MNT Signaling	2.3829996588791	FALSE	BCL6,CCND2,KLF10,TXNIP	Upstream	Intersect
NOX1 Signaling	2.3829996588791	FALSE	EGFR,KDR,NFKBIA,VEGFA	Upstream	Intersect
riboflavin Signaling	2.3829996588791	FALSE	APC,FZD1,JUN,MMP2	Upstream	Intersect
ETS2 Signaling	2.3777859770337	FALSE	BMP4,CD34,DUSP6,HPGD,ICAM1,JUN,MKX,PLAAT3	Upstream	Intersect
GNA14 Signaling	2.3777859770337	FALSE	BMP4,GADD45A,GRB14,HBEGF,NFIL3,PHLDA1,STAT1,VEGFA	Upstream	Intersect
NR3C1 Signaling	2.36653154442041	FALSE	ABCA1,BABAM2,BCL6,BHLHE40,BMF,CBX4,CCL2,CCN1,CD38,CD47,CEBPB,CRH,DAPK2,DDIT4,DGAT2,FGD4,GAB1,GADD45A,GRM3,HERPUD1,ICAM1,IL11,IL1RAP,IL33,JUN,KCNJ10,LAD1,LYST,MAGI3,MEST,MSRB1,NFIL3,NFKBIA,RBMS3,SERP2,SNCA,TIMP3,TIPARP,WDR26	Upstream	Intersect
LMNA Signaling	2.36451625318509	FALSE	CD38,COL11A1,HTRA3,JUN,LMNB1,LRP4,MMP14,MMP15,MYL2,PLXDC2,PWWP3B,RHPN2,SEMA7A,SKAP2,SLC22A23,STAT1,TIMP2,TIMP3	Upstream	Intersect
gefitinib Signaling	2.36251027048749	FALSE	ARC,BMF,CCL2,CEBPB,CTNNAL1,EGFR,IGFBP5,KIT,MMP15,SPRY4,STAT1,TIMP2,TIMP3,VEGFA	Upstream	Intersect
BRD4 Signaling	2.35951856302958	FALSE	BHLHE40,CCND2,COL4A1,COL5A1,FADS1,FKBP11,ICAM1,INSM1,ITGA5,SLC7A2,STC2,SUSD2	Upstream	Intersect
MAP2K1 Signaling	2.35359627377693	FALSE	ACAN,AXIN2,CCL2,CCN1,CD44,DUSP6,GPRC5B,HDC,ITGA5,JUN,MMP14,MMP2,NFKBIA,SOX9,VEGFA	Upstream	Intersect
RELN Signaling	2.34008379993015	FALSE	ABCA1,DAB1,FABP7	Upstream	Intersect
alprazolam Signaling	2.34008379993015	FALSE	CCL2,CRH,GABRB1	Upstream	Intersect
astressin 2B Signaling	2.34008379993015	FALSE	CRH,HPGD,VEGFA	Upstream	Intersect
SMAD5 Signaling	2.33724216831843	FALSE	CSF1,GFAP,ICAM1,SP7,VEGFA	Upstream	Intersect
TRAP1 Signaling	2.33441900898205	FALSE	AK3,CADM3,CD44,GARS1,MARS1,MTHFD2,SARS1,SLC4A11,UBIAD1	Upstream	Intersect
ID2 Signaling	2.33254704711005	FALSE	AXIN2,BCL6,CCND2,CD44,CEBPB,CSF1,FGFR3,HOMER2,ICAM1,JAK2,LMO2,MMP2,NR4A3,PTPN3,RPRM,SOX9	Upstream	Intersect
doxorubicin Signaling	2.31336373073771	FALSE	ATP2A2,BHLHE40,BMP4,CA2,CASP3,CCN1,CD44,CD47,DNMT3A,EGFR,GADD45A,HBEGF,HIPK2,JAK2,JUN,MAP4,MMP2,MYLPF,NFKBIA,PANK1,PMAIP1,PMEPA1,RGS16,RGS6,SOX9,STAT1,VEGFA	Upstream	Intersect
SOD1 Signaling	2.31158017799729	FALSE	ALDOC,ATP1A2,BMP4,CASP3,CAST,CNR1,GFAP,HIVEP3,HOMER1,ICAM1,JUN,LRRTM4,NFIL3,OLFM3,P2RX4,PRRX1,SLC1A2,SP7	Upstream	Intersect
BIRC3 Signaling	2.29756946355447	FALSE	CCL2,CSF1,ICAM1,NFKBIA	Upstream	Intersect
SMARCD3 Signaling	2.29756946355447	FALSE	ACAN,CD44,HAPLN1,SOX9	Upstream	Intersect
WWOX Signaling	2.29756946355447	FALSE	SP7,TIMP2,TIMP4,VEGFA	Upstream	Intersect
RUNX2 Signaling	2.29413628771608	FALSE	AXIN2,CIITA,COL11A1,GALNT3,HAPLN1,MMP14,MMP2,PTK2,SOX9,SP7,VEGFA	Upstream	Intersect
5-N-ethylcarboxamido adenosine Signaling	2.28988263488818	FALSE	BHLHE40,CCL2,CIITA,FZD1,GADD45A,KCNA2,NFIL3,NR4A3,TXNIP,VEGFA	Upstream	Intersect
MET Signaling	2.28988263488818	FALSE	BMF,CCND2,CD44,CITED2,HBEGF,HDC,JUN,MMP2,SLCO3A1,VEGFA	Upstream	Intersect
Mapk Signaling	2.28988263488818	FALSE	ADA,APLN,ARC,CCL2,CEBPB,HPGD,JUN,NR4A3,STAT1,VEGFA	Upstream	Intersect
TXNIP Signaling	2.28650945690606	FALSE	BCL6,DDIT4,G0S2,ICAM1,TXNIP,VEGFA	Upstream	Intersect
mir-146 Signaling	2.28650945690606	FALSE	CCL2,EGFR,KIT,MMP2,STAT1,TRAF6	Upstream	Intersect
N-acetyl-L-cysteine Signaling	2.28316227670048	FALSE	CASP3,CCL2,CCN1,CCND2,CFTR,DICER1,DUSP6,HBEGF,HDC,ICAM1,JUN,MMP2,PRKDC,SNCA,TXNIP,VEGFA,XAF1	Upstream	Intersect
cholesterol Signaling	2.28316227670048	FALSE	ABCA1,CAV2,CCL2,CSF1,FADS1,GLI3,HBEGF,ICAM1,KLF11,ME1,MMP14,MMP2,NR4A3,PSAT1,RGS16,SLC7A5,TIMP3	Upstream	Intersect
CDKN2A Signaling	2.27736607746619	FALSE	ANAPC5,CASP3,CCL2,CEBPB,CITED2,EHD3,EPS8,GAS7,IGFBP5,IL11,IL17B,JAK2,JUN,MCM5,MMP2,MYL2,P4HA2,PMAIP1,PMEPA1,VEGFA	Upstream	Intersect
UXT Signaling	2.27654432796481	FALSE	HPGD,NCOR1,NFKBIA,PMEPA1,SEC24D	Upstream	Intersect
deferasirox Signaling	2.27654432796481	FALSE	GAS7,JUN,KIT,ME1,SULF2	Upstream	Intersect
POU2F2 Signaling	2.27083521030723	FALSE	ADA,ALDOC,BCL6,DIXDC1,FJX1,JUN,MMAB,PLEKHG1,TIMP2	Upstream	Intersect
TFAP2C Signaling	2.26921772433361	FALSE	ADA,CD44,EGFR,HOXA1,IGFBP5,MAGI3,MMP14,MMP2	Upstream	Intersect
pyrrolidine dithiocarbamate Signaling	2.26201267366657	FALSE	BMF,CCL2,CFTR,ICAM1,MMP14,MMP2,NFKBIA,SLC1A2,SOX9,VEGFA	Upstream	Intersect
Pka Signaling	2.26121944151563	FALSE	ARC,CD44,CEBPB,DCT,HOMER1,JUN,MEST,NR4A3,OXTR,SLC1A2,SOX9,XAF1	Upstream	Intersect
