Node	Module	Type
Id4	3	Gene
Id3	1	Gene
Id2	2	Gene
Hipk2	4	Gene
Hapln2	1	Gene
Gramd2b	1	Gene
Gjc2	3	Gene
Gclm	2	Gene
Gab1	4	Gene
G2e3	1	Gene
Foxn3	1	Gene
Fkbp1a	3	Gene
Fgfr2	4	Gene
Fa2h	2	Gene
Erf	1	Gene
Erbin	2	Gene
Erbb3	2	Gene
Ephb1	4	Gene
Epas1	1	Gene
Egfr	2	Gene
Dusp15	1	Gene
Dock9	1	Gene
Dock10	4	Gene
Degs1	1	Gene
Ctnnal1	1	Gene
Creb5	1	Gene
Cldn11	4	Gene
Ccnd2	2	Gene
Ccnd1	1	Gene
Bin1	4	Gene
Bace1	4	Gene
Axin2	1	Gene
Atp8b1	4	Gene
Asph	1	Gene
Aspa	2	Gene
Arhgef10	1	Gene
Ankrd13a	1	Gene
Ankib1	1	Gene
Adgrg1	2	Gene
Add1	1	Gene
Acy3	1	Gene
Acsl3	1	Gene
9630013a20rik	1	Gene
Zmat4	1	Gene
Vnn1	1	Gene
Tubb2b	2	Gene
Tmem184c	1	Gene
Tmem176a	1	Gene
Susd2	1	Gene
Rab30	1	Gene
Prnp	2	Gene
Por	1	Gene
Pgd	3	Gene
Pfkfb3	1	Gene
Map3k6	1	Gene
Lgalsl	1	Gene
Kdr	4	Gene
Hsph1	3	Gene
Hsdl2	1	Gene
Hsd17b10	2	Gene
Hlf	3	Gene
Hla-Dqb1	1	Gene
Hla-Dqa1	3	Gene
Hif1a	2	Gene
Gstm5	3	Gene
Gstm3	1	Gene
Gphn	4	Gene
Ethe1	3	Gene
Entpd5	1	Gene
Elovl1	1	Gene
Cyp7b1	2	Gene
Cyb5b	1	Gene
Chmp4c	3	Gene
Cd36	1	Gene
Caprin2	4	Gene
Bdh1	1	Gene
Anxa5	4	Gene
Antxr2	1	Gene
Aldh1a7	4	Gene
Aldh1a1	1	Gene
Aasdh	1	Gene
Xaf1	1	Gene
Vcam1	1	Gene
Ube2l6	1	Gene
Trim21	1	Gene
Tapbp	1	Gene
Rsad2	1	Gene
Rnf213	1	Gene
Pnpt1	1	Gene
Nlrc5	1	Gene
Myd88	4	Gene
Mx2	1	Gene
Mx1	1	Gene
Irf8	1	Gene
Ido1	3	Gene
Hla-a	2	Gene
Eif2ak2	1	Gene
Cd40	2	Gene
Cd274	1	Gene
Ccl22	1	Gene
Casp1	3	Gene
B2m	2	Gene
Axl	2	Gene
Pou3f1	2	Gene
Pmp22	2	Gene
Mobp	1	Gene
Fads1	1	Gene
Ptger4	3	Gene
Pdk1	1	Gene
Id1	1	Gene
Gstt3	1	Gene
Gstm6	1	Gene
Gpam	3	Gene
Ddit3	3	Gene
Asns	1	Gene
Acsl5	1	Gene
Acsl4	2	Gene
Abca1	1	Gene
Vegfa	3	Gene
Usp18	1	Gene
Trim6-Trim34	1	Gene
Trim26	1	Gene
Tgfbi	1	Gene
Tap1	2	Gene
Stat2	1	Gene
Stat1	1	Gene
Samhd1	1	Gene
Samd9l	1	Gene
Rtp4	1	Gene
Psmb8	3	Gene
Prps2	1	Gene
Parp12	1	Gene
Oasl	1	Gene
Numa1	4	Gene
Nmi	1	Gene
Mov10	1	Gene
Lgals3bp	1	Gene
Jak2	4	Gene
Irgm1	1	Gene
Irgm	1	Gene
Irf9	1	Gene
Irf7	1	Gene
Iigp1	1	Gene
Igtp	1	Gene
Ifngr2	3	Gene
Ifit2	1	Gene
Ifit1b	1	Gene
Ifih1	1	Gene
Ifi44	1	Gene
Ifi35	1	Gene
Ifi27l2a/Ifi27l2b	1	Gene
Herc6	1	Gene
Gbp4	1	Gene
Gbp2	1	Gene
Flrt3	4	Gene
Fbn1	1	Gene
Emb	1	Gene
Dhx58	1	Gene
Ddx60	1	Gene
Ddx58	1	Gene
Cxcl10	1	Gene
Csrp1	4	Gene
Cnot6	1	Gene
Cmpk2	1	Gene
Ca2	3	Gene
Bst2	1	Gene
Thrsp	1	Gene
Stard4	1	Gene
Srebf2	1	Gene
Scd	1	Gene
Rdh11	1	Gene
Rarres2	1	Gene
Lipa	2	Gene
Ldlr	2	Gene
Insig1	1	Gene
Fasn	1	Gene
Fads2	1	Gene
Fabp7	3	Gene
Elovl6	1	Gene
Cyb5a	1	Gene
Cdkn1a	3	Gene
Camk1d	4	Gene
Bmp4	1	Gene
Aldoc	1	Gene
Acss2	1	Gene
Aacs	1	Gene
Mvd	1	Gene
Mvk	1	Gene
Idi1	1	Gene
Pmvk	1	Gene
Hmgcr	1	Gene
Acat2	1	Gene
Hmgcs1	1	Gene
Hmgcs2	3	Gene
Dhcr7	1	Gene
Msmo1	1	Gene
Sc5d	1	Gene
Hsd17b7	1	Gene
Cyp51	1	Gene
Tm7sf2	1	Gene
Dhcr24	1	Gene
Sqle	1	Gene
Nsdhl	1	Gene
Lss	1	Gene
Ebp	1	Gene
Migration of Microvascular Endothelial Cells	3	GO
Production of Sirna	3	GO
Lack of Optic Nerve	3	GO
Polarity of Cells	3	GO
Recessive Spastic Paraplegia	3	GO
Cell Movement of Endothelial Cells	3	GO
Organization of Plasma Membrane	4	GO
Elongation of Cells	3	GO
Morphology of Basement Membrane	3	GO
Differentiation of Nervous System	3	GO
Disorder of Basal Ganglia	3	GO
Quantity of Vesicles	4	GO
Migration of Endothelial Cells	3	GO
Convulsion	3	GO
Budding of Cells	3	GO
Tubulogenesis of Endothelial Cells	3	GO
Fate Determination of Cells	3	GO
Axonogenesis	4	GO
Tubulogenesis	3	GO
Igf1 Signaling	3	GO
Abl1 Signaling	3	GO
Gna14 Signaling	3	GO
Ngf Signaling	3	GO
Anxa1 Signaling	3	GO
Bdnf Signaling	3	GO
Ryr2 Signaling	3	GO
Il1b Signaling	3	GO
Pdgf Bb Signaling	3	GO
Il-8 Signaling	3	GO
Huntington's Disease Signaling	3	GO
Protein Kinase a Signaling	3	GO
Axonal Guidance Signaling	3	GO
Signaling by Rho Family Gtpases	3	GO
Q175_12	3	Comparison
g Beta Gamma Signaling	3	GO
Premature Senescence of Cells	3	GO
Intellectual Disability with Ataxia	3	GO
Uptake of Eicosanoid	3	GO
Q175_6	3	Comparison
Familial Non-Syndromic Sensorineural Hearing Impairment	3	GO
Alzheimer Disease	1	GO
Synthesis of Prostaglandin D2	1	GO
Necrosis	1	GO
Migration of Vascular Endothelial Cells	3	GO
Abnormal Morphology of Retinal Layer	1	GO
Lupus Erythematosus	1	GO
Transmigration of Vascular Endothelial Cells	1	GO
Deposition of Hyaluronic Acid	1	GO
Quantity of Neuroblasts	1	GO
Glucose Metabolism Disorder	3	GO
Quantity of Cells	1	GO
Movement of Vascular Endothelial Cells	3	GO
Specification of Neurons	2	GO
Amyloidosis	1	GO
Synthesis of Lipid	1	GO
Commitment of Cells	1	GO
Tubulation of Cells	1	GO
Survival of Olfactory Receptor Neurons	1	GO
Singleton-Merten Syndrome	1	GO
Cell Movement	1	GO
Hypoplasia of Retina	1	GO
Proliferation of Embryonic Cells	1	GO
Metabolism of Membrane Lipid Derivative	1	GO
Growth of Embryonic Tissue	1	GO
Neurological Deficiency	1	GO
Abnormal Morphology of Retina	1	GO
Migration of Cells	1	GO
Metabolism of Terpenoid	1	GO
Steroid Metabolism	1	GO
Antiviral Response	1	GO
Synthesis of Steroid	1	GO
Synthesis of Terpenoid	1	GO
Metabolism of Cholesterol	1	GO
Synthesis of Sterol	1	GO
Stat4 Signaling	1	GO
Pdlim2 Signaling	1	GO
Ifnar2 Signaling	1	GO
Ifn Beta Signaling	1	GO
Akt1 Signaling	1	GO
Htt Signaling	1	GO
Dicer1 Signaling	1	GO
Sox11 Signaling	1	GO
Tnf Signaling	1	GO
Ap2 Signaling	1	GO
Lmnb1 Signaling	1	GO
Tlr3 Signaling	1	GO
Fosl1 Signaling	1	GO
Dnajb4 Signaling	1	GO
Mir-154 Signaling	1	GO
Pex5l Signaling	1	GO
Fgfr3 Signaling	1	GO
Hedgehog Signaling	1	GO
Il6 Signaling	1	GO
Ifn Type 1 Signaling	1	GO
Cgas Signaling	1	GO
Pax7 Signaling	1	GO
Jak Signaling	1	GO
Nr2e3 Signaling	1	GO
Jak1 Signaling	1	GO
Tmem173 Signaling	1	GO
Sox2 Signaling	1	GO
Scara5 Signaling	1	GO
Scara3 Signaling	1	GO
Colec12 Signaling	1	GO
Fosl2 Signaling	1	GO
L1cam Signaling	1	GO
Ncoa2 Signaling	1	GO
Maf Signaling	1	GO
Tlr9 Signaling	1	GO
Interferon Alpha Signaling	1	GO
Nppb Signaling	1	GO
Fosb Signaling	1	GO
Stat3 Signaling	1	GO
Irf9 Signaling	1	GO
Ifnl3 Signaling	1	GO
Tgm2 Signaling	1	GO
Hmga1 Signaling	1	GO
Crem Signaling	1	GO
Mapk1 Signaling	1	GO
Irf5 Signaling	1	GO
Hdl-Cholesterol Signaling	1	GO
Adrb Signaling	1	GO
Cftr Signaling	1	GO
Ifng Signaling	1	GO
Creb1 Signaling	1	GO
Trex1 Signaling	1	GO
Irgm1 Signaling	1	GO
Dnase2 Signaling	1	GO
Spi1 Signaling	1	GO
Ddx58 Signaling	1	GO
Npc1 Signaling	1	GO
Srebf1 Signaling	1	GO
Fzd9 Signaling	1	GO
Insr Signaling	1	GO
Ifnl4 Signaling	1	GO
Mavs Signaling	1	GO
Atp7b Signaling	1	GO
Stat1 Signaling	1	GO
Socs1 Signaling	1	GO
Ptger4 Signaling	1	GO
Prl Signaling	1	GO
Eif2ak2 Signaling	1	GO
Sirt1 Signaling	1	GO
Stat2 Signaling	1	GO
Ifnar1 Signaling	1	GO
Rptor Signaling	1	GO
Irf3 Signaling	1	GO
Ackr2 Signaling	1	GO
Ifna2 Signaling	1	GO
Ifnb1 Signaling	1	GO
Zymosterol Biosynthesis	1	GO
Mevalonate Pathway i	1	GO
R62_6wk	1	Comparison
Superpathway of Geranylgeranyldiphosphate Biosynthesis i (via Mevalonate)	1	GO
Organization of Cellular Membrane	4	GO
Abnormal Morphology of Hippocampus	2	GO
Abnormal Morphology of Cerebellar Cortex	2	GO
Morphology of Rhombencephalon	2	GO
Movement Disorders	3	GO
Neurotransmission of Hippocampal Cells	2	GO
Coordination	2	GO
Abnormal Morphology of Cerebellum	2	GO
Degeneration of Brain	2	GO
Synthesis of Cholesterol	1	GO
Miniature Excitatory Postsynaptic Currents	2	GO
Neuronal Cell Death	2	GO
Outgrowth of Neurons	4	GO
Growth of Neurites	4	GO
Morphology of Cerebral Cortex	2	GO
Morphology of Neuronal Progenitor Cells	2	GO
Huntington's Disease	3	GO
Length of Neurons	4	GO
Organization of Nervous Tissue	4	GO
Chorea	3	GO
Neurological Signs	3	GO
Morphology of Stem Cells	2	GO
Fasciculation of Neurons	4	GO
Morphology of Axons	2	GO
Angiogenesis	1	GO
Motor Dysfunction or Movement Disorder	3	GO
Degeneration of Central Nervous System	2	GO
Density of Dendritic Spines	4	GO
Synaptic Transmission of Pyramidal Neurons	2	GO
Development of Vasculature	1	GO
Morphology of Cerebellum	2	GO
Seizures	3	GO
Mental Retardation	2	GO
Neurotransmission of Hippocampal Ca1 Region	2	GO
Progressive Muscular Dystrophy	1	GO
Organization of Intercellular Junctions	4	GO
Length of Cells	4	GO
Morphology of Hippocampus	2	GO
Electrophysiology of Nervous System	2	GO
Abnormal Morphology of Neurons	2	GO
Protein Kinase Cascade	1	GO
Vasculogenesis	1	GO
Organ Degeneration	1	GO
Spatial Learning	2	GO
x-Linked Hereditary Disease	2	GO
Shape Change of Neurons	4	GO
Long-Term Potentiation	2	GO
Organization of Synapse	4	GO
Dendritic Growth/Branching	4	GO
Synaptic Transmission of Cerebral Cortex Cells	2	GO
Formation of Dendritic Spines	4	GO
Fasciculation	4	GO
Potentiation of Synapse	2	GO
Growth Failure	1	GO
Seizure Disorder	3	GO
Neurotransmission of Pyramidal Neurons	2	GO
Long Term Synaptic Depression	2	GO
Branching of Neurons	4	GO
Abnormal Morphology of Forebrain	2	GO
Outgrowth of Cells	4	GO
Synaptic Transmission	2	GO
Branching of Neurites	4	GO
Abnormal Morphology of Neurites	2	GO
Shape Change of Neurites	4	GO
Formation of Brain	2	GO
Learning	2	GO
Cognition	2	GO
Neurotransmission of Cerebral Cortex Cells	2	GO
Abnormality of Cerebrum	2	GO
Quantity of Neurons	2	GO
Quantity of Synaptic Vesicles	2	GO
Synaptic Transmission of Brain Cells	2	GO
Proliferation of Neuronal Cells	4	GO
Cell Movement of Neurons	2	GO
Morphology of Forebrain	2	GO
Abnormality of Cerebral Cortex	2	GO
Migration of Neurons	2	GO
Development of Cerebral Cortex	2	GO
Neurotransmission of Brain Cells	2	GO
Synaptic Depression	2	GO
Synaptic Transmission of Central Nervous System Cells	2	GO
Synaptic Transmission of Nervous Tissue	2	GO
Branching of Cells	4	GO
Size of Body	1	GO
Development of Central Nervous System	2	GO
Neurotransmission of Central Nervous System Cells	2	GO
Morphology of Neurites	2	GO
Abnormal Morphology of Central Nervous System	2	GO
Density of Neurons	4	GO
Morphology of Nervous Tissue	2	GO
Formation of Cellular Membrane	4	GO
Neurotransmission	2	GO
Formation of Plasma Membrane	4	GO
Morphology of Neurons	2	GO
Abnormal Morphology of Brain	2	GO
Morbidity or Mortality	1	GO
Sprouting	4	GO
Morphology of Cellular Protrusions	2	GO
Assembly of Intercellular Junctions	4	GO
Developmental Process of Synapse	4	GO
Development of Gap Junctions	4	GO
Organismal Death	1	GO
Abnormal Morphology of Nervous System	2	GO
Morphology of Central Nervous System	2	GO
Morphology of Brain	2	GO
Cognitive Impairment	2	GO
Formation of Intercellular Junctions	4	GO
Cell-Cell Contact	4	GO
Formation of Cellular Protrusions	4	GO
Microtubule Dynamics	4	GO
Morphogenesis of Neurons	4	GO
Organization of Cytoskeleton	4	GO
Organization of Cytoplasm	4	GO
Neuritogenesis	4	GO
Morphology of Nervous System	2	GO
Development of Neurons	4	GO
Oga Signaling	1	GO
Dmd Signaling	1	GO
Kdm5b Signaling	2	GO
Kras Signaling	1	GO
Usp8 Signaling	1	GO
Ifnl1 Signaling	1	GO
Tp53 Signaling	3	GO
Insig1 Signaling	1	GO
Irf7 Signaling	1	GO
Sirt2 Signaling	1	GO
Cyp51a1 Signaling	1	GO
Nras Signaling	1	GO
Erbb2 Signaling	1	GO
Dbi Signaling	1	GO
Tcf7l2 Signaling	1	GO
Por Signaling	1	GO
Ifnar Signaling	1	GO
Sh3tc2 Signaling	1	GO
Mfsd2a Signaling	1	GO
Scap Signaling	1	GO
Trim24 Signaling	1	GO
Srebf2 Signaling	1	GO
Superpathway of Cholesterol Biosynthesis	1	GO
Cholesterol Biosynthesis Iii (via Desmosterol)	1	GO
Cholesterol Biosynthesis Ii (via 24,25-Dihydrolanosterol)	1	GO
R62_12wk	2	Comparison
Cholesterol Biosynthesis i	1	GO
