Pathway	pVal	zScore	Genes	type	comparison
Pemphigus foliaceus	5.53610701101409	0	EIF2AK2,CTSW,RSAD2,IFIT1,LIPC,STAT1,OASL,IFI44L,IFIH1,IFI44,TNFSF10,OAS2	Functional	R62_12wk
Priming of T lymphocytes	5.53610701101409	1.188	mir-142,SEMA4D,CLEC1B,IL1B,TNF,CEACAM1,Gzmb,IL12B,IL6,HGF,CD86,SIGLEC1	Functional	R62_12wk
Proliferation of kidney cells	5.52432881167557	1.262	IRF1,GAS6,PLAU,IL1B,CXCL10,PLAUR,CAMK4,IL6,IGF1,CD36,TNF,CSF1,APOE,AXL,HGF	Functional	R62_12wk
Adhesion of vascular endothelial cells	5.52143350440616	2.809	IL1B,VEGFA,RICTOR,PLAUR,ANXA5,CD274,CXCR4,F2R,CD36,EGR3,STAT1,TNF,FLT1,F3,LGALS3,SPP1,HGF	Functional	R62_12wk
Binding of hepatoma cell lines	5.5185573714977	2.356	CXCR4,ALCAM,TNF,VEGFA,CXCL10,LPL,IL6,SPP1,Stra6l	Functional	R62_12wk
Mobilization of myeloid cells	5.5185573714977	2.304	Ccl2,CXCR4,IL1B,CXCL10,STAT1,TNF,CXCL3,CXCL2,CXCL14	Functional	R62_12wk
Angiogenesis	5.49757288001557	0.606	Ccl2,GAS6,SLC4A11,LOX,NRARP,PML,ADD1,PLAU,SERPINF1,ECSCR,EGLN3,CEACAM1,NCF1,USP18,F2R,CXCR4,IL1RN,FLT1,ST6GAL1,FGF13,EMP2,STX7,SPP1,JAM2,ALCAM,EPHB3,IL1B,VEGFA,CXCL10,ANG,HLA-G,GAS5,PTGER4,RORA,AP3S2,IGF1,OLR1,FZD4,HSPB1,CD36,THBS2,YY1,TNFSF10,JAM3,SERPINE1,IFI16,CXCL14,CYBB,HGF,PTGER3,GSK3B,SEMA4D,OSM,RICTOR,RNF213,PRKAB1,IL6,RAC2,CLEC1B,AREG,MINAR1,PTN,ARNTL,FN1,STAT1,TNF,MGAT5,TAL1,MMP15,FOXO1,THAP1,PLAUR,DAAM1,CXCL2,JMJD6,ITGA9,SUFU,KLF7,EGR3,PRKCA,PTGS2,CSF1,CYP51A1,MAPK1,LGALS3,F3,APOE,HIPK2,ADRA2A,AXL,NFE2L2	Functional	R62_12wk
Fragmentation of DNA	5.49485002168009	1.482	GSK3B,IRF1,KPNA1,EIF2AK2,PML,IL1B,DNASE1L3,Gzmb,PRF1,MSR1,IL6,IGF1,KPNB1,Oas1b,HSPB1,PTN,STAT1,TNF,PTGS2,CSF1,TNFSF10,APOE,H1F0,CAPN2	Functional	R62_12wk
Cell movement of bone marrow-derived macrophages	5.49349496759513	1.977	FN1,Irgm1,PLAU,TNF,CSF1,CXCL3,SERPINE1,CTSE,HGF,RAC2	Functional	R62_12wk
Cytotoxicity	5.47755576649368	0.481	HSPA1A/HSPA1B,NFATC2,KLRB1,Gzmb,CEACAM1,IL6,Tnfsf9,CD274,IL23A,Klra7 (includes others),FN1,IL1RN,STAT1,TNF,IL12B,STX7,PRF1,HLA-G,IGF1,HLA-A,PRKCA,NAMPT,ADAR,TNFSF10,MAPK1,LGALS3,STAT5B,CYBB,TBX21	Functional	R62_12wk
Maturation of leukocytes	5.47495519296315	1.913	IRF1,HSPA1A/HSPA1B,PML,IL6,IL23A,Klra7 (includes others),CXCR4,STAT1,TNF,IL12B,PARP14,TAL1,CD86,TLR7,IL1B,VEGFA,HSP90B1,MAP3K14,ABCG1,DDX58,CD36,PTGS2,IFIH1,CSF1,TNFSF10,MAPK1,TBX21,CLEC7A	Functional	R62_12wk
Growth of neurites	5.47237009912866	-0.463	Ccl2,SH2D3C,EXOC4,NFATC2,EXT1,SLC39A12,PLPPR4,CSNK1D,CXCR4,FLT1,STX7,CHST2,TLR7,IL1B,EPHB3,VEGFA,Wasl,SOCS2,NFIA,IGF1,SCN4B,SERPINE1,CALB1,RIMS3,HGF,ARHGAP33,GSK3B,SEMA4D,MTMR9,SNAP25,RAB22A,IL6,DOCK1,SLC12A2,PTN,FKBP5,FN1,HAP1,TNF,THAP1,CAMK4,ITGA9,CAMK2A,NCAM1,KLF7,EGR3,CNPY2,CSF1,MAPK1,APOE,CTNND2,CDK1,GAL	Functional	R62_12wk
Cell viability of blood cells	5.46980030179692	0.681	GSK3B,SEMA4D,PML,ITPR2,SIGLEC8,RICTOR,IL2RB,CD22,IL6,RAC2,CXCR4,F2R,FN1,TSC22D3,STAT1,TNF,MGAT5,GPR65,PARP14,TAL1,FOXO1,CD86,IL1B,VEGFA,MAP3K14,CAMK4,MSR1,IGF1,EGR3,RIPK3,CSF1,TNFSF10,LGALS3,STAT5B,HGF,TBX21	Functional	R62_12wk
Invasion of malignant tumor	5.46597389394386	1.527	SEMA4D,ALCAM,PLAU,ZBTB16,CEACAM1,PLAUR,IL6,CXCL2,IGF1,CXCR4,F2R,PTGS2,CSF1,MAPK1,F3,SERPINE1,SPP1,HGF,CTNND2,CAPN2,NFE2L2	Functional	R62_12wk
Binding of embryonic cell lines	5.45842075605342	0.873	LOX,PLAU,EPHB3,LIPC,VEGFA,PLAUR,SORT1,MSR1,ITGA9,DMTN,FN1,MGAT5,RNASEL,HGF,Stra6l	Functional	R62_12wk
Response of phagocytes	5.45345733652187	1.207	OSM,PLAU,IL6,F2R,CAPG,FN1,TNF,ABCA7,CLCN3,TLR7,IL1B,CXCL10,PLAUR,ANXA5,ITGAX,DDX58,Wasl,SIGLEC1,RORA,mir-142,CD36,PRKCA,F3,LGALS3,CXCL3,SERPINE1,CH25H,HGF,AXL,CLEC7A	Functional	R62_12wk
Abortion	5.42481215507234	0	TLR7,IL1B,VEGFA,ATP1A3,ANXA5,NR3C2,PTGER4,IL6,TNF,PTGS2,FLT1,F3,STAT5B,PTGER3	Functional	R62_12wk
Morphology of blood cells	5.41341269532824	0	Ccl2,IRF1,PML,ADD1,HLA-DQA1,SAC3D1,CD22,CD274,GLA,ACP2,F2R,IL1RN,HIVEP2,SPP1,TFRC,CD86,JAM2,SLC7A1,HSP90B1,ANG,DDX58,HLA-G,TCIM,mir-142,CD36,TNFSF10,ADAR,STAT5B,HGF,SEMA4D,Gzmb,IL2RB,IL6,CLEC1B,CCND3,DMTN,STAT1,TNF,TAL1,Irgm1,HLA-A,RIPK3,CSF1,F3,ARSG,LGALS3,APOE,Ly6a (includes others),TBX21,NFE2L2	Functional	R62_12wk
Maturation of blood cells	5.40450377817443	1.507	IRF1,HSPA1A/HSPA1B,PML,ZBTB16,IL6,CCND3,IL23A,Klra7 (includes others),CXCR4,STAT1,TNF,IL12B,PARP14,TAL1,CD86,TLR7,IL1B,VEGFA,HSP90B1,MAP3K14,ABCG1,DDX58,CD36,PTGS2,IFIH1,CSF1,TNFSF10,MAPK1,TBX21,CLEC7A,CDK1	Functional	R62_12wk
Binding of connective tissue cells	5.3936186348894	0.428	PML,PLAU,IL6,DMTN,FN1,TNF,MGAT5,LGALS3BP,SPP1,RNASEL,ITSN1,IL1B,LIPC,VEGFA,PLAUR,SBNO2,ITGA9,IGF1,PRKCA,THBS2,CSF1,MAPK1,JAM3,APOE,HGF	Functional	R62_12wk
Maturation of antigen presenting cells	5.38933983691012	1.864	IRF1,HSPA1A/HSPA1B,TLR7,IL1B,VEGFA,HSP90B1,DDX58,IL6,IL23A,CD36,STAT1,TNF,IFIH1,CSF1,TNFSF10,IL12B,CD86,CLEC7A	Functional	R62_12wk
Apoptosis of neuroblastoma cell lines	5.38721614328026	0.788	EIF2AK2,GSK3B,HSPA1A/HSPA1B,ITSN1,IL1B,DNAJB1,VEGFA,IL6,IGF1,XPR1,NCAM1,TNF,TNFSF10,HPCA,APOE,SYVN1,GAL,HFE,CAPN2	Functional	R62_12wk
Development of adipose tissue	5.38195190328791	-2.219	GSK3B,LPIN1,HIVEP2,VEGFA,TNF,PTGS2,FLT1,MAPK1,IL6,HIPK2	Functional	R62_12wk
Proliferation of B lymphocytes	5.36151074304536	-1.807	SH2D3C,SEMA4D,SLAMF1,ITPR2,NFATC2,CD72,ZBTB16,PLEKHA2,IL2RB,CD22,IL6,CD274,CCND3,LPIN1,IL1RN,STAT1,TNF,PLEKHA1,ST6GAL1,PARP14,FOXO1,TFRC,CD86,TLR7,IL1B,MAP3K14,PTGER4,Wasl,KLF3,mir-142,EGR3,YY1,STAT5B,CYBB,AXL,BANK1	Functional	R62_12wk
Blood clot	5.3585258894959	0.41	GSK3B,GAS6,ATP2A3,PLAU,CEACAM1,NR3C2,IL6,CLEC1B,DMTN,F2R,ARNTL,C2,TNF,LGALS3BP,IL1B,VEGFA,PLAUR,ANXA5,PTGER4,CD36,GPX3,PTGS2,LPL,F3,LGALS3,APOE,SERPINE1,QPRT,AXL,PTGER3	Functional	R62_12wk
Fibrosis	5.35556141053216	-0.656	Ccl2,LOX,PLAU,ECSCR,NCF1,CLSTN1,NR3C2,IL16,IL23A,F2R,IL1RN,HILPDA,FLT1,IL12B,CRLF2,RNASEL,SPP1,SLC2A6,IL1B,VEGFA,PRF1,PTGER4,ATP2A2,RORA,IGF1,GAS2L3,HSPB1,mir-142,CD36,LATS2,THBS2,YY1,DNMT3A,LPL,TNFSF10,SERPINE1,CYBB,HGF,GSK3B,OSM,IL2RB,ST14,IL6,FN1,STAT1,TNF,SDC3,PLAUR,MSR1,NAMPT,PTGS2,CSF1,LGALS3,F3,APOE,SYVN1,ADRA2A,DAG1,NFE2L2	Functional	R62_12wk
Abnormal morphology of thoracic cavity	5.34969247686806	0	Ccl2,IRF1,ATP2A3,LOX,Hspa1b,NFATC2,PLAU,HLA-DQA1,EGLN3,NCF1,NR3C2,GLA,IL23A,F2R,CXCR4,IL1RN,HIVEP2,PPP1R1A,FLT1,RGS2,TMPO,Mff,RNASEL,BAG3,KDM2A,IL1B,VEGFA,HSP90B1,PDLIM5,PRF1,Wasl,PTGER4,ATP2A2,IGF1,GAS2L3,CD36,GPX3,LATS2,THBS2,LPL,SCN4B,SERPINE1,STAT5B,CYBB,HGF,H1F0,GSK3B,OSM,EPN2,AFDN,Hist1h1e,CAMK2D,LASP1,IL6,DISP1,DOCK1,CLEC1B,CCND3,HIST1H1C,TFAM,FN1,TSC22D3,TNF,LAMP2,HDAC4,TAL1,MMP15,ATMIN,CAPN2,TNS1,MAP3K14,CAMK4,JMJD6,SUFU,PRKCA,RIPK3,PTGS2,KMT5B,CYP51A1,MAPK1,F3,APOE,ADRA2A,DAG1,GAL,NFE2L2	Functional	R62_12wk
Activation of fibroblasts	5.34390179798717	1.627	Ccl2,OSM,FN1,Retnla,IL1B,TNF,LGALS3,IL6,SPP1,HGF,MTTP	Functional	R62_12wk
Activation of muscle	5.34390179798717	1.411	Ccl2,Retnla,IL1B,TNF,ANG,LGALS3,MSR1,APOE,HGF,IGF1,MTTP	Functional	R62_12wk
Cytotoxicity of cells	5.33913452199613	0.862	HSPA1A/HSPA1B,NFATC2,KLRB1,Gzmb,CEACAM1,IL6,Tnfsf9,CD274,IL23A,Klra7 (includes others),FN1,STAT1,TNF,IL12B,STX7,PRF1,HLA-G,IGF1,HLA-A,PRKCA,NAMPT,TNFSF10,MAPK1,LGALS3,STAT5B,CYBB,TBX21	Functional	R62_12wk
Engulfment of blood cells	5.33913452199613	0.522	PLAU,RAC2,DOCK1,CAPG,TNF,IL12B,ABCA7,CLCN3,IL1B,CXCL10,PLAUR,ANXA5,ITGAX,MSR1,Wasl,SIGLEC1,RORA,mir-142,CD36,PRKCA,LGALS3,APOE,SERPINE1,CH25H,HGF,AXL,XKR8	Functional	R62_12wk
Maturation of phagocytes	5.33818731446274	1.754	IRF1,HSPA1A/HSPA1B,PML,TLR7,IL1B,VEGFA,HSP90B1,DDX58,IL6,IL23A,CD36,STAT1,TNF,IFIH1,CSF1,TNFSF10,IL12B,CD86,CLEC7A	Functional	R62_12wk
Accumulation of macrophages	5.33068311943389	0.811	IRF1,Ccl2,TLR7,PLAU,VEGFA,ABCG1,ITGAX,F2R,IL1RN,TNF,CSF1,TNFSF10,IL12B,APOE,SPP1	Functional	R62_12wk
Cell viability of leukocytes	5.32882715728492	0.621	GSK3B,SEMA4D,PML,ITPR2,SIGLEC8,RICTOR,IL2RB,CD22,IL6,RAC2,CXCR4,F2R,FN1,TSC22D3,STAT1,TNF,MGAT5,GPR65,PARP14,FOXO1,CD86,IL1B,MAP3K14,CAMK4,MSR1,EGR3,RIPK3,CSF1,TNFSF10,LGALS3,STAT5B,HGF,TBX21	Functional	R62_12wk
Necrosis	5.32605800136591	1.145	GAS6,IRF1,TACC1,HSPA1A/HSPA1B,PML,ADIPOR1,NR3C2,COPG1,CD22,GNAL,ENC1,RASSF3,CXCR4,RNASEL,SPP1,DHX58,HSP90B1,HLA-G,PTGER4,LYZ,YY1,DNMT3A,DECR1,ZBP1,IFI16,Ifi202b,PENK,RICTOR,IL6,FKBP5,HAP1,TPD52,LAMP2,OGFOD1,ITSN1,OAS2,STAR,CAMK2A,Ms4a4b (includes others),NCAM1,IPPK,RIPK3,PTGS2,CSF1,SHD,HSP90AB1,HIPK2,TBX21,AURKB,MTTP,Ccl2,ITPR2,BCL2L13,PLAU,IL1RN,PPP1R1B,KDM2A,VEGFA,CXCL10,PRF1,FGL2,TCIM,OLR1,MANF,HSPB1,mir-142,CD36,ADARB1,HGF,CYBB,SEMA4D,SIGLEC8,Gzmb,NDUFAF4,CCND3,Klra7 (includes others),PTN,STAT1,LGALS3BP,TAL1,VAPB,TRIM25,ANXA5,MSR1,TRIM27,Retnla,Irgm1,NAMPT,CNPY2,F3,Ly6a (includes others),DAG1,DCAF1,TLR1,CEACAM1,NCF1,USP11,CD274,F2R,ST6GAL1,EMP2,ALCAM,Neat1,ANG,DDX58,REPIN1,GAS5,SORT1,IGF1,RAI14,LALBA,ADAR,TNFSF10,STAT5B,RNF19A,MTMR9,SNAP25,ZBTB16,PSMA3,ST14,DOCK1,AREG,HTRA3,HIST1H1C,TFAM,FN1,IRF7,NCS1,PARP14,ATMIN,FOXO1,THAP1,HFE,FEM1B,MAP3K14,PLAUR,ABCG1,CAMK4,KPNB1,HLA-A,KLF7,PRKCA,IRF2BP2,NCEH1,ACAT1,HPCA,CCDC47,APOE,SYVN1,SLC25A12,AXL,CDK1,EIF2AK2,IRF9,ST8SIA1,NFATC2,SERPINF1,EGLN3,ECSCR,USP18,XAF1,FLT1,IL12B,CD86,TFRC,BAG3,TLR7,IL1B,DNAJB1,STAT2,RGPD4 (includes others),ATP2A2,EXOG,KCNK9,KHDRBS1,IGF2BP2,LATS2,THBS2,IFIH1,DDN,HSPH1,CXCL3,SERPINE1,CALB1,GSK3B,GIMAP4,OSM,CAMK2D,IL2RB,PRKAB1,RAB22A,RAC2,EIF2S2,TSC22D3,TNF,Clec2d (includes others),GPR65,MGAT5,TP53BP1,HDAC4,CAPN2,CXCL2,XPR1,LYNX1,EGR3,MAPK1,LGALS3,SNRPD3,GAL,XKR8,NFE2L2	Functional	R62_12wk
Development of bone marrow cells	5.30803489723264	1.446	EIF2AK2,LOX,PML,OSM,RBBP5,IL6,Tnfsf9,Ifi27l2a/Ifi27l2b,IL1RN,FN1,HIVEP2,TNF,Clec2d (includes others),TAL1,FOXO1,HIST4H4,IL1B,H3F3A/H3F3B,HIST1H3A,IGF1,RORA,RAB7B,THBS2,CSF1,ADAR,AXL	Functional	R62_12wk
Vasculogenesis	5.30803489723264	0.976	Ccl2,GAS6,SLC4A11,LOX,NRARP,PML,PLAU,SERPINF1,ECSCR,EGLN3,CEACAM1,USP18,F2R,CXCR4,IL1RN,FLT1,ST6GAL1,FGF13,STX7,SPP1,JAM2,ALCAM,IL1B,EPHB3,VEGFA,CXCL10,ANG,GAS5,RORA,AP3S2,IGF1,OLR1,FZD4,CD36,THBS2,YY1,TNFSF10,JAM3,SERPINE1,IFI16,CXCL14,CYBB,HGF,PTGER3,GSK3B,SEMA4D,OSM,RICTOR,PRKAB1,IL6,CLEC1B,PTN,ARNTL,FN1,STAT1,TNF,MGAT5,TAL1,FOXO1,THAP1,PLAUR,DAAM1,CXCL2,ITGA9,SUFU,KLF7,EGR3,PRKCA,PTGS2,CSF1,CYP51A1,MAPK1,LGALS3,F3,APOE,HIPK2,ADRA2A,AXL	Functional	R62_12wk
Response of liver	5.3045183235098	1.579	PLAU,HLA-DQA1,KLRB1,ZBTB16,IL2RB,IL6,CD274,IL23A,LPIN1,IL1RN,STAT1,TNF,FLT1,IL12B,SPP1,TFRC,TLR7,CXCL10,MAP3K14,PLAUR,PRF1,DDX58,CXCL2,IGF1,HLA-A,ARIH2,LATS2,CSF1,TNFSF10,LGALS3,CXCL3,APOE,SERPINE1,TTC39B,HGF,TBX21,MTTP,NFE2L2	Functional	R62_12wk
Cytotoxicity of T lymphocytes	5.28650945690606	1.092	HSPA1A/HSPA1B,NFATC2,PRF1,Gzmb,HLA-G,IL6,Tnfsf9,CD274,IL23A,HLA-A,TNF,TNFSF10,IL12B,STX7	Functional	R62_12wk
Function of lymphocytes	5.28232949699774	-0.012	Ccl2,GSK3B,IRF1,GIMAP4,SLAMF1,NFATC2,NLRC5,KLRB1,Gzmb,CEACAM1,IL16,IL6,Tnfsf9,Trim30a/Trim30d,CNPY3,CD274,IL23A,IRF7,CRTAM,STAT1,TNF,IL12B,CD86,IL1B,CXCL10,PRF1,ANG,HLA-G,mir-142,Retnla,HLA-A,TNFSF10,APOE,STAT5B,BANK1,TBX21	Functional	R62_12wk
Benign pelvic disease	5.27408836770495	0	GAS6,HSPA1A/HSPA1B,HLA-DQA1,IFI44L,NR3C2,DYRK2,CXCR4,XAF1,FLT1,SPP1,ISG20,SLC7A1,CXCL10,VEGFA,P4HA1,RORA,HSPB1,mir-142,GPX3,THBS2,IFIH1,SLC24A3,DNMT3A,ADARB1,NUP50,CXCL14,HGF,PTGER3,THAP12,PENK,ZBTB16,IL2RB,IL6,FN1,TNF,FRMD4B,RAP2B,TAL1,FOXO1,COL6A3,DDX24,PLAUR,ABCG1,SLC1A4,ABI2,STAR,KLF3,ARIH2,IFIT1,PTGS2,APOE,HSP90AB1,ADRA2A,AURKB,CDK1	Functional	R62_12wk
Accumulation of antigen presenting cells	5.27408836770495	1.058	IRF1,Ccl2,TLR7,PLAU,VEGFA,ABCG1,ITGAX,F2R,IL1RN,STAT1,TNF,CSF1,TNFSF10,IL12B,APOE,SPP1	Functional	R62_12wk
Formation of endothelial tube	5.26600071346161	1.053	PLAU,SERPINF1,VEGFA,CEACAM1,PLAUR,PTN,FN1,PRKCA,TNF,FLT1,FGF13,SERPINE1,FOXO1	Functional	R62_12wk
Spontaneous abortion	5.26600071346161	0	TLR7,IL1B,VEGFA,ANXA5,NR3C2,PTGER4,IL6,TNF,PTGS2,FLT1,F3,STAT5B,PTGER3	Functional	R62_12wk
Cell death of macrophages	5.26042765554991	0.013	IRF1,EIF2AK2,IL1B,SERPINF1,ABCG1,MSR1,LYZ,RIPK3,STAT1,NAMPT,TNF,CSF1,NCEH1,ST6GAL1,TNFSF10,ACAT1,LGALS3,APOE,CYBB,NFE2L2	Functional	R62_12wk
Infection by DNA virus	5.26042765554991	-1.369	IRF1,EIF2AK2,TLR7,CXCL10,PRF1,IL2RB,IL6,CD274,IL23A,Klra7 (includes others),F2R,IL1RN,STAT1,TNF,PTGS2,CSF1,ST6GAL1,ADAR,F3,CH25H	Functional	R62_12wk
Recruitment of connective tissue cells	5.25963731050576	1.235	Ccl2,VEGFA,TNF,PTGS2,FLT1,CSF1,LGALS3,F3,IL6	Functional	R62_12wk
Pemphigus	5.24412514432751	0	LGALSL,EIF2AK2,RSAD2,LIPC,OASL,VEGFA,TNS1,IFI44L,GP9,OAS2,CTSW,IFIT1,STAT1,PTGS2,IFIH1,IFI44,TNFSF10	Functional	R62_12wk
Generation of reactive oxygen species	5.24184537803261	2.49	ITPR2,PLAU,SERPINF1,NCF1,NR3C2,IL6,RAC2,TFAM,TNF,CLCN3,TLR7,ITSN1,IL1B,PLAUR,IGF1,OLR1,HSPB1,CD36,PRKCA,NAMPT,MAPK1,LGALS3,APOE,CALB1,CXCL14,CYBB,HGF,NFE2L2	Functional	R62_12wk
Proliferation of myeloid cells	5.22475374025976	1.171	SEMA4D,LOX,PML,IL1B,CD72,CXCL10,ZBTB16,CEACAM1,SAMD9L,IL6,CXCL2,IGF1,PTN,TNF,CSF1,CXCL16,LGALS3,APOE,SERPINE1,CXCL3,STAT5B,SPP1,HGF,TAL1	Functional	R62_12wk
Progressive neurological disorder	5.22040350874218	1.912	EIF2AK2,ITPR2,RSAD2,HSPA1A/HSPA1B,NFATC2,PLAU,HLA-DQA1,NR3C2,PLPPR4,GNAL,ZC3HAV1L,CXCR4,PPP1R1A,FLT1,IL12B,CXCL16,SPP1,TFRC,DLG2,ABCA7,ALCAM,IL1B,APOD,CXCL10,VEGFA,TRIM5,HSP90B1,ATP1A3,ANG,H3F3A/H3F3B,HLA-G,PTGER4,SORT1,IGF1,OLR1,KHDRBS1,HSPB1,CD36,ARPP21,ALDH5A1,SLC24A3,LPL,SCN4B,CALB1,GSK3B,PENK,SNAP25,IL2RB,IL6,SPON1,EPSTI1,TSHZ1,AREG,TFAM,IRF7,TNF,FRMD4B,HDAC4,FOXO1,THAP1,CAPN2,HFE,VAPB,ANXA5,DBI,GPNMB,SLC1A4,TRIM27,STAR,CAMK2A,KLF3,IFIT1,PRKCA,PTGS2,MAPK1,ARSG,HPCA,F3,CH25H,APOE,SYVN1,HSP90AB1,ADRA2A,AXL,CDK1,GAL,NFE2L2	Functional	R62_12wk
Proliferation of microglia	5.19791074211827	2.4	PTN,IL1B,TNF,CSF1,CXCL16,LGALS3,IL6,IGF1	Functional	R62_12wk
Tubulation of endothelial cells	5.1944991418416	1.332	GAS6,PML,ALCAM,PLAU,CXCL10,VEGFA,SERPINF1,ECSCR,PLAUR,IL6,USP18,OLR1,PTN,PRKCA,FLT1,ST6GAL1,HGF,AXL,FOXO1	Functional	R62_12wk
Inhibition of lymphocytes	5.19246497193115	1.41	KLRB1,HLA-G,PTGER4,IL6,CD274,AREG,Klra7 (includes others),HLA-A,TNF,PTGS2,TNFSF10,TBX21,CD86	Functional	R62_12wk
Development of bone marrow	5.17392519729917	0.951	EIF2AK2,LOX,PML,OSM,RBBP5,IL2RB,IL6,Tnfsf9,Ifi27l2a/Ifi27l2b,IL1RN,FN1,HIVEP2,TNF,Clec2d (includes others),TAL1,FOXO1,HIST4H4,IL1B,H3F3A/H3F3B,HIST1H3A,SOCS2,IGF1,RORA,KHDRBS1,RAB7B,THBS2,CSF1,ADAR,CXCL3,AXL	Functional	R62_12wk
Cellular infiltration by mononuclear leukocytes	5.17005330405836	2.136	Ccl2,OSM,NFATC2,ST14,IL16,IL6,CD274,IL23A,FN1,STAT1,TNF,FLT1,CXCL16,IL12B,SPP1,CD86,IL1B,CXCL10,PRF1,ABCG1,HLA-A,PTGS2,TNFSF10,APOE,Ly6a (includes others),STAT5B,HGF	Functional	R62_12wk
Binding of mononuclear leukocytes	5.16877030613294	1.963	OSM,PLAU,NFATC2,PENK,RICTOR,CD22,IL6,RAC2,CXCR4,FN1,TNF,SPP1,FOXO1,TFRC,CD86,IL1B,CXCL10,PLAUR,ITGAX,JMJD6,THBS2,F3,LGALS3,JAM3,Ly6a (includes others),HGF	Functional	R62_12wk
Recruitment of cells	5.16494389827988	3.235	Ccl2,Cxcl9,OSM,HSPA1A/HSPA1B,Ccl6,NFATC2,ST14,IL16,IL6,CD274,PTN,IL23A,CXCR4,FN1,IL1RN,IRF7,TNF,FLT1,MGAT5,CXCL16,SPP1,TLR7,IL1B,VEGFA,CXCL10,DDX58,CXCL2,OLR1,LYZ,CD36,Retnla,THBS2,PTGS2,CSF1,F3,LGALS3,CXCL3,APOE,SERPINE1,HGF,CLEC7A,NFE2L2	Functional	R62_12wk
Inflammation of liver	5.16494389827988	1.455	PLAU,HLA-DQA1,KLRB1,IL2RB,IL6,CD274,IL23A,LPIN1,IL1RN,STAT1,TNF,FLT1,IL12B,SPP1,TFRC,TLR7,CXCL10,MAP3K14,PLAUR,PRF1,DDX58,CXCL2,IGF1,HLA-A,ARIH2,LATS2,CSF1,TNFSF10,LGALS3,CXCL3,APOE,SERPINE1,TTC39B,HGF,TBX21,MTTP,NFE2L2	Functional	R62_12wk
Metabolism of acylglycerol	5.1605219526258	1.834	PLAU,LIPC,SERPINF1,DBI,ANG,APOF,IL6,PLIN2,Apoc1,IGF1,DDHD2,LPIN1,NCAM1,CD36,TNF,RGS2,LPL,APOE,SPP1,FOXO1,MTTP	Functional	R62_12wk
Proliferation of bone cells	5.15926676538819	0.52	EIF2AK2,GSK3B,OSM,IL1B,IGF1,AREG,PTN,FN1,PRKCA,TNF,CSF1,Clec2d (includes others),FGF13,CXCL3,HGF,FOXO1	Functional	R62_12wk
Development of vasculature	5.15739076038944	0.606	GAS6,SLC4A11,LOX,PML,ADD1,CEACAM1,NCF1,F2R,CXCR4,TMEM231,RGS2,ST6GAL1,EMP2,SPP1,ALCAM,ANG,HLA-G,GAS5,PTGER4,AP3S2,IGF1,TMEM204,YY1,LPL,TNFSF10,IFI16,EPN2,SNAP25,RICTOR,RNF213,IL6,AREG,FN1,FOXO1,THAP1,PLAUR,DAAM1,JMJD6,KLF7,PRKCA,PTGS2,CSF1,CYP51A1,APOE,HIPK2,ADRA2A,AXL,Ccl2,NRARP,PLAU,SERPINF1,ECSCR,EGLN3,USP18,IL1RN,FLT1,FGF13,STX7,JAM2,EPHB3,IL1B,VEGFA,CXCL10,RORA,OLR1,FZD4,HSPB1,CD36,THBS2,JAM3,SERPINE1,CXCL14,CYBB,HGF,PTGER3,GSK3B,SEMA4D,OSM,PRKAB1,RAC2,CLEC1B,MINAR1,PTN,ARNTL,STAT1,TNF,MGAT5,TAL1,MMP15,CAPN2,HPGD,CXCL2,ITGA9,SUFU,EGR3,MAPK1,ARSG,LGALS3,F3,NFE2L2	Functional	R62_12wk
Adhesion of embryonic cells	5.15242734085789	1	PLAU,EPHB3,IL1B,VEGFA,PLAUR,MSR1,ITGA9,DMTN,FN1,TNF,MGAT5,RNASEL,HGF,PTGER3	Functional	R62_12wk
Metastasis of cells	5.15242734085789	1.924	IRF1,SEMA4D,LOX,PLAU,NFATC2,SERPINF1,RICTOR,Ppp2r5c,IL6,RAC2,CD274,CXCR4,F2R,FN1,IRF7,TNF,TP53BP1,SH3BGRL,SPP1,FSCN1,CAPN2,ALCAM,IL1B,PLAUR,PRF1,CXCL2,IGF1,RIPK3,PTGS2,MAPK1,F3,CXCL3,SERPINE1,HGF,AXL,TBX21	Functional	R62_12wk
Cell death of cerebral cortex cells	5.1438755557577	0.588	GSK3B,GAS6,OSM,ST8SIA1,NCF1,IL1RN,NCS1,HAP1,TNF,FLT1,HDAC4,FOXO1,TLR7,IL1B,ITSN1,VEGFA,VAPB,MAP3K14,IGF1,CAMK2A,KCNK9,HSPB1,PTGS2,CXCL3,APOE,SERPINE1,SLC25A12,CDK1,GAL,NFE2L2	Functional	R62_12wk
Cytotoxicity of cytotoxic T cells	5.13786862068696	0.534	IL23A,HSPA1A/HSPA1B,HLA-A,Gzmb,PRF1,IL12B,HLA-G,IL6,STX7	Functional	R62_12wk
Growth of atherosclerotic lesion	5.13727247168203	0.577	Ccl2,PLAU,FLT1,SERPINE1,APOE	Functional	R62_12wk
Metastasis of tumor cell lines	5.13548891894161	1.575	IRF1,SEMA4D,NFATC2,SERPINF1,RICTOR,Ppp2r5c,IL6,RAC2,CD274,CXCR4,F2R,FN1,IRF7,TNF,SH3BGRL,SPP1,FSCN1,CAPN2,ALCAM,IL1B,PLAUR,PRF1,CXCL2,IGF1,RIPK3,PTGS2,F3,CXCL3,HGF,AXL,TBX21	Functional	R62_12wk
